no,timestamp,teks,teks_processed,text_length,length_category
12923,2024-12-03T16:38:12.000Z,The real Dewan Perwakilan Rakyat menyampaikan aspirasi rakyat bukan menjilat presiden,the real dewan wakil rakyat sampai aspirasi rakyat bukan jilat presiden,71,sedang
12924,2024-12-03T16:10:51.000Z,South Korea s National Assembly has passed a resolution to lift the martial law,south korea si national assembly has passed a resolution tetapi lift the martial law,84,sedang
12925,2024-12-03T16:10:36.000Z,LPP Palembang Hadiri Rapat Terkait Kunker Reses Komisi XIII DPR RI di Palembang,LPP palembang hadir rapat kait kunker reses komisi XII DPR RI di palembang,74,sedang
12926,2024-12-03T15:18:13.000Z,Gara gara DPR gak setuju RUU anggara bisa bisanya gedung DPR di tutup dengan dalih oposisi mau impeachment presiden Jika darurat ini berhasil bisa dicontoh negara lain untuk memperpanjang jabatan!,gara gara DPR tidak tuju RUU anggara dapat bisa gedung DPR di tutup dengan dalih penentang mau impeachment presiden jika darurat ini hasil dapat contoh negara lain untuk panjang jabatan !,187,panjang
12927,2024-12-03T14:51:06.000Z,Di KORSEL ada apaann woii? kok darurat militer? x com washingtonpost,di KORSEL ada apaann woii ? kok darurat militer ? kali com washingtonpost,73,sedang
12928,2024-12-03T14:48:32.000Z,Kok pada nyalahin jokowi ? Yg buat undang undang yg mengawasi jalannya pemerintahan DPR Kalau mau menyalahkan atau memaki hujat itu anggota DPR Makhluk ga ada guna,kok pada salah jokowi ? yang buat undang undang yang awas jalan pemerintah DPR jika mau salah atau maki hujat itu anggota DPR makhluk tidak ada penggunaan,154,panjang
12929,2024-12-03T11:21:22.000Z,Abang² dll Wkt mhasiswa mnolak RUU Pilkada akun² Pro Jokowisme jdikan isu Aset utk Menegasi Aksi itu Skrg pernah liat cuitan mereka soal itu? Ga penting lagi?,Abang² dll waktu mhasiswa mnolak RUU pilkada akun² pro jokowisme jdikan isu aset untuk negasi gerakan itu sekarang pernah lihat cuit mereka soal itu ? tidak penting lagi ?,171,panjang
12930,2024-12-03T10:40:54.000Z,Kunjungan Kerja Reses Komisi XIII DPR RI yang menangani permasalahan HAM Keimigrasian dan Penanggulangan Terorisme Kegiatan rapat ini diselenggarakan oleh Pemerintah Provinsi Sumatera Selatan yang dimana turut mengundang Kepala Kantor LapasPerempuanPalembang,kunjung kerja reses komisi XII DPR RI yang tangan masalah HAM imigrasi dan tanggulang terorisme giat rapat ini penyelenggaraan oleh pemerintah provinsi sumatera selatan yang mana turut undang kepala kantor lapasperempuanpalembang,229,panjang
12931,2024-12-03T08:36:39.000Z,Anggota DPR Apresiasi Kebijakan Prabowo Naikkan Gaji Guru presidenprabowo prabowosubianto gajiguru dprri guru,anggota DPR apresiasi kebijakan prabowo naik gaji guru presidenprabowo prabowosubianto gajiguru dprri guru,106,sedang
12932,2024-12-03T07:48:32.000Z,Komisi VI DPR RI memberikan dukungan terhadap percepatan pengesahan Peraturan Presiden Perpres penyederhanaan rantai distribusi pupuk bersubsidi,komisi VI DPR RI beri dukungan hadap cepat pengesahan pengaturan presiden pres sederhana rantai distribusi pupuk subsidi,120,sedang
12933,2024-12-03T06:48:16.000Z,Anggota DPR dari dapil Jateng I ini pun memberikan sejumlah catatan penting terkait kebijakan ini,anggota DPR dari dapil jateng i ini pun beri jumlah catat penting kait kebijakan ini,84,sedang
12934,2024-12-03T06:39:00.000Z,Ketua DPR RI aja kagak mau rapat RUU perampasan aset koruptor,ketua DPR RI saja kagak mau rapat RUU ampas aset koruptor,57,sedang
12935,2024-12-03T06:27:58.000Z,TVR Komisi XI DPR RI Kebijakan Publik Harus Berdasarkan Data Valid,TVR komisi XI DPR RI kebijakan publik harus dasar data valid,60,sedang
12936,2024-12-03T06:27:05.000Z,Suara rakyat tidak bisa dibungkam oleh komisi yg ada di Ingat DPR pernah keok sama pendemo yg menolak pengesahan RUU PILKADA bulan lalu apa ingin kejadian tsb terulang lagi Anggota dewan ini telinganya tuli tdk mendengar apa yg diteriakan rakyat Dasar preman Priok,suara rakyat tidak dapat bungkam oleh komisi yang ada di ingat DPR pernah keok sama demonstrasi yang penolakan pengesahan RUU PILKADA bulan lalu apa ingin jadi sebut ulang lagi anggota dewan ini telinga tuli tidak dengar apa yang ria rakyat dasar preman priok,259,panjang
12937,2024-12-03T04:01:18.000Z,Anggota Komisi IV DPR RI dari Fraksi PKS drh Slamet dan Riyono menerima kunjungan aspirasi dan audiensi dari Perhimpunan Dokter Hewan Indonesia berkaitan dengan masukan substantif atas RUU Pendidikan dan Layanan Kedokteran Hewan di Indonesia Acara audiensi ini dilangsungkan,anggota komisi IV DPR RI dari partai PKS drh selamat dan riyono terima kunjung aspirasi dan audiensi dari himpun dokter hewan indonesia kait dengan masuk substantif atas RUU didik dan layan dokter hewan di indonesia acara audiensi ini langsung,243,panjang
12938,2024-12-03T03:38:07.000Z,Wakil Ketua Komisi II DPR RI Dede Yusuf mengatakan bahwa pemberian jeda antara pemilihan umum pemilu di tingkat nasional dan di tingkat daerah akan dipertimbangkan ketika merevisi Undang Undang Nomor Tahun tentang Pemilihan Umum,wakil ketua komisi II DPR RI adek yusuf kata bahwa beri jeda antara pilih umum pemilu di tingkat nasional dan di tingkat daerah akan timbang ketika revisi undang undang nomor tahun tentang pilih umum,199,panjang
12939,2024-12-03T03:34:49.000Z,Ositama Reses Sangat Penting Menyemput Aspirasi Masyarakat Untuk Mendapatkan Pokir Reses merupakan sebuah kegiatan yang sangat dinanti nantikan oleh masyarakat untuk menyampaikan sebuah aspirasi atau keluhan kepada seorang wakil rakyat yang mereka,ositama reses sangat penting menyemput aspirasi masyarakat untuk dapat pokir reses rupa buah giat yang sangat nanti nanti oleh masyarakat untuk sampai buah aspirasi atau keluh kepada orang wakil rakyat yang mereka,213,panjang
12940,2024-12-03T01:58:54.000Z,Sahkan Undang undang Masyarakat Adat Wooiii segera SahkanUUMasyarakatAdat,sahkan undang undang masyarakat adat wooii segera sahkanuumasyarakatadat,72,sedang
12941,2024-12-02T08:47:50.000Z,Hari ini pukul WIB di Dolok Parmonangan PT TPL didampingi aparat kepolisian dan TNI memukul Masyarakat Adat Dolok Parmonangan yang mau masuk ke Hutan Adat Utte Anggir SahkanUUMA,hari ini pukul WIB di dolok parmonangan PT TPL damping aparat polisi dan TNI pukul masyarakat adat dolok parmonangan yang mau masuk ke hutan adat utte anggir sahkanuuma,168,panjang
12942,2024-12-03T01:11:22.000Z,Penjabat Pj Sekretaris Daerah Sekda Pemerintah Provinsi Kepulauan Bangka Belitung Kep Babel Fery Afriyanto menghadiri Rapat Paripurna Pengucapan Sumpah Janji Wakil Ketua Dewan Perwakilan Rakyat Daerah DPRD Provinsi Kepulauan,jabatan pj sekretaris daerah sekda pemerintah provinsi pulau bangka belitung kep babel fery afriyanto hadir rapat paripurna ucap sumpah janji wakil ketua dewan wakil rakyat daerah DPRD provinsi pulau,199,panjang
12943,2024-12-02T14:54:51.000Z,Anggota Komisi III DPR RI Deddy Sitorus Fraksi PDIP mengusulkan Polri agar di bawah naungan TNI atau Kementerian Dalam Negeri Kemendagri Guru Besar Ilmu Hukum Universitas Airlangga Unair Prof Dr Suparto Wijoyo menyebut usulan itu tak sesuai Undang Undang Dasar UUD,anggota komisi II DPR RI deddy sitorus partai PDIP usul polri agar di bawah naung TNI atau menteri dalam negeri kemendagri guru besar ilmu hukum universitas airlangga unair prof dari suparto wijoyo sebut usul itu tak sesuai undang undang dasar UUD,247,panjang
12944,2024-12-01T11:59:24.000Z,Knp lu ga bikin sayembara utk anggota DPR yg mampu meloloskan RUU Perampasan Aset jadi UU lu kasih hadiah milyar drpd drama lu udah tau kl Masiku ga bakalan ketangkep,kenapa kamu tidak bikin sayembara untuk anggota DPR yang mampu lolos RUU ampas aset jadi UU kamu kasih hadiah milyar daripada drama kamu sudah tau jika mas tidak bakal ketangkep,177,panjang
12945,2024-12-01T05:34:06.000Z,Itu anggota dpr orang pemerintahan di jatah makan harga segitu aja juga biar mereka ngerasain jadi korban kebijakan yg mereka buat sendiri,itu anggota dpr orang pemerintah di jatah makan harga segitu saja juga biar mereka rasai jadi korban kebijakan yang mereka buat sendiri,135,sedang
12946,2024-11-30T15:37:47.000Z,Jumat November sekira pukul Wib sampai dengan selesai bertempat di Ruang Rapat Paripurna Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Tapanuli Selatan Kepala Kejaksaan Negeri Tapanuli Selatan Muhammad Indra Muda Nasution S H M H menghadiri c,jumat november sekira pukul wib sampai dengan selesai tempat di ruang rapat paripurna dewan wakil rakyat daerah DPRD kabupaten tapanuli selatan kepala jaksa negeri tapanuli selatan muhammad indra muda nasution si h sama h hadir sih,231,panjang
12947,2024-11-30T15:15:54.000Z,Mediasurya Barito Selatan Pemerintah Kabupaten Pemkab Barito Selatan Barsel dan Dewan Perwakilan Rakyat Daerah DPRD Barsel secara resmi menyepakati Rancangan Peraturan Daerah Raperda Anggaran Pendapatan dan Belanja Daerah APBD APBD,mediasurya barito selatan pemerintah kabupaten pemkab barito selatan barsel dan dewan wakil rakyat daerah DPRD barsel cara resmi pakat rancangan pengaturan daerah raperda anggaran dapat dan belanja daerah APBD APBD,214,panjang
12948,2024-11-30T09:55:36.000Z,Anggota Komisi VI DPR RI Amin Ak menanggapi rencana pemerintah melarang pengemudi Ojek Online Ojol menggunakan Bahan Bakar Minyak BBM bersubsidi Dia menyatakan ketidaksetujuannya Karena menurut Amin kebijakan ini dinilai tidak berpihak pada pelaku usaha mikro,anggota komisi VI DPR RI amin aku tanggap rencana pemerintah larang kemudi ojek online ojol penggunaan bahan bakar minyak BBM subsidi dia nyata ketidaksetujuannya karena turut amin kebijakan ini nilai tidak pihak pada pelaksanaan usaha mikro,241,panjang
12949,2024-11-30T07:40:02.000Z,Bukan itu esensinya bagi warga DKI Jakarta yang cerdas demokrasi sudah muak dipermainkan oleh penguasa wakil rakyat dan parpol yang tidak terbukti menjalankan amanat aspirasi rakyat tapi hanya cari harta jabatan dan kekuasaan saja,bukan itu esensi bagi warga DKI jakarta yang cerdas demokrasi sudah muak main oleh kuasa wakil rakyat dan parpol yang tidak bukti jalan amanat aspirasi rakyat tetapi hanya cari harta jabatan dan kuasa saja,205,panjang
12950,2024-11-30T06:37:20.000Z,Dewan Afviandi Reses Masyarakat Senang Bertemu Wakil Rakyat Sampaikan Aspirasi,dewan afviandi reses masyarakat senang temu wakil rakyat sampai aspirasi,72,sedang
12951,2024-11-30T04:28:56.000Z,tolong dong buat undang undang yang memperbolehkan ngeludahin orang yang melanggar aturan,tolong dong buat undang undang yang boleh ngeludahin orang yang langgar pengaturan,82,sedang
12952,2024-11-30T02:29:50.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kota Tangerang Selatan menggelar rapat paripurna istimewa dalam rangka memperingati HUT Kota Tangerang Selatan yang ke di Gedung DPRD Jalan Raya Serpong Kecamatan Setu Kota Tangerang Selatan Banten Rapat paripurna dalam rangka hari,dewan wakil rakyat daerah DPRD kota tangerang selatan gelar rapat paripurna istimewa dalam rangka ingat HUT kota tangerang selatan yang ke di gedung DPRD jalan raya serpong camat setu kota tangerang selatan banten rapat paripurna dalam rangka hari,247,panjang
12953,2024-11-30T02:13:37.000Z,Ketua DPR RI Puan Maharani menyambut baik kebijakan pemerintah yang akan menaikkan gaji guru PeningkatanKesejahteraanGuru PendidikanBerkualitas GuruIndonesia KesejahteraanGuru DukungGuru PahlawanTanpaTandaJasa ASN GuruHonorer HariGuru IndonesiaMaju Viral Fyp,ketua DPR RI puan maharani sambut baik kebijakan pemerintah yang akan naik gaji guru peningkatankesejahteraanguru pendidikanberkualitas guruindonesia kesejahteraanguru dukungguru pahlawantanpatandajasa ASN guruhonorer hariguru indonesiamaju viral fyp,250,panjang
12954,2024-11-30T02:12:41.000Z,DPRD dan Pemkab Solok Selatan Gelar Rapat Paripurna Tetapkan Propemperda Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan telah menetapkan Program Pembentukan Peraturan Daerah Propemperda tahun anggaran TA,DPRD dan pemkab solok selatan gelar rapat paripurna tetap propemperda dewan wakil rakyat daerah DPRD kabupaten solok selatan telah tetap program bentuk pengaturan daerah propemperda tahun anggaran TA,199,panjang
12955,2024-11-29T18:02:33.000Z,KALAU PENGESAHAN UU PERAMPASAN ASET HARUS TANYA DULU KEPADA KETUA UMUM PARTAINYA MASING MASING TERUS APA FUNGSI NYA MONYET MOYET DI PARLEMEN??!! CUMA JADI WAYANG SI KETUA UMUM??!! BUBARKAN SAJA PARLEMEN!! BUKAN WAKIL RAKYAT KOK!!,JIKA PENGESAHAN UU AMPAS ASET HARUS TANYA DULU KEPADA KETUA UMUM PARTAI MASING MASING TERUS APA FUNGSI NYA MONYET MOYET DI PARLEMEN ? ? ! ! CUMA JADI WAYANG SIH KETUA UMUM ? ? ! ! BUBAR SAJA PARLEMEN ! ! BUKAN WAKIL RAKYAT KOK ! !,230,panjang
12956,2024-11-29T13:54:46.000Z,Ketua Komisi XI DPR RI mengapresiasi Direktorat Jenderal Ditjen Bea Cukai yang berhasil menindak kasus penyelundupan Misbakhun mengatakan apresiasi ini merupakan bentuk dukungan kepada Bea Cukai yang telah menjalankan tugas sesuai dengan undang undang,ketua komisi XI DPR RI apresiasi direktorat jenderal ditjen bea cukai yang hasil tindakan kasus selundup misbakhun kata apresiasi ini rupa bentuk dukungan kepada bea cukai yang telah jalan tugas sesuai dengan undang undang,222,panjang
12957,2024-11-29T07:38:31.000Z,Soal ngabantu warga salaku anggota DPR Syaikhu ogé sok turun ka dapil da aya istilah reses Bédana Syaikhu teu dikonténkeun Salah teu dikonténkeun? Nya henteu justru supaya masyarakat apal naon nu dipigawé Didieu Demul geus di jalan nu bener ku ngonténkeun kegiatan sapopoéna,soal ngabantu warga sala anggota DPR syaikhu og sok turun kak dapil sudah aya istilah reses b dana syaikhu teu dikont nkeun salah teu dikont nkeun ? nya henteu justru supaya masyarakat hapal naon nu dipigaw didieu demul geus di jalan nu banget ku ngont nkeun giat sapopo na,273,panjang
12958,2024-11-29T06:18:24.000Z,Saran untuk pak agar mengatur Bantuan program yg didanai oleh negara tdk bokeh atas nama Pribadi jabatan Kebijakan dan ijin lah yg atas nama pemerintah Bgmn,saran untuk pak agar pengaturan bantu program yang dana oleh negara tidak bokeh atas nama pribadi jabatan kebijakan dan ijin lah yang atas nama pemerintah bagaimana,164,panjang
12959,2024-11-29T02:57:42.000Z,Dewan Perwakilan Rakyat Daerah DPRD Provinsi DKI Jakarta mengesahkan Raperda APBD Tahun Anggaran menjadi Perda dengan nilai Rp dalam rapat paripurna Kamis DPRD DPRDDKI DPRDDKIJakarta Paripurna Pengesahan Perda APBD APBDDKI APBD,dewan wakil rakyat daerah DPRD provinsi DKI jakarta pengesahan raperda APBD tahun anggaran jadi perda dengan nilai rp dalam rapat paripurna kamis DPRD DPRDDKI dprddkijakarta paripurna pengesahan perda APBD APBDDKI APBD,218,panjang
12960,2024-11-29T02:49:12.000Z,Waktu sidang pleno DPR RI micek molor ngiler ngoweh aspirasi rakyat tidak di dengar begitu rakyat protes keras ngikutin kemauan rakyat sekarang mau mbeling nakal lagi tidak bisa !!!,waktu sidang pleno DPR RI micek molor ngiler ngoweh aspirasi rakyat tidak di dengar begitu rakyat protesan keras ikut mau rakyat sekarang mau mbeling nakal lagi tidak dapat ! !,176,panjang
12961,2024-11-28T15:06:45.000Z,Kapan di Indonesia bisa begini yah ruu perampasan aset pls lah minimal when?,kapan di indonesia dapat begini ya ruu ampas aset pls lah minimal when ?,72,sedang
12962,2024-11-27T11:00:02.000Z,BREAKING Former Bank of China Chairman Liu Liange was just SENTENCED TO DEATH,BREAKING former bank of china chairman liu liange was just SENTENCED TETAPI DEATH,81,sedang
12963,2024-11-28T14:40:00.000Z,WAKIL Ketua DPR RI Sufmi Dasco Ahmad mengatakan DPR RI tengah mengkaji rencana kebijakan kenaikan tarif pajak pertambahan nilai PPN menjadi persen yang awalnya bakal diterapkan pada Januari,WAKIL ketua DPR RI sufmi dasco ahmad kata DPR RI tengah kaji rencana kebijakan naik tarif pajak tambah nilai PPN jadi persen yang awal bakal terap pada januari,159,panjang
12964,2024-11-28T14:38:17.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Barito Selatan menggelar Rapat Paripurna ke Masa Persidangan I Tahun Sidang di ruang rapat Graha Paripurna Kamis,dewan wakil rakyat daerah DPRD kabupaten barito selatan gelar rapat paripurna ke masa sidang i tahun sidang di ruang rapat graha paripurna kamis,144,sedang
12965,2024-11-28T14:34:38.000Z,Tulisannya mencakup substansi dasar Cuma kalo jabatan anggota DPR disebut terdepan sebagai anggota legislatif langkah taktisnya apa Pak? RUU energi terbarukan udah tahun sampe ganti nama belum goal juga Rekomendasi akselerasi transisi energi dari DPR juga minim,tulis cakup substansi dasar cuma jika jabatan anggota DPR sebut depan bagai anggota legislatif langkah taktis apa pak ? RUU energi baru sudah tahun sampai ganti nama belum goal juga rekomendasi akselerasi transisi energi dari DPR juga minim,240,panjang
12966,2024-11-28T13:37:06.000Z,MALU GAK YA NEGARA INI MALU GAK YA HAKIM MALU GAK YA JAKSA MALU GAK YA POLISI boro dinegara ini KORUPTOR DIHUKUM MATI!! RUU PERAMPASAN ASET SAJA DPR gak mau! SIA SIA RAKYAT MENGGAJIH ANGGOTA DEWAN YANG HIDUPNYA BAK SULTAN,MALU TIDAK YA NEGARA INI MALU TIDAK YA HAKIM MALU TIDAK YA JAKSA MALU TIDAK YA POLISI boro negara ini KORUPTOR HUKUM MATI ! ! RUU AMPAS ASET SAJA DPR tidak mau ! SIA SIA RAKYAT GAJIH ANGGOTA DEWAN YANG HIDUP BAK SULTAN,218,panjang
12967,2024-11-28T07:26:21.000Z,TVR Komisi IX DPR RI Usut Tuntas Kebijakan Larangan Hijab Di Rumah Sakit,TVR komisi IX DPR RI usut tuntas kebijakan larang hijab di rumah sakit,70,sedang
12968,2024-11-28T07:16:58.000Z,TVR Komisi IV DPR RI Perlu Kebijakan Guna Menekan Inflasi Pangan,TVR komisi IV DPR RI perlu kebijakan penggunaan tekan inflasi pangan,68,sedang
12969,2024-11-28T07:12:15.000Z,TVR Pansus DPR RI RUU Paten Dibutuhkan Untuk Perlindungan Dunia Usaha,TVR pansus DPR RI RUU paten butuh untuk lindung dunia usaha,59,sedang
12970,2024-11-28T07:11:40.000Z,TVR Baleg DPR RI Pembahasan Revisi RUU TNI Polri Dibatalkan,TVR baleg DPR RI bahas revisi RUU TNI polri batal,49,pendek
12971,2024-11-28T07:10:21.000Z,TVR Setjen DPR RI FGD Pembahasan RUU Komoditas Strategis,TVR setjen DPR RI FGD bahas RUU komoditas strategis,51,sedang
12972,2024-11-28T04:08:32.000Z,Dengan tugas yang gak gampang itu aku kepikiran lagi berarti kalau mau jadi anggota DPR berarti harus pinter banget dan expert di bidangnya ya susah kan bikin peraturan menelaah konteks permasalahan menjadikan kebijakan itu sebagai payung hukum panduan tatanan dan,dengan tugas yang tidak gampang itu aku pikir lagi arti jika mau jadi anggota DPR arti harus pintar banget dan expert di bidang ya susah kan bikin pengaturan telaah konteks masalah jadi kebijakan itu bagai payung hukum pandu tatanan dan,236,panjang
12973,2024-11-28T03:05:31.000Z,DPR RI Minta Permanenkan Kebijakan Penurunan Harga Tiket Pesawat Baca Selengkapnya,DPR RI minta permanen kebijakan turun harga tiket pesawat baca lengkap,70,sedang
12974,2024-11-28T02:42:49.000Z,pada penasaran gak sih tugas DPR apa? aku penasaran kwkwkwk karena menurutku sebagai orang awam tugas dan kerjaan anggota DPR itu berat lho sebagai orang yang kerjanya bergantung dengan peraturan kebijakan pemerintah aku sangat mikir proses penyusunan peraturan ini gimana,pada penasaran tidak sih tugas DPR apa ? aku penasaran kwkwkwk karena turut bagai orang awam tugas dan kerja anggota DPR itu berat lho bagai orang yang kerja gantung dengan pengaturan kebijakan pemerintah aku sangat mikir proses susun pengaturan ini bagaimana,259,panjang
12975,2024-11-28T02:15:55.000Z,Segera evaluasi kebijakan partai dan segera regenerasi kader udah ga selayaknya yg tua² menempati posisi anggota DPR dan pengambil kebijakan strategis udah suka ngalantur ngomongnya dan udah pikirannya semakin berat,segera evaluasi kebijakan partai dan segera regenerasi kader sudah tidak layak yang tua² tempat posisi anggota DPR dan ambil kebijakan strategis sudah suka ngalantur omong dan sudah pikir makin berat,199,panjang
12976,2024-11-27T22:51:01.000Z,Sangat bisa sih mengingat bu Luluk ini termasuk anggota DPR dari Jatim yang aktif di dapilnya pas reses apalagi background keluarganya itu termasuk senior di PKB Jatim tinggal gimana nyerok suara di tapal kuda madura aja dia,sangat dapat sih ingat bu luluk ini masuk anggota DPR dari jatim yang aktif di dapilnya pas reses apalagi background keluarga itu masuk senior di PKB jatim tinggal bagaimana nyerok suara di tapal kuda madura saja dia,216,panjang
12977,2025-11-14T23:07:59.000Z,Puan Maharani buka suara terkait soal putusan MKD yang meminta Kesekretariatan Jenderal DPR RI untuk memotong anggaran reses anggota DPR dari titik menjadi titik Ketua DPR RI pun mengatakan pimpinan DPR akan berdiskusi terlebih dahulu terkait konsekuensi putusan tsb,puan maharani buka suara kait soal keputusan MKD yang minta sekretariat jenderal DPR RI untuk potong anggaran reses anggota DPR dari titik jadi titik ketua DPR RI pun kata kepemimpinan DPR akan diskus lebih dahulu kait konsekuensi keputusan sebut,246,panjang
12978,2025-11-14T21:18:05.000Z,Cara simple wiwit edukasi massal liwat medsos lan komunitas lokal ajak warga nyimpen C digital sacara kolektif supaya ora ilang lan bisa diverifikasi cepet Banjur dukung LSM independen kanggo tuntut undang undang transparansi pemilu sing luwih ketat tanpa,cara simple wiwit edukasi massal liwat medsos lan komunitas lokal ajak warga simpan sih digital sacara kolektif supaya ora hilang lan dapat verifikasi cepat banjur dukungan LSM independen kanggo tuntutan undang undang transparansi pemilu sing luwih ketat tanpa,260,panjang
12979,2025-11-14T20:39:38.000Z,Pengangkatan Komjen Firli Bahuri sebagai Ketua KPK pada dilakukan melalui Keputusan Presiden dengan status polisi aktif yang diizinkan oleh interpretasi Pasal ayat UU Kepolisian saat itu yaitu melalui penugasan dari Kapolri Undang undang dibuat untuk ditaati tapi,angkat komjen firli bahuri bagai ketua KPK pada pelaksanaan lalu keputusan presiden dengan status polisi aktif yang izin oleh interpretasi pasal ayat UU polisi saat itu yaitu lalu tugas dari kapolri undang undang buat untuk taat tetapi,235,panjang
12980,2025-11-14T20:32:16.000Z,KPK didirikan pada Desember melalui Undang Undang Nomor Tahun tentang Komisi Pemberantasan Tindak Pidana Korupsi Saat itu Indonesia dipimpin oleh Presiden Megawati Soekarnoputri yang menjabat sejak Juli hingga Oktober Pendirian lembaga ini,KPK diri pada desember lalu undang undang nomor tahun tentang komisi berantas tindakan pidana korupsi saat itu indonesia kepemimpinan oleh presiden megawati soekarnoputri yang jabatan sejak juli hingga oktober diri lembaga ini,226,panjang
12981,2025-11-14T16:36:11.000Z,Panja Komisi III DPR RI ketok penguatan hak kelompok rentan dalam RUU KUHAP! Saksi disabilitas dilindungi fasilitas ramah perempuan diwajibkan aturan kesaksian anak diperkuat Sistem peradilan Indonesia bergerak ke arah yang lebih inklusif Baca,panja komisi II DPR RI ketok kuat hak kelompok rentan dalam RUU HAP ! saksi disabilitas lindung fasilitas ramah perempuan wajib pengaturan saksi anak kuat sistem adil indonesia gerak ke arah yang lebih inklusif baca,215,panjang
12982,2025-11-14T14:41:58.000Z,Baca nih pemangku kebijakan,baca ini mang kebijakan,23,pendek
12983,2025-11-14T08:30:12.000Z,Elon Musk Everything is solar power The rest is noise The sun is about of the mass of the solar system Jupiter s about and everything else is in the remaining and we are much less than So if you burnt all of the mass of the solar system then the,elon musk everything is solar power the rest is noise the sun is about of the mass of the solar system jupiter si about and everything else is ini the remaining and we are much less pertahanan sok if you burnt all of the mass of the solar system then the,254,panjang
12984,2025-11-14T09:43:17.000Z,Ketua DPR RI Menanggapi Soal Putusan MKD Perihal Kesetjenan DPR RI Untuk Memotong Anggaran Reses Anggota DPR Dari Titik Menjadi Titik Ya karena titiknya berkurang ya harusnya akan ada pengurangan anggaran,ketua DPR RI tanggap soal keputusan MKD perihal kesetjenan DPR RI untuk potong anggaran reses anggota DPR dari titik jadi titik ya karena titik kurang ya harus akan ada kurang anggaran,184,panjang
12985,2025-11-14T09:41:22.000Z,Irma Suryani meminta penghapusan rujukan berjenjang dibarengi peningkatan fasilitas dan tenaga kesehatan di semua rumah sakit Ia menilai kebijakan ini tak boleh membebani RS tipe A yang jumlahnya terbatas Baca selengkapnya RKD RS Irma Rujukan,irma suryani minta hapus rujuk jenjang bareng tingkat fasilitas dan tenaga sehat di semua rumah sakit ia nilai kebijakan ini tak boleh beban RS tipe a yang jumlah batas baca lengkap RKD RS irma rujuk,199,panjang
12986,2025-11-14T09:36:08.000Z,Melalui usulan tersebut Komisi IV DPR RI berharap revisi Undang Undang Nomor Tahun tentang Kehutanan tidak hanya memperkuat kerangka regulasi tetapi juga memastikan keberlanjutan pengelolaan hutan serta meningkatkan kesejahteraan masyarakat yang tinggal di sekitar,lalu usul sebut komisi IV DPR RI harap revisi undang undang nomor tahun tentang hutan tidak hanya kuat kerangka regulasi tetapi juga pasti lanjut kelola hutan serta tingkat sejahtera masyarakat yang tinggal di sekitar,217,panjang
12987,2025-11-14T08:57:38.000Z,Presiden adalah RI pak Nurdin Halid yang terhormat plat mobil anda no berapa ? Jangan nyama yamain deh Lembaga kepresidenannya mungkin sama setara sesuai undang undang cuma jabatan anggota DPR tentu tidak sama dengan jabatan seorang president !!!! Coba anda belajar lagi,presiden adalah RI pak nurdin halid yang hormat plat mobil anda no berapa ? jangan nyama yamain deh lembaga presiden mungkin sama tara sesuai undang undang cuma jabatan anggota DPR tentu tidak sama dengan jabatan orang president ! ! coba anda belajar lagi,255,panjang
12988,2025-11-14T08:43:12.000Z,Komisi X DPR RI Dorong Analisis Historis Dalam Perumusan Kebijakan Ketua Komisi X DPR RI Hetifah Sjaifudian TahunGolkar golkarpedia golkarsolid partaigolkar bahlillahadalia hetifahsjaifudian,komisi kali DPR RI dorong analisis historis dalam rumus kebijakan ketua komisi kali DPR RI hetifah sjaifudian tahungolkar golkarpedia golkarsolid partaigolkar bahlillahadalia hetifahsjaifudian,192,panjang
12989,2025-11-14T08:34:46.000Z,Komisi IX DPR RI Dorong Penghapusan Tunggakan dan Penguatan Layanan JKN Kebijakan Harus Berkeadilan dan Tepat Sasaran,komisi IX DPR RI dorong hapus tunggak dan kuat layan JKN kebijakan harus adil dan tepat sasar,93,sedang
12990,2025-11-14T07:47:53.000Z,Puan Buka Suara Soal Pemotongan Anggaran Reses Anggota DPR,puan buka suara soal potong anggaran reses anggota DPR,54,sedang
12991,2025-11-14T07:43:29.000Z,Komisi III DPR RI Percepat Pembahasan RUU KUHAP TVR,komisi II DPR RI cepat bahas RUU HAP TVR,40,pendek
12992,2025-11-14T07:32:08.000Z,Baleg DPR RI Prioritaskan RUU Relevan Dengan Sosial Ekonomi Dan Politik TVR,baleg DPR RI prioritas RUU relevan dengan sosial ekonomi dan politik TVR,72,sedang
12993,2025-11-14T06:50:42.000Z,Kapoksi Gerindra Komisi XII DPR RI sekaligus Anggota Badan Anggaran DPR RI H Rokhmat Ardiyan M M menegaskan pentingnya peran Dewan Energi Nasional DEN dalam mengawal pelaksanaan PP Nomor Tahun tentang Kebijakan Energi Nasional,kapoksi gerindra komisi XII DPR RI sekaligus anggota badan anggaran DPR RI h rokhmat ardiyan sama sama tegas penting peran dewan energi nasional DEN dalam awal laksana PP nomor tahun tentang kebijakan energi nasional,216,panjang
