kata,mean,std,raw_ratings
gayung,-3.2,1.0,"[-1, -3, -3, -4, -4, -2, -4, -3, -4, -4]"
isotop,-2.4,1.0,"[-2, -4, -2, -3, -1, -2, -2, -2, -4, -2]"
terselak,-2.4,1.0,"[-2, -3, -3, -2, -3, -2, -4, -2, -2, -1]"
keterkaitan,-2.4,1.0,"[-1, -2, -2, -4, -3, -4, -1, -3, -2, -2]"
membawa berat,-2.4,1.0,"[-1, -2, -1, -3, -3, -3, -1, -4, -3, -3]"
cicik,-3.2,1.0,"[-2, -3, -2, -4, -4, -2, -4, -3, -4, -4]"
henyak,-3.2,1.0,"[-3, -3, -2, -3, -4, -4, -3, -3, -3, -4]"
pertunjukan,-2.4,1.0,"[-4, -3, -4, -2, -2, -1, -1, -1, -3, -3]"
latisan,-3.2,1.0,"[-3, -4, -2, -4, -3, -3, -4, -3, -3, -3]"
tagut,-3.2,1.0,"[-3, -4, -2, -4, -3, -4, -4, -2, -2, -4]"
pengiring,-2.4,1.0,"[-2, -2, -3, -2, -4, -4, -2, -2, -1, -2]"
bebas,-3.2,1.0,"[-3, -4, -3, -3, -3, -4, -1, -4, -4, -3]"
pemberitahuan,-2.4,1.0,"[-2, -4, -2, -1, -3, -2, -3, -2, -3, -2]"
mungkar,-3.2,1.0,"[-4, -3, -4, -3, -3, -4, -3, -2, -3, -3]"
menjejak,-3.2,1.0,"[-4, -3, -4, -4, -2, -4, -3, -2, -4, -2]"
serawak,-2.4,1.0,"[-3, -1, -2, -3, -2, -3, 0, -2, -4, -4]"
bergurau,-3.2,1.0,"[-4, -3, -3, -2, -3, -2, -4, -3, -4, -4]"
cuka jawa,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pemarah,-3.2,1.0,"[-4, -3, -3, -3, -4, -3, -2, -4, -3, -3]"
pegari,-2.4,1.0,"[-3, -2, -4, -1, -3, 0, -3, -2, -3, -3]"
bulevar,-3.2,1.0,"[-2, -3, -4, -4, -3, -4, -4, -1, -4, -3]"
kesendirian,-3.2,1.0,"[-3, -3, -1, -4, -3, -4, -3, -4, -4, -3]"
indusemen,-2.4,1.0,"[-2, -3, -4, -3, -3, -2, -4, -1, -2, 0]"
kacuk,-3.2,1.0,"[-4, -1, -2, -4, -2, -4, -4, -4, -4, -3]"
mencicik,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berkawanan,-3.2,1.0,"[-3, -4, -4, -2, -3, -4, -4, -3, -3, -2]"
jurik,-3.2,1.0,"[-1, -2, -4, -4, -4, -4, -3, -4, -3, -3]"
leta,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berangai,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
obrolan,-3.2,1.0,"[-4, -3, -3, -3, -2, -4, -4, -4, -3, -2]"
cacing tanah,-3.2,1.0,"[-3, -2, -2, -3, -4, -4, -4, -3, -3, -4]"
persetubuhan,-2.4,1.0,"[-2, -2, -2, 0, -4, -3, -2, -3, -2, -4]"
asor,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mendengung,-3.2,1.0,"[-4, -3, -4, -3, -2, -4, -3, -2, -4, -3]"
teraduk,-2.4,1.0,"[-3, -1, -1, -2, -3, -3, -3, -2, -4, -2]"
sebit,-3.2,1.0,"[-4, -4, -4, -1, -3, -2, -3, -4, -3, -4]"
basmi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
parau,-3.2,1.0,"[-4, -4, -3, -4, -2, -1, -4, -3, -3, -4]"
menumpang,-2.4,1.0,"[-2, -2, -2, -4, -4, -4, -1, -2, -1, -2]"
ketulahan,-3.2,1.0,"[-1, -4, -4, -3, -4, -3, -4, -3, -2, -4]"
aswad,-3.2,1.0,"[-2, -2, -2, -3, -4, -3, -4, -4, -4, -4]"
menjelma,-2.4,1.0,"[-3, -4, -1, -2, -2, -3, 0, -4, -3, -2]"
terlampau,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
membuktikan,-3.2,1.0,"[-3, -2, -2, -3, -4, -4, -4, -4, -3, -3]"
berputar-putar,-3.2,1.0,"[-4, -3, -2, -4, -4, -4, -2, -4, -3, -2]"
tipeks,-2.4,1.0,"[-3, -3, 0, -3, -4, -2, -2, -1, -2, -4]"
singkat,-2.4,1.0,"[-1, -3, -3, -4, -2, -2, -3, -3, -1, -2]"
mengapkir,-3.2,1.0,"[-4, -3, -4, -4, -3, -2, -2, -4, -2, -4]"
gonjak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berat kepala,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
dari,-2.4,1.0,"[-2, -3, -4, -1, -2, -4, -1, -3, -3, -1]"
berdebat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gontok,-3.2,1.0,"[-2, -3, -4, -3, -3, -4, -3, -4, -2, -4]"
membelai,-3.2,1.0,"[-4, -4, -4, -3, -2, -4, -2, -2, -3, -4]"
mikro,-2.4,1.0,"[-2, -3, -3, -2, -2, -3, -2, -1, -2, -4]"
menggemaskan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyembulkan,-2.4,1.0,"[-3, -1, -3, -1, -1, -3, -3, -3, -4, -2]"
tobak,-2.4,1.0,"[-4, -4, -3, -1, -1, -2, -2, -2, -3, -2]"
ampela,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyembam,-3.2,1.0,"[-4, -2, -4, -3, -4, -3, -4, -3, -4, -1]"
menggentarkan,-3.2,1.0,"[-4, -4, -3, -2, -1, -4, -3, -4, -3, -4]"
gombong,-2.4,1.0,"[-2, -3, -2, -3, -2, -3, -3, -1, -2, -3]"
pol,-2.4,1.0,"[-4, -2, -1, -2, -3, -3, -2, -2, -2, -3]"
kopyor,-3.2,1.0,"[-4, -4, -4, -4, -2, -4, -4, -2, -3, -1]"
sementara,-3.2,1.0,"[-4, -4, -3, -3, -4, -4, -4, -1, -2, -3]"
bersipongang,-2.4,1.0,"[-3, -1, -3, -2, -4, -2, -3, -1, -2, -3]"
mencabau,-3.2,1.0,"[-4, -4, -4, -3, -3, -2, -4, -1, -3, -4]"
tolol,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
taji,-3.2,1.0,"[-2, -4, -4, -3, -3, -3, -4, -3, -3, -3]"
musibah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bergembung,-2.4,1.0,"[-2, -2, -1, 0, -4, -3, -2, -3, -4, -3]"
gemuk,-2.4,1.0,"[-3, -3, -4, -2, -2, -1, -3, -3, -1, -2]"
lombong,-2.4,1.0,"[-3, -3, -3, -1, -3, -2, -2, -2, -3, -2]"
gundukan,-3.2,1.0,"[-2, -3, -3, -4, -3, -3, -4, -2, -4, -4]"
menyulut,-3.2,1.0,"[-3, -3, -4, -4, -3, -3, -2, -3, -3, -4]"
cetek,-2.4,1.0,"[-4, -2, -3, -1, -4, -3, -2, -1, -1, -3]"
berganduh,-2.4,1.0,"[-2, -3, -4, -1, -3, -1, -3, -2, -3, -2]"
mengabulkan,-2.4,1.0,"[-4, -1, -3, -4, -1, -2, -2, -4, 0, -3]"
naas,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mencengkau,-3.2,1.0,"[-4, -3, -4, -1, -4, -3, -4, -4, -2, -3]"
beranak bercucu,-2.4,1.0,"[-3, -2, 0, -4, -2, -1, -4, -2, -3, -3]"
mengacak,-3.2,1.0,"[-2, -2, -4, -2, -4, -4, -4, -4, -4, -2]"
sembunyi-sembunyi,-3.2,1.0,"[-4, -4, -4, -4, -1, -4, 1, -4, -4, -4]"
bersepai,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
manipulator,-3.2,1.0,"[-4, -3, -3, -4, -2, -4, -3, -2, -4, -3]"
berantara,-2.4,1.0,"[-4, -2, -2, -1, -2, -2, -1, -3, -4, -3]"
cekok,-2.4,1.0,"[-3, -1, -2, -1, -3, -4, -2, -3, -3, -2]"
bercaran,-3.2,1.0,"[-2, -3, -4, -4, -2, -3, -4, -4, -4, -2]"
leburan,-2.4,1.0,"[-1, -2, -2, -4, -3, -2, -2, -2, -3, -3]"
kembar,-2.4,1.0,"[-2, -2, -2, -1, -3, -3, -3, -3, -3, -2]"
cabau,-2.4,1.0,"[-3, -3, -2, -2, -3, -3, -1, -2, -2, -3]"
divergensi,-3.2,1.0,"[-3, -4, -3, -3, -4, -2, -2, -4, -4, -3]"
rombeng,-2.4,1.0,"[-4, -2, -2, -1, -3, -1, -3, -4, -1, -3]"
redik,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bongok,-2.4,1.0,"[-2, -4, -3, -2, -3, -2, -1, -3, -4, 0]"
berus,-3.2,1.0,"[-3, -4, -3, -4, -2, -1, -4, -4, -4, -3]"
sentuk,-3.2,1.0,"[-2, -4, -3, -4, -4, -3, -3, -2, -4, -3]"
menginjak,-2.4,1.0,"[-3, -4, -1, -3, -2, -3, -2, -3, -1, -2]"
bersilih,-2.4,1.0,"[-3, -3, -2, -1, -3, -3, -2, -3, -2, -2]"
meresahkan,-3.2,1.0,"[-4, -4, -2, -2, -4, -4, -4, -3, -1, -4]"
gelatak,-3.2,1.0,"[-2, -4, -3, -3, -4, -3, -2, -4, -3, -4]"
instansi,-2.4,1.0,"[-2, -3, -1, -3, -3, -3, -2, -1, -3, -3]"
kerik,-2.4,1.0,"[-2, -2, -2, -2, -1, -2, -4, -4, -3, -2]"
sempit,-3.2,1.0,"[-3, -2, -4, -4, -4, -2, -3, -4, -3, -3]"
jolak,-2.4,1.0,"[-4, -2, -2, -2, -3, -2, -2, -3, -3, -1]"
bersokom,-3.2,1.0,"[-4, -4, -4, 0, -4, -3, -4, -2, -3, -4]"
menghinggapi,-2.4,1.0,"[0, -3, -2, -3, -3, -4, -3, -1, -3, -2]"
ogah-ogahan,-3.2,1.0,"[-4, -1, -4, -3, -3, -4, -4, -4, -4, -1]"
drama,-3.2,1.0,"[-4, -3, -2, -4, -4, -3, -3, -3, -4, -2]"
kenes,-2.4,1.0,"[-2, -1, -1, -3, -3, -3, -3, -3, -2, -3]"
tepu,-2.4,1.0,"[-2, -1, -2, -3, -2, -2, -3, -4, -2, -3]"
usang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
terpaku,-2.4,1.0,"[-4, -2, -1, -1, -3, -3, -4, -2, -2, -2]"
tarak,-2.4,1.0,"[-3, -3, -1, -2, -2, -2, -3, -2, -3, -3]"
opium,-2.4,1.0,"[-2, -3, -3, -2, -3, -2, -2, -3, -2, -2]"
kolam,-2.4,1.0,"[-2, -3, -2, -2, -3, -3, -2, -3, -3, -1]"
menggigis,-3.2,1.0,"[-3, -4, -2, -4, -3, -4, -4, -2, -3, -3]"
selerang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
berat tulang,-3.2,1.0,"[-4, -4, -4, -2, -4, -4, -3, -3, -2, -2]"
tumor,-3.2,1.0,"[-2, -4, -3, -4, -4, -4, -2, -2, -3, -4]"
kemurkaan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
acu,-3.2,1.0,"[-4, -3, -4, -2, -2, -4, -4, -3, -3, -3]"
seberang,-2.4,1.0,"[-4, -2, -2, -4, -2, -1, 0, -3, -3, -3]"
tepi,-3.2,1.0,"[-4, -4, -3, -4, -2, -2, -3, -4, -3, -3]"
memusuhi,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
jilatan,-2.4,1.0,"[-2, -1, -2, -2, -2, -3, -4, -2, -3, -3]"
bersangkal,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ikut-ikutan,-2.4,1.0,"[-3, -3, -3, -1, -4, -4, -1, -3, -1, -1]"
penjuru,-2.4,1.0,"[-3, 0, 0, -4, -4, -2, -3, -3, -2, -3]"
gedor,-3.2,1.0,"[-4, -2, -3, -3, -4, -3, -4, -4, -3, -2]"
waham,-2.4,1.0,"[-2, -2, -2, -2, -3, -3, -2, -2, -4, -2]"
bertelinga lembut,-2.4,1.0,"[-2, -4, -2, 1, -3, -3, -2, -4, -3, -2]"
merayah,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
denai,-3.2,1.0,"[-4, -3, -2, -4, -3, -4, -3, -3, -3, -3]"
farak,-2.4,1.0,"[-3, -2, -2, -1, -3, -3, -2, -3, -1, -4]"
salah tingkah,-3.2,1.0,"[-2, -3, -3, -3, -3, -3, -3, -4, -4, -4]"
garu,-3.2,1.0,"[-4, -2, -4, -3, -4, -4, -2, -3, -3, -3]"
langsai,-2.4,1.0,"[-2, -3, -1, -3, -2, -4, -2, -4, 0, -3]"
mengganas,-3.2,1.0,"[-3, -3, -4, -3, -3, -3, -3, -4, -2, -4]"
menanggang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kurang adat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bruto,-2.4,1.0,"[-1, -3, -3, -2, -2, -2, -2, -3, -2, -4]"
celuk,-2.4,1.0,"[-3, -2, -2, -3, -4, -3, -2, -3, -1, -1]"
baskom,-3.2,1.0,"[-4, -2, -3, -2, -4, -3, -3, -3, -4, -4]"
menyurihkan percakapan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
merincis,-3.2,1.0,"[-2, -4, -4, -2, -4, -2, -4, -4, -4, -2]"
berapit,-3.2,1.0,"[-2, -4, -4, -3, -4, -4, -2, -4, -2, -3]"
tatak,-3.2,1.0,"[-2, -4, -3, -3, -3, -4, -4, -2, -3, -4]"
liang,-2.4,1.0,"[-3, -2, -4, -2, -1, -4, -1, -3, -2, -2]"
biarawati,-2.4,1.0,"[-3, -2, -1, -4, -2, -2, -3, -2, -2, -3]"
condong,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kotoran,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mairat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
apit,-2.4,1.0,"[-3, -3, -3, -4, -3, -2, -2, -3, -1, 0]"
bertimbang,-2.4,1.0,"[-2, -1, -3, -2, -3, -2, -3, -2, -3, -3]"
sarit,-3.2,1.0,"[-3, -4, -3, -4, -3, -4, -4, -1, -4, -2]"
tak bernyawa,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kotor,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menggeret,-2.4,1.0,"[-3, -1, -1, -2, -3, -3, -4, -3, -1, -3]"
menyenggau,-3.2,1.0,"[-3, -4, -2, -4, -2, -4, -4, -2, -3, -4]"
menyenggak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kacip,-2.4,1.0,"[-3, -1, -1, -3, -2, -3, -4, -3, -2, -2]"
seksualitas,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
juz,-3.2,1.0,"[-2, -4, -3, -3, -3, -4, -4, -4, -3, -2]"
sarik,-2.4,1.0,"[-3, -3, -3, -3, -2, -2, -1, -3, -1, -3]"
membayar,-2.4,1.0,"[0, -1, -3, -2, -4, -4, -4, -2, -2, -2]"
tersia-sia,-2.4,1.0,"[-1, -4, -3, -2, -3, -3, -2, -2, -1, -3]"
mengobarkan,-3.2,1.0,"[-1, -3, -4, -3, -4, -4, -4, -3, -2, -4]"
cena,-2.4,1.0,"[-3, -2, 0, -2, -3, -3, -4, -3, -3, -1]"
pendusta,-3.2,1.0,"[-4, -4, -4, 0, -4, -2, -4, -3, -3, -4]"
terberak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ketahuan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mencuca,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
antap,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menikam,-3.2,1.0,"[-3, -4, -3, -4, -3, -3, -3, -2, -3, -4]"
embek,-2.4,1.0,"[-4, -1, -1, -3, -2, -3, -3, -2, -2, -3]"
rongga,-2.4,1.0,"[-3, -1, -4, -1, -3, -2, -2, -3, -3, -2]"
landasan (pesawat udara),-3.2,1.0,"[-4, -2, -2, -3, -4, -4, -2, -4, -4, -3]"
berlarat-larat,-3.2,1.0,"[-4, -3, -2, -3, -4, -2, -4, -2, -4, -4]"
menidurkan,-3.2,1.0,"[-3, -4, -3, -4, -3, -3, -3, -3, -3, -3]"
bidai,-3.2,1.0,"[-2, -3, -2, -4, -3, -4, -4, -3, -4, -3]"
konkurensi,-3.2,1.0,"[-3, -3, -3, -4, -4, -2, -4, -3, -3, -3]"
bersanding,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mengerjakan,-3.2,1.0,"[-2, -3, -4, -4, -4, -3, -4, -3, -2, -3]"
delegasi,-3.2,1.0,"[-4, -1, -4, -2, -4, -3, -3, -3, -4, -4]"
mengisbatkan,-2.4,1.0,"[-1, -2, -4, -2, -2, -2, -2, -2, -4, -3]"
tinja,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pengar,-3.2,1.0,"[-3, -3, -4, -2, -3, -4, -3, -3, -4, -3]"
ikan kena tuba,-3.2,1.0,"[-2, -3, -4, -3, -3, -4, -4, -3, -3, -3]"
ceriwis,-3.2,1.0,"[-3, -3, -4, -4, -4, -2, -3, -2, -4, -3]"
kutut,-2.4,1.0,"[-2, -4, -3, -3, -1, -3, -2, -2, -1, -3]"
genjang,-3.2,1.0,"[-3, -2, -2, -4, -3, -4, -4, -3, -4, -3]"
asal usul,-3.2,1.0,"[-3, -2, -4, -3, -4, -3, -3, -4, -4, -2]"
filo,-2.4,1.0,"[-2, -3, -1, -2, -3, -3, -2, -3, -3, -2]"
pergesekan,-3.2,1.0,"[-4, -4, -3, -2, -3, -4, -3, -2, -3, -4]"
berbabil,-3.2,1.0,"[-2, -4, -2, -4, -3, -4, -4, -4, -2, -3]"
menghapus,-3.2,1.0,"[-4, -2, -4, -3, -3, -3, -4, -3, -4, -2]"
pemupusan,-2.4,1.0,"[-3, -2, -2, -2, -3, -2, -2, -4, -2, -2]"
jajal,-3.2,1.0,"[-4, -2, -1, -3, -4, -4, -4, -4, -2, -4]"
abolisi,-2.4,1.0,"[-3, -1, -3, -3, -3, -3, -2, -3, -1, -2]"
kawula,-2.4,1.0,"[-3, -2, 0, -2, -4, -3, -2, -4, -1, -3]"
compes,-3.2,1.0,"[-4, -1, -3, -4, -4, -4, -3, -3, -4, -2]"
kelipar,-3.2,1.0,"[-3, -4, -3, -2, -2, -4, -4, -4, -3, -3]"
jerepet,-2.4,1.0,"[-4, -1, -2, -3, -2, -3, -4, -1, -1, -3]"
menghunjam,-3.2,1.0,"[-1, -3, -4, -3, -3, -4, -4, -4, -2, -4]"
peletan,-2.4,1.0,"[-2, -2, -2, -3, -1, -2, -4, -4, -2, -2]"
aparatus,-2.4,1.0,"[-4, -2, -1, -3, -2, -1, -4, -3, -3, -1]"
gembel,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyungguhkan,-2.4,1.0,"[-3, -2, -3, -3, -3, -4, -1, -3, -2, 0]"
menagih,-2.4,1.0,"[-3, -3, -4, -2, -2, -3, 0, -3, -2, -2]"
kacangan,-3.2,1.0,"[-4, -2, -4, -4, -3, -2, -3, -3, -3, -4]"
lengah,-3.2,1.0,"[-4, -4, -2, -3, -4, -1, -3, -4, -4, -3]"
berjauh hati,-2.4,1.0,"[-4, -3, -3, -1, -4, -2, -1, -3, -2, -1]"
conteng,-2.4,1.0,"[-3, -1, -3, -1, -3, -3, -3, -4, -2, -1]"
tertumbuk akal,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
lengas,-3.2,1.0,"[-3, -4, -4, -2, -3, -2, -3, -4, -4, -3]"
terlepas,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gurauan,-3.2,1.0,"[-3, -4, -2, -4, -4, -3, -4, -3, -3, -2]"
kharab,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
keputusasaan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
palat,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
validitas,-2.4,1.0,"[-3, -3, -1, -3, -2, -3, -3, -1, -4, -1]"
penyinaran,-2.4,1.0,"[-4, -4, -2, -3, 0, -2, 0, -3, -3, -3]"
menyabak,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
feses,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gebok,-2.4,1.0,"[-3, -3, -2, -2, -4, -2, -2, -2, -2, -2]"
teles,-3.2,1.0,"[-3, -4, -1, -4, -3, -4, -3, -3, -3, -4]"
palolo,-3.2,1.0,"[-2, -1, -4, -4, -4, -4, -3, -4, -2, -4]"
liang jimak,-3.2,1.0,"[-2, -4, -3, -4, -4, -3, -2, -4, -2, -4]"
tertutup,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
menyetor,-2.4,1.0,"[-2, -3, -2, -4, -3, -2, -3, -1, -1, -3]"
bunduk,-2.4,1.0,"[-3, -2, -3, -3, -3, -3, 0, -3, -2, -2]"
kebodohan,-2.4,1.0,"[-3, -3, -3, -2, -1, -1, -4, -3, -2, -2]"
potel,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
bendu,-3.2,1.0,"[-2, -4, -3, -4, -4, -3, -3, -2, -3, -4]"
banat,-3.2,1.0,"[-3, -3, -3, -2, -3, -4, -4, -2, -4, -4]"
usrek,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
mengejikan,-2.4,1.0,"[-3, -2, -3, -3, -1, -1, -2, -4, -2, -3]"
serindai,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
memfatwakan,-2.4,1.0,"[-2, -4, -2, -3, -1, -1, -1, -3, -3, -4]"
bersebelahan,-3.2,1.0,"[-4, -4, -4, -2, -4, -3, -3, -2, -4, -2]"
terlangkaui,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
gembrot,-2.4,1.0,"[-1, -4, -3, -1, -3, -2, -4, -1, -3, -2]"
petanda,-2.4,1.0,"[-2, -2, -3, -4, 1, -2, -3, -3, -2, -4]"
sistematik,-2.4,1.0,"[-2, -3, -3, -4, -1, -2, -1, -2, -2, -4]"
cekluk,-3.2,1.0,"[-3, -3, -2, -4, -3, -2, -4, -4, -4, -3]"
tensi,-3.2,1.0,"[-4, -3, -4, -3, -3, -3, -4, -2, -4, -2]"
suni,-3.2,1.0,"[-3, -3, -4, -4, -3, -4, -2, -3, -3, -3]"
sama sekali,-2.4,1.0,"[-3, -3, -1, -3, -3, -3, -2, -3, 0, -3]"
sistematis,-2.4,1.0,"[-3, -2, -3, -4, -1, -2, -3, -2, -1, -3]"
berlepasan,-2.4,1.0,"[-3, -1, -3, -3, -3, -4, -1, -2, -2, -2]"
takaran,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
osteoporosis,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ajang,-2.4,1.0,"[0, -1, -3, -4, -3, -4, -2, -1, -2, -4]"
geret,-2.4,1.0,"[-2, -3, -2, -1, -1, -1, -3, -3, -4, -4]"
hakam,-2.4,1.0,"[-4, -1, -4, -1, -2, -2, -2, -2, -4, -2]"
terjengkang,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kerising,-3.2,1.0,"[-2, -3, -4, -3, -4, -3, -4, -2, -3, -4]"
penurunan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
kalang-kabut,-3.2,1.0,"[-4, -4, -2, -2, -4, -3, -4, -3, -4, -2]"
urita,-2.4,1.0,"[-4, -3, -3, -1, -1, -2, -2, -3, -2, -3]"
perkawinan,-2.4,1.0,"[0, -3, -3, -2, -4, -2, -2, -3, -4, -1]"
pelerai,-2.4,1.0,"[-1, -4, -2, -3, -4, -4, -2, -2, -1, -1]"
geletik,-2.4,1.0,"[-4, -2, -3, -3, 0, -4, -1, -1, -2, -4]"
congek,-2.4,1.0,"[-4, -2, -1, -2, -2, -1, -3, -2, -3, -4]"
gosok,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
pengangkutan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
ketus,-3.2,1.0,"[-2, -4, -3, -3, -3, -3, -4, -4, -3, -3]"
solek,-3.2,1.0,"[-4, -3, -3, -1, -4, -3, -4, -3, -3, -4]"
senyur,-3.2,1.0,"[-3, -4, -4, -4, -4, -2, -3, -3, -3, -2]"
berdakwa,-3.2,1.0,"[-3, -4, -4, -1, -4, -3, -4, -2, -4, -3]"
tersirep,-2.4,1.0,"[-1, -4, -2, -4, -3, -2, -3, -2, -2, -1]"
bunga hati,-2.4,1.0,"[0, -3, -2, -3, -4, -3, -3, -3, -1, -2]"
menusuk-nusuk,-3.2,1.0,"[-1, -3, -4, -4, -4, -4, -4, -4, -2, -2]"
memekik,-2.4,1.0,"[-2, -3, -2, -1, -2, -1, -2, -3, -4, -4]"
tumpasan,-4.0,1.0,"[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]"
susur tangan,-2.4,1.0,"[-3, -3, -2, -4, -2, -2, -1, -4, -2, -1]"
safinah,-2.4,1.0,"[-1, -1, -2, -3, -3, -2, -3, -3, -3, -3]"
robek,-2.4,1.0,"[-1, -3, -4, -4, -2, -1, -3, -2, -2, -2]"
aplikasi,-3.2,1.0,"[-4, -3, -2, -3, -4, -3, -4, -4, -2, -3]"
mustaka,-2.4,1.0,"[-3, -3, -2, -2, -3, -1, -4, -4, -1, -1]"
menunggu,-2.4,1.0,"[-2, -3, -1, -2, -3, -3, -3, 0, -3, -4]"
ketul,-2.4,1.0,"[-3, -1, -2, -4, -2, -1, -3, -3, -2, -3]"
tercantol,-2.4,1.0,"[-2, -3, -1, -2, -1, -4, -3, -2, -2, -4]"
menginsinuasi,-3.2,1.0,"[-3, -4, -4, -4, -3, -2, -2, -4, -4, -2]"
menerima kenyataan,-3.2,1.0,"[-4, -3, -3, -2, -3, -4, -2, -4, -3, -4]"
tempat,-2.4,1.0,"[-4, -3, -2, -2, -2, -2, -4, -2, -1, -2]"
korupsi,-3.2,1.0,"[-4, -2, -3, -3, -3, -3, -3, -4, -3, -4]"
mengolet,-2.4,1.0,"[-1, -3, -2, -3, -1, -4, -1, -4, -1, -4]"
penurut,-2.4,1.0,"[0, -4, -1, -3, -1, -4, -3, -3, -2, -3]"
jengkel,-3.2,1.0,"[-4, -3, -4, -3, -3, -2, -3, -4, -4, -2]"
