no,timestamp,teks,teks_casefold,teks_token,teks_stopword,teks_stemming,teks_final
11307,2020-11-13T12:51:26.000Z,Wahai DPR RI Yth Mohon maaf bagi BEBERAPA org NTT dong bisa makan bisa minum bisa kas sakola anak krna bajual sopi dn moke Jadi kalau belum tau betapa susah hidup di NTT betapa susah jdi rakyat NTT na jg buat RUU aneh bapa dong ee x com VICE_ID status,wahai dpr ri yth mohon maaf bagi beberapa org ntt dong bisa makan bisa minum bisa kas sakola anak krna bajual sopi dn moke jadi kalau belum tau betapa susah hidup di ntt betapa susah jdi rakyat ntt na jg buat ruu aneh bapa dong ee x com vice_id status,"['wahai', 'dpr', 'ri', 'yth', 'mohon', 'maaf', 'bagi', 'beberapa', 'org', 'ntt', 'dong', 'bisa', 'makan', 'bisa', 'minum', 'bisa', 'kas', 'sakola', 'anak', 'krna', 'bajual', 'sopi', 'dn', 'moke', 'jadi', 'kalau', 'belum', 'tau', 'betapa', 'susah', 'hidup', 'di', 'ntt', 'betapa', 'susah', 'jdi', 'rakyat', 'ntt', 'na', 'jg', 'buat', 'ruu', 'aneh', 'bapa', 'dong', 'ee', 'x', 'com', 'vice_id', 'status']","['dpr', 'ri', 'yth', 'mohon', 'maaf', 'org', 'ntt', 'makan', 'minum', 'kas', 'sakola', 'anak', 'krna', 'bajual', 'sopi', 'dn', 'moke', 'tau', 'betapa', 'susah', 'hidup', 'ntt', 'betapa', 'susah', 'jdi', 'rakyat', 'ntt', 'na', 'jg', 'ruu', 'aneh', 'bapa', 'ee', 'x', 'com', 'vice_id', 'status']","['dpr', 'ri', 'yth', 'mohon', 'maaf', 'org', 'ntt', 'makan', 'minum', 'kas', 'sakola', 'anak', 'krna', 'bajual', 'sopi', 'dn', 'moke', 'tau', 'betapa', 'susah', 'hidup', 'ntt', 'betapa', 'susah', 'jdi', 'rakyat', 'ntt', 'na', 'jg', 'ruu', 'aneh', 'bapa', 'ee', 'x', 'com', 'vice id', 'status']",dpr ri yth mohon maaf org ntt makan minum kas sakola anak krna bajual sopi dn moke tau betapa susah hidup ntt betapa susah jdi rakyat ntt na jg ruu aneh bapa ee x com vice id status
11308,2020-12-17T12:44:43.000Z,Anggota Fraksi PDI Perjuangan DPR RI Rahmad Handoyo mengapresiasi kebijakan pemerintah menggratiskan vaksin Covid untuk masyarakat Handoyo meminta pemerintah menyosialisasikan dengan baik proses vaksinasinya PDIPerjuangan,anggota fraksi pdi perjuangan dpr ri rahmad handoyo mengapresiasi kebijakan pemerintah menggratiskan vaksin covid untuk masyarakat handoyo meminta pemerintah menyosialisasikan dengan baik proses vaksinasinya pdiperjuangan,"['anggota', 'fraksi', 'pdi', 'perjuangan', 'dpr', 'ri', 'rahmad', 'handoyo', 'mengapresiasi', 'kebijakan', 'pemerintah', 'menggratiskan', 'vaksin', 'covid', 'untuk', 'masyarakat', 'handoyo', 'meminta', 'pemerintah', 'menyosialisasikan', 'dengan', 'baik', 'proses', 'vaksinasinya', 'pdiperjuangan']","['anggota', 'fraksi', 'pdi', 'perjuangan', 'dpr', 'ri', 'rahmad', 'handoyo', 'mengapresiasi', 'kebijakan', 'pemerintah', 'menggratiskan', 'vaksin', 'covid', 'masyarakat', 'handoyo', 'pemerintah', 'menyosialisasikan', 'proses', 'vaksinasinya', 'pdiperjuangan']","['anggota', 'fraksi', 'pdi', 'juang', 'dpr', 'ri', 'rahmad', 'handoyo', 'apresiasi', 'bijak', 'perintah', 'gratis', 'vaksin', 'covid', 'masyarakat', 'handoyo', 'perintah', 'sosialisasi', 'proses', 'vaksinasi', 'pdiperjuangan']",anggota fraksi pdi juang dpr ri rahmad handoyo apresiasi bijak perintah gratis vaksin covid masyarakat handoyo perintah sosialisasi proses vaksinasi pdiperjuangan
11309,2020-12-17T11:08:18.000Z,Kami Mendukung Penuh Program Kebijakan Pemerintah Now Yg Berpihak Kpd Bangsa Negara Jangan Dikit dikit Tiongkok Rusia Lanjut Bang Nanti Jgn Ngak Min Jd DPR RI YA,kami mendukung penuh program kebijakan pemerintah now yg berpihak kpd bangsa negara jangan dikit dikit tiongkok rusia lanjut bang nanti jgn ngak min jd dpr ri ya,"['kami', 'mendukung', 'penuh', 'program', 'kebijakan', 'pemerintah', 'now', 'yg', 'berpihak', 'kpd', 'bangsa', 'negara', 'jangan', 'dikit', 'dikit', 'tiongkok', 'rusia', 'lanjut', 'bang', 'nanti', 'jgn', 'ngak', 'min', 'jd', 'dpr', 'ri', 'ya']","['mendukung', 'penuh', 'program', 'kebijakan', 'pemerintah', 'now', 'berpihak', 'kpd', 'bangsa', 'negara', 'dikit', 'dikit', 'tiongkok', 'rusia', 'bang', 'jgn', 'ngak', 'min', 'jd', 'dpr', 'ri', 'ya']","['dukung', 'penuh', 'program', 'bijak', 'perintah', 'now', 'pihak', 'kpd', 'bangsa', 'negara', 'dikit', 'dikit', 'tiongkok', 'rusia', 'bang', 'jgn', 'ngak', 'min', 'jd', 'dpr', 'ri', 'ya']",dukung penuh program bijak perintah now pihak kpd bangsa negara dikit dikit tiongkok rusia bang jgn ngak min jd dpr ri ya
11310,2020-12-17T10:58:05.000Z,Sejumlah Mobil Listrik dirilis jadi kendaraan dinas beberapa kementerian hari ini Luhut Tesla berniat investasi di Indonesia Rencananya Januari perwakilan Tesla akan mengunjungi Indonesia untuk penjajakan realisasi investasi pabrik mobil listrik,sejumlah mobil listrik dirilis jadi kendaraan dinas beberapa kementerian hari ini luhut tesla berniat investasi di indonesia rencananya januari perwakilan tesla akan mengunjungi indonesia untuk penjajakan realisasi investasi pabrik mobil listrik,"['sejumlah', 'mobil', 'listrik', 'dirilis', 'jadi', 'kendaraan', 'dinas', 'beberapa', 'kementerian', 'hari', 'ini', 'luhut', 'tesla', 'berniat', 'investasi', 'di', 'indonesia', 'rencananya', 'januari', 'perwakilan', 'tesla', 'akan', 'mengunjungi', 'indonesia', 'untuk', 'penjajakan', 'realisasi', 'investasi', 'pabrik', 'mobil', 'listrik']","['mobil', 'listrik', 'dirilis', 'kendaraan', 'dinas', 'kementerian', 'luhut', 'tesla', 'berniat', 'investasi', 'indonesia', 'rencananya', 'januari', 'perwakilan', 'tesla', 'mengunjungi', 'indonesia', 'penjajakan', 'realisasi', 'investasi', 'pabrik', 'mobil', 'listrik']","['mobil', 'listrik', 'rilis', 'kendara', 'dinas', 'menteri', 'luhut', 'tesla', 'niat', 'investasi', 'indonesia', 'rencana', 'januari', 'wakil', 'tesla', 'unjung', 'indonesia', 'jaja', 'realisasi', 'investasi', 'pabrik', 'mobil', 'listrik']",mobil listrik rilis kendara dinas menteri luhut tesla niat investasi indonesia rencana januari wakil tesla unjung indonesia jaja realisasi investasi pabrik mobil listrik
11311,2020-12-17T10:23:36.000Z,Beda donk Musrenbang itu yg ngadain pemda via Bappeda Kl kegiatan reses wakil rakyat selain sosialisasi kebijakan jg serap aspirasi konstituen,beda donk musrenbang itu yg ngadain pemda via bappeda kl kegiatan reses wakil rakyat selain sosialisasi kebijakan jg serap aspirasi konstituen,"['beda', 'donk', 'musrenbang', 'itu', 'yg', 'ngadain', 'pemda', 'via', 'bappeda', 'kl', 'kegiatan', 'reses', 'wakil', 'rakyat', 'selain', 'sosialisasi', 'kebijakan', 'jg', 'serap', 'aspirasi', 'konstituen']","['beda', 'donk', 'musrenbang', 'ngadain', 'pemda', 'via', 'bappeda', 'kl', 'kegiatan', 'reses', 'wakil', 'rakyat', 'sosialisasi', 'kebijakan', 'jg', 'serap', 'aspirasi', 'konstituen']","['beda', 'donk', 'musrenbang', 'ngadain', 'pemda', 'via', 'bappeda', 'kl', 'giat', 'reses', 'wakil', 'rakyat', 'sosialisasi', 'bijak', 'jg', 'serap', 'aspirasi', 'konstituen']",beda donk musrenbang ngadain pemda via bappeda kl giat reses wakil rakyat sosialisasi bijak jg serap aspirasi konstituen
11312,2020-12-17T08:20:05.000Z,Nggak pernah diundang sm wakilmu ya ? Gampang aja tinggal dmn dapil brp wakilnya sapa nti kl pas jadwal reses minta diundang Setiap wakil rakyat kan pny tim tu hubungi tim nya,nggak pernah diundang sm wakilmu ya ? gampang aja tinggal dmn dapil brp wakilnya sapa nti kl pas jadwal reses minta diundang setiap wakil rakyat kan pny tim tu hubungi tim nya,"['nggak', 'pernah', 'diundang', 'sm', 'wakilmu', 'ya', '?', 'gampang', 'aja', 'tinggal', 'dmn', 'dapil', 'brp', 'wakilnya', 'sapa', 'nti', 'kl', 'pas', 'jadwal', 'reses', 'minta', 'diundang', 'setiap', 'wakil', 'rakyat', 'kan', 'pny', 'tim', 'tu', 'hubungi', 'tim', 'nya']","['nggak', 'diundang', 'sm', 'wakilmu', 'ya', '?', 'gampang', 'tinggal', 'dmn', 'dapil', 'brp', 'wakilnya', 'sapa', 'nti', 'kl', 'pas', 'jadwal', 'reses', 'diundang', 'wakil', 'rakyat', 'pny', 'tim', 'tu', 'hubungi', 'tim']","['nggak', 'undang', 'sm', 'wakil', 'ya', '', 'gampang', 'tinggal', 'dmn', 'dapil', 'brp', 'wakil', 'sapa', 'nti', 'kl', 'pas', 'jadwal', 'reses', 'undang', 'wakil', 'rakyat', 'pny', 'tim', 'tu', 'hubung', 'tim']",nggak undang sm wakil ya  gampang tinggal dmn dapil brp wakil sapa nti kl pas jadwal reses undang wakil rakyat pny tim tu hubung tim
11313,2020-12-17T07:16:24.000Z,Kunjungan Reses Anggota DPR RI masa sidang II yg di wakili Anggota Komisi VII DPR RI Prof Dr H Awang Faroek Ishak MM dlm Rangka Sosialisasi UU pertambangan terkait RUU Energi Baru Terbarukan EBT di Ruang Tepian II Kantor Gubernur Kaltim Kamis,kunjungan reses anggota dpr ri masa sidang ii yg di wakili anggota komisi vii dpr ri prof dr h awang faroek ishak mm dlm rangka sosialisasi uu pertambangan terkait ruu energi baru terbarukan ebt di ruang tepian ii kantor gubernur kaltim kamis,"['kunjungan', 'reses', 'anggota', 'dpr', 'ri', 'masa', 'sidang', 'ii', 'yg', 'di', 'wakili', 'anggota', 'komisi', 'vii', 'dpr', 'ri', 'prof', 'dr', 'h', 'awang', 'faroek', 'ishak', 'mm', 'dlm', 'rangka', 'sosialisasi', 'uu', 'pertambangan', 'terkait', 'ruu', 'energi', 'baru', 'terbarukan', 'ebt', 'di', 'ruang', 'tepian', 'ii', 'kantor', 'gubernur', 'kaltim', 'kamis']","['kunjungan', 'reses', 'anggota', 'dpr', 'ri', 'sidang', 'ii', 'wakili', 'anggota', 'komisi', 'vii', 'dpr', 'ri', 'prof', 'dr', 'h', 'awang', 'faroek', 'ishak', 'mm', 'dlm', 'rangka', 'sosialisasi', 'uu', 'pertambangan', 'terkait', 'ruu', 'energi', 'terbarukan', 'ebt', 'ruang', 'tepian', 'ii', 'kantor', 'gubernur', 'kaltim', 'kamis']","['kunjung', 'reses', 'anggota', 'dpr', 'ri', 'sidang', 'ii', 'wakil', 'anggota', 'komisi', 'vii', 'dpr', 'ri', 'prof', 'dr', 'h', 'awang', 'faroek', 'ishak', 'mm', 'dlm', 'rangka', 'sosialisasi', 'uu', 'tambang', 'kait', 'ruu', 'energi', 'baru', 'ebt', 'ruang', 'tepi', 'ii', 'kantor', 'gubernur', 'kaltim', 'kamis']",kunjung reses anggota dpr ri sidang ii wakil anggota komisi vii dpr ri prof dr h awang faroek ishak mm dlm rangka sosialisasi uu tambang kait ruu energi baru ebt ruang tepi ii kantor gubernur kaltim kamis
11314,2020-12-17T05:49:23.000Z,Terus bang dorong terus TGPF itu harus jadi Gunakan juga opsi hak angket yg di DPR TGPF ini aspirasi rakyat Kalo kami ini ngomong dikit dilaporin polisi Kalau abang kan punya imunitas anggota DPR,terus bang dorong terus tgpf itu harus jadi gunakan juga opsi hak angket yg di dpr tgpf ini aspirasi rakyat kalo kami ini ngomong dikit dilaporin polisi kalau abang kan punya imunitas anggota dpr,"['terus', 'bang', 'dorong', 'terus', 'tgpf', 'itu', 'harus', 'jadi', 'gunakan', 'juga', 'opsi', 'hak', 'angket', 'yg', 'di', 'dpr', 'tgpf', 'ini', 'aspirasi', 'rakyat', 'kalo', 'kami', 'ini', 'ngomong', 'dikit', 'dilaporin', 'polisi', 'kalau', 'abang', 'kan', 'punya', 'imunitas', 'anggota', 'dpr']","['bang', 'dorong', 'tgpf', 'opsi', 'hak', 'angket', 'dpr', 'tgpf', 'aspirasi', 'rakyat', 'kalo', 'ngomong', 'dikit', 'dilaporin', 'polisi', 'abang', 'imunitas', 'anggota', 'dpr']","['bang', 'dorong', 'tgpf', 'opsi', 'hak', 'angket', 'dpr', 'tgpf', 'aspirasi', 'rakyat', 'kalo', 'ngomong', 'dikit', 'dilaporin', 'polisi', 'abang', 'imunitas', 'anggota', 'dpr']",bang dorong tgpf opsi hak angket dpr tgpf aspirasi rakyat kalo ngomong dikit dilaporin polisi abang imunitas anggota dpr
11315,2020-12-17T03:58:14.000Z,Kita RESES sejedak BukanILC redpalmer sixteen alhamdulillah meineReise jalanisyykurinikmati DPR RI,kita reses sejedak bukanilc redpalmer sixteen alhamdulillah meinereise jalanisyykurinikmati dpr ri,"['kita', 'reses', 'sejedak', 'bukanilc', 'redpalmer', 'sixteen', 'alhamdulillah', 'meinereise', 'jalanisyykurinikmati', 'dpr', 'ri']","['reses', 'sejedak', 'bukanilc', 'redpalmer', 'sixteen', 'alhamdulillah', 'meinereise', 'jalanisyykurinikmati', 'dpr', 'ri']","['reses', 'sejedak', 'bukanilc', 'redpalmer', 'sixteen', 'alhamdulillah', 'meinereise', 'jalanisyykurinikmati', 'dpr', 'ri']",reses sejedak bukanilc redpalmer sixteen alhamdulillah meinereise jalanisyykurinikmati dpr ri
11316,2020-12-17T02:59:19.000Z,Seperti biasa ini dikenal sebagai anggota DPR MPR RI yg keseringan asal jeplak dalam berkomentar Asalkan yg penting Tolak! Padahal Calling Visa sudah ada sejak tahun berlandaskan alasan kemanusiaan Kebijakan Calling Visa sudah tepat!,seperti biasa ini dikenal sebagai anggota dpr mpr ri yg keseringan asal jeplak dalam berkomentar asalkan yg penting tolak! padahal calling visa sudah ada sejak tahun berlandaskan alasan kemanusiaan kebijakan calling visa sudah tepat!,"['seperti', 'biasa', 'ini', 'dikenal', 'sebagai', 'anggota', 'dpr', 'mpr', 'ri', 'yg', 'keseringan', 'asal', 'jeplak', 'dalam', 'berkomentar', 'asalkan', 'yg', 'penting', 'tolak', '!', 'padahal', 'calling', 'visa', 'sudah', 'ada', 'sejak', 'tahun', 'berlandaskan', 'alasan', 'kemanusiaan', 'kebijakan', 'calling', 'visa', 'sudah', 'tepat', '!']","['dikenal', 'anggota', 'dpr', 'mpr', 'ri', 'keseringan', 'jeplak', 'berkomentar', 'tolak', '!', 'calling', 'visa', 'berlandaskan', 'alasan', 'kemanusiaan', 'kebijakan', 'calling', 'visa', '!']","['kenal', 'anggota', 'dpr', 'mpr', 'ri', 'sering', 'jeplak', 'komentar', 'tolak', '', 'calling', 'visa', 'landas', 'alas', 'manusia', 'bijak', 'calling', 'visa', '']",kenal anggota dpr mpr ri sering jeplak komentar tolak  calling visa landas alas manusia bijak calling visa 
11317,2020-12-17T01:49:22.000Z,Halo SobATRBPN Kab Bantul Kanwil BPN DIY Kunjungan Kerja Komisi II Dewan Perwakilan Rakyat Republik Indonesia Reses Masa Persidangan II Tahun Sidang bertempat di Aula Boedi Harsono Lantai III Kantor Wilayah BPN DIY BPNBantulMenujuWBKWBBM,halo sobatrbpn kab bantul kanwil bpn diy kunjungan kerja komisi ii dewan perwakilan rakyat republik indonesia reses masa persidangan ii tahun sidang bertempat di aula boedi harsono lantai iii kantor wilayah bpn diy bpnbantulmenujuwbkwbbm,"['halo', 'sobatrbpn', 'kab', 'bantul', 'kanwil', 'bpn', 'diy', 'kunjungan', 'kerja', 'komisi', 'ii', 'dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'reses', 'masa', 'persidangan', 'ii', 'tahun', 'sidang', 'bertempat', 'di', 'aula', 'boedi', 'harsono', 'lantai', 'iii', 'kantor', 'wilayah', 'bpn', 'diy', 'bpnbantulmenujuwbkwbbm']","['halo', 'sobatrbpn', 'kab', 'bantul', 'kanwil', 'bpn', 'diy', 'kunjungan', 'kerja', 'komisi', 'ii', 'dewan', 'perwakilan', 'rakyat', 'republik', 'indonesia', 'reses', 'persidangan', 'ii', 'sidang', 'bertempat', 'aula', 'boedi', 'harsono', 'lantai', 'iii', 'kantor', 'wilayah', 'bpn', 'diy', 'bpnbantulmenujuwbkwbbm']","['halo', 'sobatrbpn', 'kab', 'bantul', 'kanwil', 'bpn', 'diy', 'kunjung', 'kerja', 'komisi', 'ii', 'dewan', 'wakil', 'rakyat', 'republik', 'indonesia', 'reses', 'sidang', 'ii', 'sidang', 'tempat', 'aula', 'boedi', 'harsono', 'lantai', 'iii', 'kantor', 'wilayah', 'bpn', 'diy', 'bpnbantulmenujuwbkwbbm']",halo sobatrbpn kab bantul kanwil bpn diy kunjung kerja komisi ii dewan wakil rakyat republik indonesia reses sidang ii sidang tempat aula boedi harsono lantai iii kantor wilayah bpn diy bpnbantulmenujuwbkwbbm
11318,2020-12-16T16:20:09.000Z,Kalo pemimpin negara tidak bisa dipercaya polisi yang harusnya melindungi dan mengayomi masyarakat malah balik menyerang dewan perwakilan rakyat yang harusnya mewakili aspirasi rakyat malah tuli Lantas pada siapa kita harus percaya di negri ini?,kalo pemimpin negara tidak bisa dipercaya polisi yang harusnya melindungi dan mengayomi masyarakat malah balik menyerang dewan perwakilan rakyat yang harusnya mewakili aspirasi rakyat malah tuli lantas pada siapa kita harus percaya di negri ini?,"['kalo', 'pemimpin', 'negara', 'tidak', 'bisa', 'dipercaya', 'polisi', 'yang', 'harusnya', 'melindungi', 'dan', 'mengayomi', 'masyarakat', 'malah', 'balik', 'menyerang', 'dewan', 'perwakilan', 'rakyat', 'yang', 'harusnya', 'mewakili', 'aspirasi', 'rakyat', 'malah', 'tuli', 'lantas', 'pada', 'siapa', 'kita', 'harus', 'percaya', 'di', 'negri', 'ini', '?']","['kalo', 'pemimpin', 'negara', 'dipercaya', 'polisi', 'melindungi', 'mengayomi', 'masyarakat', 'menyerang', 'dewan', 'perwakilan', 'rakyat', 'mewakili', 'aspirasi', 'rakyat', 'tuli', 'lantas', 'percaya', 'negri', '?']","['kalo', 'pimpin', 'negara', 'percaya', 'polisi', 'lindung', 'ayom', 'masyarakat', 'serang', 'dewan', 'wakil', 'rakyat', 'wakil', 'aspirasi', 'rakyat', 'tuli', 'lantas', 'percaya', 'negri', '']",kalo pimpin negara percaya polisi lindung ayom masyarakat serang dewan wakil rakyat wakil aspirasi rakyat tuli lantas percaya negri 
11319,2020-12-16T14:49:30.000Z,Empat pilar kebangsaan itu Pancasila UUD NKRI Bhinneka Tunggal Ika Sejak Taufik Kiemas menjabat Ketua MPR pilar kebangsaan ini mjd slh satu materi sosialisasi yg hrs disampaikan oleh anggota DPR MPR RI kpd konstituen saat mlkk kegiatan reses,empat pilar kebangsaan itu pancasila uud nkri bhinneka tunggal ika sejak taufik kiemas menjabat ketua mpr pilar kebangsaan ini mjd slh satu materi sosialisasi yg hrs disampaikan oleh anggota dpr mpr ri kpd konstituen saat mlkk kegiatan reses,"['empat', 'pilar', 'kebangsaan', 'itu', 'pancasila', 'uud', 'nkri', 'bhinneka', 'tunggal', 'ika', 'sejak', 'taufik', 'kiemas', 'menjabat', 'ketua', 'mpr', 'pilar', 'kebangsaan', 'ini', 'mjd', 'slh', 'satu', 'materi', 'sosialisasi', 'yg', 'hrs', 'disampaikan', 'oleh', 'anggota', 'dpr', 'mpr', 'ri', 'kpd', 'konstituen', 'saat', 'mlkk', 'kegiatan', 'reses']","['pilar', 'kebangsaan', 'pancasila', 'uud', 'nkri', 'bhinneka', 'tunggal', 'ika', 'taufik', 'kiemas', 'menjabat', 'ketua', 'mpr', 'pilar', 'kebangsaan', 'mjd', 'slh', 'materi', 'sosialisasi', 'hrs', 'anggota', 'dpr', 'mpr', 'ri', 'kpd', 'konstituen', 'mlkk', 'kegiatan', 'reses']","['pilar', 'bangsa', 'pancasila', 'uud', 'nkri', 'bhinneka', 'tunggal', 'ika', 'taufik', 'kiemas', 'jabat', 'ketua', 'mpr', 'pilar', 'bangsa', 'mjd', 'slh', 'materi', 'sosialisasi', 'hrs', 'anggota', 'dpr', 'mpr', 'ri', 'kpd', 'konstituen', 'mlkk', 'giat', 'reses']",pilar bangsa pancasila uud nkri bhinneka tunggal ika taufik kiemas jabat ketua mpr pilar bangsa mjd slh materi sosialisasi hrs anggota dpr mpr ri kpd konstituen mlkk giat reses
11320,2020-12-16T13:00:44.000Z,PM rakam penghargaan kepada semua wakil rakyat atas sokongan sehingga RUU Perbekalan dilulus di Dewan Rakyat semalam,pm rakam penghargaan kepada semua wakil rakyat atas sokongan sehingga ruu perbekalan dilulus di dewan rakyat semalam,"['pm', 'rakam', 'penghargaan', 'kepada', 'semua', 'wakil', 'rakyat', 'atas', 'sokongan', 'sehingga', 'ruu', 'perbekalan', 'dilulus', 'di', 'dewan', 'rakyat', 'semalam']","['pm', 'rakam', 'penghargaan', 'wakil', 'rakyat', 'sokongan', 'ruu', 'perbekalan', 'dilulus', 'dewan', 'rakyat', 'semalam']","['pm', 'rakam', 'harga', 'wakil', 'rakyat', 'sokong', 'ruu', 'bekal', 'lulus', 'dewan', 'rakyat', 'malam']",pm rakam harga wakil rakyat sokong ruu bekal lulus dewan rakyat malam
11321,2020-12-16T12:49:23.000Z,Betul perjuangannya panjang special credit to utk jd anggota DPR pertama yg akomodir masuk kompensasi korban terorisme tanpa putusan pengadilan di RUU Terorisme Tpi teman perjuangannya hebat menghantarkan sampai gol keren!,betul perjuangannya panjang special credit to utk jd anggota dpr pertama yg akomodir masuk kompensasi korban terorisme tanpa putusan pengadilan di ruu terorisme tpi teman perjuangannya hebat menghantarkan sampai gol keren!,"['betul', 'perjuangannya', 'panjang', 'special', 'credit', 'to', 'utk', 'jd', 'anggota', 'dpr', 'pertama', 'yg', 'akomodir', 'masuk', 'kompensasi', 'korban', 'terorisme', 'tanpa', 'putusan', 'pengadilan', 'di', 'ruu', 'terorisme', 'tpi', 'teman', 'perjuangannya', 'hebat', 'menghantarkan', 'sampai', 'gol', 'keren', '!']","['perjuangannya', 'special', 'credit', 'to', 'jd', 'anggota', 'dpr', 'akomodir', 'masuk', 'kompensasi', 'korban', 'terorisme', 'putusan', 'pengadilan', 'ruu', 'terorisme', 'tpi', 'teman', 'perjuangannya', 'hebat', 'menghantarkan', 'gol', 'keren', '!']","['juang', 'special', 'credit', 'to', 'jd', 'anggota', 'dpr', 'akomodir', 'masuk', 'kompensasi', 'korban', 'terorisme', 'putus', 'adil', 'ruu', 'terorisme', 'tpi', 'teman', 'juang', 'hebat', 'hantar', 'gol', 'keren', '']",juang special credit to jd anggota dpr akomodir masuk kompensasi korban terorisme putus adil ruu terorisme tpi teman juang hebat hantar gol keren 
11322,2020-12-16T12:16:03.000Z,Halo Sahabat PUD!! Kemarin BRPPUPP meneria Kunjungan Kerja Reses Komisi IV DPR RI Masa Persidangan II Tahun Sidang Kegiatan diawalin dengan Penebaliaran benih ikan tembakang Baca berita selengkapnya pada,halo sahabat pud!! kemarin brppupp meneria kunjungan kerja reses komisi iv dpr ri masa persidangan ii tahun sidang kegiatan diawalin dengan penebaliaran benih ikan tembakang baca berita selengkapnya pada,"['halo', 'sahabat', 'pud', '!', '!', 'kemarin', 'brppupp', 'meneria', 'kunjungan', 'kerja', 'reses', 'komisi', 'iv', 'dpr', 'ri', 'masa', 'persidangan', 'ii', 'tahun', 'sidang', 'kegiatan', 'diawalin', 'dengan', 'penebaliaran', 'benih', 'ikan', 'tembakang', 'baca', 'berita', 'selengkapnya', 'pada']","['halo', 'sahabat', 'pud', '!', '!', 'kemarin', 'brppupp', 'meneria', 'kunjungan', 'kerja', 'reses', 'komisi', 'iv', 'dpr', 'ri', 'persidangan', 'ii', 'sidang', 'kegiatan', 'diawalin', 'penebaliaran', 'benih', 'ikan', 'tembakang', 'baca', 'berita', 'selengkapnya']","['halo', 'sahabat', 'pud', '', '', 'kemarin', 'brppupp', 'ria', 'kunjung', 'kerja', 'reses', 'komisi', 'iv', 'dpr', 'ri', 'sidang', 'ii', 'sidang', 'giat', 'diawalin', 'penebaliaran', 'benih', 'ikan', 'tembakang', 'baca', 'berita', 'lengkap']",halo sahabat pud   kemarin brppupp ria kunjung kerja reses komisi iv dpr ri sidang ii sidang giat diawalin penebaliaran benih ikan tembakang baca berita lengkap
11323,2020-12-16T12:04:35.000Z,anggota DPR memang dan wajib konsisten tp dalam membela kepentingan rakyat kalaupun awalnya fraksi PSI setuju kemudian menolak setelah adanya penolakan dari warga maka itu dianggap mendengar aspirasi rakyat bukan dicap tidak konsisten,anggota dpr memang dan wajib konsisten tp dalam membela kepentingan rakyat kalaupun awalnya fraksi psi setuju kemudian menolak setelah adanya penolakan dari warga maka itu dianggap mendengar aspirasi rakyat bukan dicap tidak konsisten,"['anggota', 'dpr', 'memang', 'dan', 'wajib', 'konsisten', 'tp', 'dalam', 'membela', 'kepentingan', 'rakyat', 'kalaupun', 'awalnya', 'fraksi', 'psi', 'setuju', 'kemudian', 'menolak', 'setelah', 'adanya', 'penolakan', 'dari', 'warga', 'maka', 'itu', 'dianggap', 'mendengar', 'aspirasi', 'rakyat', 'bukan', 'dicap', 'tidak', 'konsisten']","['anggota', 'dpr', 'wajib', 'konsisten', 'tp', 'membela', 'kepentingan', 'rakyat', 'fraksi', 'psi', 'setuju', 'menolak', 'penolakan', 'warga', 'dianggap', 'mendengar', 'aspirasi', 'rakyat', 'dicap', 'konsisten']","['anggota', 'dpr', 'wajib', 'konsisten', 'tp', 'bela', 'penting', 'rakyat', 'fraksi', 'psi', 'tuju', 'tolak', 'tolak', 'warga', 'anggap', 'dengar', 'aspirasi', 'rakyat', 'cap', 'konsisten']",anggota dpr wajib konsisten tp bela penting rakyat fraksi psi tuju tolak tolak warga anggap dengar aspirasi rakyat cap konsisten
11324,2020-12-16T08:33:13.000Z,PSI bersama rakyat mana? Yg ada wakil wakil rakyat pada walkout Cari panggung tuch Bukti fakta kerakyat dan kemasayarakatnya apa? Yg ada baru baru ini menolak ruu penodaan agama,psi bersama rakyat mana? yg ada wakil wakil rakyat pada walkout cari panggung tuch bukti fakta kerakyat dan kemasayarakatnya apa? yg ada baru baru ini menolak ruu penodaan agama,"['psi', 'bersama', 'rakyat', 'mana', '?', 'yg', 'ada', 'wakil', 'wakil', 'rakyat', 'pada', 'walkout', 'cari', 'panggung', 'tuch', 'bukti', 'fakta', 'kerakyat', 'dan', 'kemasayarakatnya', 'apa', '?', 'yg', 'ada', 'baru', 'baru', 'ini', 'menolak', 'ruu', 'penodaan', 'agama']","['psi', 'rakyat', '?', 'wakil', 'wakil', 'rakyat', 'walkout', 'cari', 'panggung', 'tuch', 'bukti', 'fakta', 'kerakyat', 'kemasayarakatnya', '?', 'menolak', 'ruu', 'penodaan', 'agama']","['psi', 'rakyat', '', 'wakil', 'wakil', 'rakyat', 'walkout', 'cari', 'panggung', 'tuch', 'bukti', 'fakta', 'rakyat', 'kemasayarakatnya', '', 'tolak', 'ruu', 'noda', 'agama']",psi rakyat  wakil wakil rakyat walkout cari panggung tuch bukti fakta rakyat kemasayarakatnya  tolak ruu noda agama
