no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,tokens,matched_words,unmatched_words,filtered_tokens,filtered_word_scores
11265,2020-12-21T05:21:56.000Z,Baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan Program Legislasi Nasional Prolegnas Prioritas Komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruuPKS FRAKSINASDEM,baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan program legislasi nasional prolegnas prioritas komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruupks FRAKSINASDEM,0.8,0.2,0.447213595499958,positive,"['baleg', 'DPR', 'tidak', 'menemukan', 'halangan', 'saat', 'mengusulkan', 'RUU', 'PKS', 'masuk', 'dalam', 'pembahasan', 'program', 'legislasi', 'nasional', 'prolegnas', 'prioritas', 'komitmen', 'itu', 'diharapkan', 'tidak', 'berubah', 'hingga', 'pengesahan', 'di', 'rapat', 'paripurna', 'DPR', 'ruupks', 'FRAKSINASDEM']","['baleg', 'DPR', 'menemukan', 'halangan', 'mengusulkan', 'RUU', 'PKS', 'masuk', 'dalam', 'pembahasan', 'program', 'legislasi', 'nasional', 'prolegnas', 'prioritas', 'komitmen', 'diharapkan', 'berubah', 'pengesahan', 'rapat', 'paripurna', 'DPR', 'ruupks', 'FRAKSINASDEM']","['saat', 'hingga', 'di']","['baleg', 'tidak', 'menemukan', 'halangan', 'saat', 'mengusulkan', 'PKS', 'masuk', 'dalam', 'pembahasan', 'legislasi', 'nasional', 'prolegnas', 'prioritas', 'komitmen', 'diharapkan', 'tidak', 'berubah', 'pengesahan', 'paripurna', 'ruupks', 'FRAKSINASDEM']","[{'word': 'baleg', 'score': 0.0, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'menemukan', 'score': 1.6, 'matched': True}, {'word': 'halangan', 'score': -0.4, 'matched': True}, {'word': 'saat', 'score': 0.0, 'matched': False}, {'word': 'mengusulkan', 'score': 0.0, 'matched': True}, {'word': 'PKS', 'score': 0.0, 'matched': True}, {'word': 'masuk', 'score': 0.0, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pembahasan', 'score': 0.0, 'matched': True}, {'word': 'legislasi', 'score': 0.0, 'matched': True}, {'word': 'nasional', 'score': 0.0, 'matched': True}, {'word': 'prolegnas', 'score': 0.0, 'matched': True}, {'word': 'prioritas', 'score': 0.0, 'matched': True}, {'word': 'komitmen', 'score': 0.6400000000000001, 'matched': True}, {'word': 'diharapkan', 'score': 0.4, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'berubah', 'score': 0.0, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'paripurna', 'score': 0.0, 'matched': True}, {'word': 'ruupks', 'score': 0.0, 'matched': True}, {'word': 'FRAKSINASDEM', 'score': 0.0, 'matched': True}]"
11326,2020-12-16T06:24:29.000Z,Anggota Komisi X DPR RI Yoyok Sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga Menurut Yoyok Sukawi yang termasuk anggota Panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dgn memberi porsi anggaran yang lebih ideal,anggota komisi kali DPR RI yoyok sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga menurut yoyok sukawi yang termasuk anggota panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dengan memberi porsi anggaran yang lebih ideal,1.0,0.25,0.0,positive,"['anggota', 'komisi', 'kali', 'DPR', 'RI', 'yoyok', 'sukawi', 'mendesak', 'adanya', 'angka', 'pasti', 'di', 'dalam', 'APBN', 'untuk', 'dunia', 'olahraga', 'menurut', 'yoyok', 'sukawi', 'yang', 'termasuk', 'anggota', 'panja', 'RUU', 'SKN', 'sudah', 'saatnya', 'dunia', 'olahraga', 'lebih', 'diperhatikan', 'dengan', 'memberi', 'porsi', 'anggaran', 'yang', 'lebih', 'ideal']","['anggota', 'komisi', 'DPR', 'RI', 'mendesak', 'pasti', 'dalam', 'APBN', 'dunia', 'menurut', 'termasuk', 'anggota', 'panja', 'RUU', 'dunia', 'lebih', 'memberi', 'porsi', 'anggaran', 'lebih', 'ideal']","['kali', 'yoyok', 'sukawi', 'adanya', 'angka', 'di', 'untuk', 'olahraga', 'yoyok', 'sukawi', 'SKN', 'saatnya', 'olahraga', 'diperhatikan', 'dengan']","['kali', 'yoyok', 'sukawi', 'mendesak', 'adanya', 'angka', 'pasti', 'dalam', 'APBN', 'dunia', 'olahraga', 'menurut', 'yoyok', 'sukawi', 'termasuk', 'panja', 'SKN', 'sudah', 'saatnya', 'dunia', 'olahraga', 'lebih', 'diperhatikan', 'memberi', 'porsi', 'lebih', 'ideal']","[{'word': 'kali', 'score': 0.0, 'matched': False}, {'word': 'yoyok', 'score': 0.0, 'matched': False}, {'word': 'sukawi', 'score': 0.0, 'matched': False}, {'word': 'mendesak', 'score': -3.2, 'matched': True}, {'word': 'adanya', 'score': 0.0, 'matched': False}, {'word': 'angka', 'score': 0.0, 'matched': False}, {'word': 'pasti', 'score': 2.4000000000000004, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'APBN', 'score': 0.0, 'matched': True}, {'word': 'dunia', 'score': 0.8, 'matched': True}, {'word': 'olahraga', 'score': 0.0, 'matched': False}, {'word': 'menurut', 'score': 3.2, 'matched': True}, {'word': 'yoyok', 'score': 0.0, 'matched': False}, {'word': 'sukawi', 'score': 0.0, 'matched': False}, {'word': 'termasuk', 'score': -2.4000000000000004, 'matched': True}, {'word': 'panja', 'score': 0.0, 'matched': True}, {'word': 'SKN', 'score': 0.0, 'matched': False}, {'word': 'sudah', 'score': 0.0, 'matched': True}, {'word': 'saatnya', 'score': 0.0, 'matched': False}, {'word': 'dunia', 'score': 0.8, 'matched': True}, {'word': 'olahraga', 'score': 0.0, 'matched': False}, {'word': 'lebih', 'score': 0.8, 'matched': True}, {'word': 'diperhatikan', 'score': 0.0, 'matched': False}, {'word': 'memberi', 'score': 1.6, 'matched': True}, {'word': 'porsi', 'score': 3.2, 'matched': True}, {'word': 'lebih', 'score': 0.8, 'matched': True}, {'word': 'ideal', 'score': 2.4000000000000004, 'matched': True}]"
11336,2020-12-15T11:35:37.000Z,Upaya Pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU Cipta Kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan Sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,upaya pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU cipta kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,0.8,0.2,0.447213595499958,positive,"['upaya', 'pemerintah', 'dan', 'DPR', 'RI', 'memulihkan', 'perekonomian', 'nasional', 'melalui', 'pengesahan', 'UU', 'cipta', 'kerja', 'mendapat', 'sorotan', 'dari', 'kalangan', 'buruh', 'mahasiswa', 'dan', 'kelompok', 'kepentingan', 'sejumlah', 'pasal', 'dapat', 'meningkatkan', 'kesejahteraan', 'buruh', 'dan', 'masyarakat', 'secara', 'umum']","['upaya', 'pemerintah', 'DPR', 'RI', 'memulihkan', 'perekonomian', 'nasional', 'melalui', 'pengesahan', 'UU', 'cipta', 'kerja', 'mendapat', 'sorotan', 'buruh', 'mahasiswa', 'kelompok', 'kepentingan', 'sejumlah', 'pasal', 'dapat', 'meningkatkan', 'kesejahteraan', 'buruh', 'masyarakat', 'umum']","['dan', 'kalangan', 'dan', 'dan', 'secara']","['upaya', 'memulihkan', 'perekonomian', 'nasional', 'melalui', 'pengesahan', 'UU', 'cipta', 'kerja', 'mendapat', 'sorotan', 'kalangan', 'buruh', 'mahasiswa', 'kelompok', 'kepentingan', 'sejumlah', 'dapat', 'meningkatkan', 'kesejahteraan', 'buruh', 'masyarakat', 'umum']","[{'word': 'upaya', 'score': 0.8, 'matched': True}, {'word': 'memulihkan', 'score': 1.2000000000000002, 'matched': True}, {'word': 'perekonomian', 'score': 0.0, 'matched': True}, {'word': 'nasional', 'score': 0.0, 'matched': True}, {'word': 'melalui', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pengesahan', 'score': 0.0, 'matched': True}, {'word': 'UU', 'score': 0.0, 'matched': True}, {'word': 'cipta', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'mendapat', 'score': 2.4000000000000004, 'matched': True}, {'word': 'sorotan', 'score': -0.24, 'matched': True}, {'word': 'kalangan', 'score': 0.0, 'matched': False}, {'word': 'buruh', 'score': 0.0, 'matched': True}, {'word': 'mahasiswa', 'score': 0.0, 'matched': True}, {'word': 'kelompok', 'score': -4.0, 'matched': True}, {'word': 'kepentingan', 'score': 0.0, 'matched': True}, {'word': 'sejumlah', 'score': 0.0, 'matched': True}, {'word': 'dapat', 'score': 1.6, 'matched': True}, {'word': 'meningkatkan', 'score': 0.4, 'matched': True}, {'word': 'kesejahteraan', 'score': 0.0, 'matched': True}, {'word': 'buruh', 'score': 0.0, 'matched': True}, {'word': 'masyarakat', 'score': 0.0, 'matched': True}, {'word': 'umum', 'score': 0.8, 'matched': True}]"
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya pekerjaan wakil rakyat pas pemilihan meminta suara rakyat pas kepilih langsung tuli tidak mendengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga memilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,-3.2,-0.8,0.8366600265340756,negative,"['begini', 'ya', 'pekerjaan', 'wakil', 'rakyat', 'pas', 'pemilihan', 'meminta', 'suara', 'rakyat', 'pas', 'kepilih', 'langsung', 'tuli', 'tidak', 'mendengar', 'aspirasi', 'rakyat', 'nah', 'sekarang', 'deh', 'pada', 'pintar', 'rakyat', 'tidak', 'penting', 'juga', 'memilih', 'karena', 'bakal', 'begitu', 'saja', 'pesta', 'politik', 'jalan', 'terus', 'di', 'tengah', 'wabah']","['begini', 'pekerjaan', 'wakil', 'rakyat', 'pas', 'pemilihan', 'meminta', 'suara', 'rakyat', 'pas', 'langsung', 'tuli', 'aspirasi', 'rakyat', 'rakyat', 'penting', 'saja', 'pesta', 'politik', 'tengah', 'wabah']","['kepilih', 'mendengar', 'nah', 'sekarang', 'deh', 'pintar', 'juga', 'memilih', 'bakal', 'begitu', 'jalan', 'terus', 'di']","['begini', 'pekerjaan', 'rakyat', 'pas', 'pemilihan', 'meminta', 'suara', 'rakyat', 'pas', 'kepilih', 'langsung', 'tuli', 'tidak', 'mendengar', 'aspirasi', 'rakyat', 'nah', 'sekarang', 'deh', 'pintar', 'rakyat', 'tidak', 'penting', 'juga', 'memilih', 'bakal', 'begitu', 'saja', 'pesta', 'politik', 'jalan', 'terus', 'tengah', 'wabah']","[{'word': 'begini', 'score': -0.8, 'matched': True}, {'word': 'pekerjaan', 'score': 2.4000000000000004, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'pas', 'score': 2.4000000000000004, 'matched': True}, {'word': 'pemilihan', 'score': 0.0, 'matched': True}, {'word': 'meminta', 'score': 0.8, 'matched': True}, {'word': 'suara', 'score': 1.6, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'pas', 'score': 2.4000000000000004, 'matched': True}, {'word': 'kepilih', 'score': 0.0, 'matched': False}, {'word': 'langsung', 'score': 2.4000000000000004, 'matched': True}, {'word': 'tuli', 'score': -2.4000000000000004, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'mendengar', 'score': 0.0, 'matched': False}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'nah', 'score': 0.0, 'matched': False}, {'word': 'sekarang', 'score': 0.0, 'matched': False}, {'word': 'deh', 'score': 0.0, 'matched': False}, {'word': 'pintar', 'score': 0.0, 'matched': False}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'tidak', 'score': -4.0, 'matched': True}, {'word': 'penting', 'score': 2.4000000000000004, 'matched': True}, {'word': 'juga', 'score': 0.0, 'matched': False}, {'word': 'memilih', 'score': 0.0, 'matched': False}, {'word': 'bakal', 'score': 0.0, 'matched': False}, {'word': 'begitu', 'score': 0.0, 'matched': False}, {'word': 'saja', 'score': -2.4000000000000004, 'matched': True}, {'word': 'pesta', 'score': 3.2, 'matched': True}, {'word': 'politik', 'score': -0.8, 'matched': True}, {'word': 'jalan', 'score': 0.0, 'matched': False}, {'word': 'terus', 'score': 0.0, 'matched': False}, {'word': 'tengah', 'score': 1.6, 'matched': True}, {'word': 'wabah', 'score': -4.0, 'matched': True}]"
11440,2020-12-07T16:14:23.000Z,RUU Jalan Disetujui jadi Usul Inisiatif DPR RI,RUU jalan disetujui jadi usul inisiatif DPR RI,0.8,0.2,0.447213595499958,positive,"['RUU', 'jalan', 'disetujui', 'jadi', 'usul', 'inisiatif', 'DPR', 'RI']","['RUU', 'disetujui', 'jadi', 'usul', 'inisiatif', 'DPR', 'RI']",['jalan'],"['jalan', 'disetujui', 'jadi', 'usul', 'inisiatif']","[{'word': 'jalan', 'score': 0.0, 'matched': False}, {'word': 'disetujui', 'score': 0.0, 'matched': True}, {'word': 'jadi', 'score': 0.8, 'matched': True}, {'word': 'usul', 'score': 0.0, 'matched': True}, {'word': 'inisiatif', 'score': 0.0, 'matched': True}]"
11459,2020-12-07T01:20:54.000Z,Terima kasih sdh mau menjelaskan pd pak BTP dan pd publik Jangan kecewakan dan khianati masyarakat ya mba jadilah wakil rakyat yg benar menyuarakan aspirasi rakyat dan selalu menggunakan hati nurani hikmat marifat Tuhan dan akal waras dlm bekerja,terima kasih sudah mau menjelaskan pada pak BTP dan pada publik jangan kecewakan dan khianati masyarakat ya mbak jadilah wakil rakyat yang benar menyuarakan aspirasi rakyat dan selalu menggunakan hati nurani hikmat marifat tuhan dan akal waras dalam bekerja,1.0,0.25,0.0,positive,"['terima', 'kasih', 'sudah', 'mau', 'menjelaskan', 'pada', 'pak', 'BTP', 'dan', 'pada', 'publik', 'jangan', 'kecewakan', 'dan', 'khianati', 'masyarakat', 'ya', 'mbak', 'jadilah', 'wakil', 'rakyat', 'yang', 'benar', 'menyuarakan', 'aspirasi', 'rakyat', 'dan', 'selalu', 'menggunakan', 'hati', 'nurani', 'hikmat', 'marifat', 'tuhan', 'dan', 'akal', 'waras', 'dalam', 'bekerja']","['terima', 'kasih', 'mau', 'menjelaskan', 'pak', 'publik', 'kecewakan', 'khianati', 'masyarakat', 'wakil', 'rakyat', 'benar', 'menyuarakan', 'aspirasi', 'rakyat', 'menggunakan', 'hati', 'nurani', 'hikmat', 'tuhan', 'waras', 'dalam']","['BTP', 'dan', 'dan', 'mbak', 'jadilah', 'dan', 'selalu', 'marifat', 'dan', 'akal', 'bekerja']","['terima', 'kasih', 'sudah', 'mau', 'menjelaskan', 'pak', 'BTP', 'publik', 'jangan', 'kecewakan', 'khianati', 'masyarakat', 'mbak', 'jadilah', 'rakyat', 'benar', 'menyuarakan', 'aspirasi', 'rakyat', 'selalu', 'menggunakan', 'hati', 'nurani', 'hikmat', 'marifat', 'tuhan', 'akal', 'waras', 'dalam', 'bekerja']","[{'word': 'terima', 'score': 1.6, 'matched': True}, {'word': 'kasih', 'score': 1.6, 'matched': True}, {'word': 'sudah', 'score': 0.0, 'matched': True}, {'word': 'mau', 'score': 0.0, 'matched': True}, {'word': 'menjelaskan', 'score': 0.0, 'matched': True}, {'word': 'pak', 'score': 0.0, 'matched': True}, {'word': 'BTP', 'score': 0.0, 'matched': False}, {'word': 'publik', 'score': 0.0, 'matched': True}, {'word': 'jangan', 'score': -2.4000000000000004, 'matched': True}, {'word': 'kecewakan', 'score': -0.4, 'matched': True}, {'word': 'khianati', 'score': -1.2000000000000002, 'matched': True}, {'word': 'masyarakat', 'score': 0.0, 'matched': True}, {'word': 'mbak', 'score': 0.0, 'matched': False}, {'word': 'jadilah', 'score': 0.0, 'matched': False}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'benar', 'score': 1.6, 'matched': True}, {'word': 'menyuarakan', 'score': 0.0, 'matched': True}, {'word': 'aspirasi', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'selalu', 'score': 0.0, 'matched': False}, {'word': 'menggunakan', 'score': 0.0, 'matched': True}, {'word': 'hati', 'score': 0.0, 'matched': True}, {'word': 'nurani', 'score': 0.6400000000000001, 'matched': True}, {'word': 'hikmat', 'score': 2.4000000000000004, 'matched': True}, {'word': 'marifat', 'score': 0.0, 'matched': False}, {'word': 'tuhan', 'score': 2.4000000000000004, 'matched': True}, {'word': 'akal', 'score': 0.0, 'matched': False}, {'word': 'waras', 'score': 1.6, 'matched': True}, {'word': 'dalam', 'score': 2.4000000000000004, 'matched': True}, {'word': 'bekerja', 'score': 0.0, 'matched': False}]"
11510,2020-12-02T10:09:35.000Z,Anggota Batalyon C Pelopor Satuan Brimob Polda Metro Jaya Melaksanakan Kegiatan Pengamanan Unjuk Rasa Dari PPMI Persaudaraan Pekerja Muslim Indonesia Jumlah orang Tuntutan Batalkan RUU Omnibuslaw Di Gedung MPR DPR RI Jakarta Pusat,anggota batalyon sih pelopor satuan brimob polda metro jaya melaksanakan kegiatan pengamanan unjuk rasa dari PPMI persaudaraan pekerja muslim indonesia jumlah orang tuntutan batalkan RUU omnibuslaw di gedung MPR DPR RI jakarta pusat,-0.8,-0.2,0.447213595499958,negative,"['anggota', 'batalyon', 'sih', 'pelopor', 'satuan', 'brimob', 'polda', 'metro', 'jaya', 'melaksanakan', 'kegiatan', 'pengamanan', 'unjuk', 'rasa', 'dari', 'PPMI', 'persaudaraan', 'pekerja', 'muslim', 'indonesia', 'jumlah', 'orang', 'tuntutan', 'batalkan', 'RUU', 'omnibuslaw', 'di', 'gedung', 'MPR', 'DPR', 'RI', 'jakarta', 'pusat']","['anggota', 'jaya', 'melaksanakan', 'kegiatan', 'unjuk', 'rasa', 'persaudaraan', 'pekerja', 'muslim', 'indonesia', 'orang', 'tuntutan', 'batalkan', 'RUU', 'omnibuslaw', 'gedung', 'MPR', 'DPR', 'RI', 'jakarta', 'pusat']","['batalyon', 'sih', 'pelopor', 'satuan', 'brimob', 'polda', 'metro', 'pengamanan', 'PPMI', 'jumlah', 'di']","['batalyon', 'pelopor', 'satuan', 'brimob', 'polda', 'metro', 'jaya', 'melaksanakan', 'kegiatan', 'pengamanan', 'unjuk', 'rasa', 'PPMI', 'persaudaraan', 'pekerja', 'muslim', 'jumlah', 'orang', 'tuntutan', 'batalkan', 'omnibuslaw', 'gedung', 'MPR', 'jakarta', 'pusat']","[{'word': 'batalyon', 'score': 0.0, 'matched': False}, {'word': 'pelopor', 'score': 0.0, 'matched': False}, {'word': 'satuan', 'score': 0.0, 'matched': False}, {'word': 'brimob', 'score': 0.0, 'matched': False}, {'word': 'polda', 'score': 0.0, 'matched': False}, {'word': 'metro', 'score': 0.0, 'matched': False}, {'word': 'jaya', 'score': 3.2, 'matched': True}, {'word': 'melaksanakan', 'score': 0.0, 'matched': True}, {'word': 'kegiatan', 'score': 0.0, 'matched': True}, {'word': 'pengamanan', 'score': 0.0, 'matched': False}, {'word': 'unjuk', 'score': -2.4000000000000004, 'matched': True}, {'word': 'rasa', 'score': -1.6, 'matched': True}, {'word': 'PPMI', 'score': 0.0, 'matched': False}, {'word': 'persaudaraan', 'score': 0.0, 'matched': True}, {'word': 'pekerja', 'score': 2.4000000000000004, 'matched': True}, {'word': 'muslim', 'score': 2.4000000000000004, 'matched': True}, {'word': 'jumlah', 'score': 0.0, 'matched': False}, {'word': 'orang', 'score': 0.0, 'matched': True}, {'word': 'tuntutan', 'score': -0.24, 'matched': True}, {'word': 'batalkan', 'score': 0.0, 'matched': True}, {'word': 'omnibuslaw', 'score': 0.0, 'matched': True}, {'word': 'gedung', 'score': 0.0, 'matched': True}, {'word': 'MPR', 'score': 0.0, 'matched': True}, {'word': 'jakarta', 'score': 0.0, 'matched': True}, {'word': 'pusat', 'score': 0.0, 'matched': True}]"
11526,2020-12-01T05:22:35.000Z,surat presiden naskah RUU Cipta Kerja serta naskah akademik yg menyertainya kepada Ketua dan Wakil Ketua tanggal Februari KumhamPasti OmnibusLawTaatProsedural Kumham,surat presiden naskah RUU cipta kerja serta naskah akademik yang menyertainya kepada ketua dan wakil ketua tanggal februari kumhampasti omnibuslawtaatprosedural kumham,0.0,0.0,0.0,neutral,"['surat', 'presiden', 'naskah', 'RUU', 'cipta', 'kerja', 'serta', 'naskah', 'akademik', 'yang', 'menyertainya', 'kepada', 'ketua', 'dan', 'wakil', 'ketua', 'tanggal', 'februari', 'kumhampasti', 'omnibuslawtaatprosedural', 'kumham']","['surat', 'presiden', 'naskah', 'RUU', 'cipta', 'kerja', 'serta', 'naskah', 'akademik', 'kepada', 'ketua', 'wakil', 'ketua', 'tanggal', 'februari', 'kumhampasti', 'omnibuslawtaatprosedural']","['menyertainya', 'dan', 'kumham']","['surat', 'naskah', 'cipta', 'kerja', 'serta', 'naskah', 'akademik', 'menyertainya', 'kepada', 'tanggal', 'februari', 'kumhampasti', 'omnibuslawtaatprosedural', 'kumham']","[{'word': 'surat', 'score': 0.0, 'matched': True}, {'word': 'naskah', 'score': 0.0, 'matched': True}, {'word': 'cipta', 'score': 0.0, 'matched': True}, {'word': 'kerja', 'score': 1.6, 'matched': True}, {'word': 'serta', 'score': 1.6, 'matched': True}, {'word': 'naskah', 'score': 0.0, 'matched': True}, {'word': 'akademik', 'score': 0.0, 'matched': True}, {'word': 'menyertainya', 'score': 0.0, 'matched': False}, {'word': 'kepada', 'score': 0.0, 'matched': True}, {'word': 'tanggal', 'score': 0.0, 'matched': True}, {'word': 'februari', 'score': 0.0, 'matched': True}, {'word': 'kumhampasti', 'score': 0.0, 'matched': True}, {'word': 'omnibuslawtaatprosedural', 'score': 0.0, 'matched': True}, {'word': 'kumham', 'score': 0.0, 'matched': False}]"
11533,2020-11-30T13:36:23.000Z,Webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi Palestina khususnya dampak dari kebijakan ceroboh Donald Trump yang sangat merugikan masa depan Palestina diplomasiparlemen,webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi palestina khususnya dampak dari kebijakan ceroboh donald trump yang sangat merugikan masa depan palestina diplomasiparlemen,0.4,0.1,0.5477225575051662,positive,"['webinar', 'ini', 'dilatarbelakangi', 'lantaran', 'kekhawatiran', 'DPR', 'RI', 'atas', 'perkembangan', 'situasi', 'palestina', 'khususnya', 'dampak', 'dari', 'kebijakan', 'ceroboh', 'donald', 'trump', 'yang', 'sangat', 'merugikan', 'masa', 'depan', 'palestina', 'diplomasiparlemen']","['lantaran', 'kekhawatiran', 'DPR', 'RI', 'atas', 'perkembangan', 'palestina', 'dampak', 'kebijakan', 'ceroboh', 'merugikan', 'masa', 'palestina']","['webinar', 'ini', 'dilatarbelakangi', 'situasi', 'khususnya', 'donald', 'trump', 'depan', 'diplomasiparlemen']","['webinar', 'dilatarbelakangi', 'lantaran', 'kekhawatiran', 'atas', 'perkembangan', 'situasi', 'palestina', 'khususnya', 'dampak', 'ceroboh', 'donald', 'trump', 'sangat', 'merugikan', 'masa', 'depan', 'palestina', 'diplomasiparlemen']","[{'word': 'webinar', 'score': 0.0, 'matched': False}, {'word': 'dilatarbelakangi', 'score': 0.0, 'matched': False}, {'word': 'lantaran', 'score': -3.2, 'matched': True}, {'word': 'kekhawatiran', 'score': -3.2, 'matched': True}, {'word': 'atas', 'score': 0.0, 'matched': True}, {'word': 'perkembangan', 'score': 1.6, 'matched': True}, {'word': 'situasi', 'score': 0.0, 'matched': False}, {'word': 'palestina', 'score': 0.0, 'matched': True}, {'word': 'khususnya', 'score': 0.0, 'matched': False}, {'word': 'dampak', 'score': -2.4000000000000004, 'matched': True}, {'word': 'ceroboh', 'score': -4.0, 'matched': True}, {'word': 'donald', 'score': 0.0, 'matched': False}, {'word': 'trump', 'score': 0.0, 'matched': False}, {'word': 'sangat', 'score': 0.0, 'matched': True}, {'word': 'merugikan', 'score': -1.4400000000000002, 'matched': True}, {'word': 'masa', 'score': 0.0, 'matched': True}, {'word': 'depan', 'score': 0.0, 'matched': False}, {'word': 'palestina', 'score': 0.0, 'matched': True}, {'word': 'diplomasiparlemen', 'score': 0.0, 'matched': False}]"
11554,2020-11-28T04:20:20.000Z,Pemerintah bersama Dewan Perwakilan Rakyat DPR RI menginisiasi Rancangan Undang undang RUU Omnibus Law Sektor Keuangan,pemerintah bersama dewan perwakilan rakyat DPR RI menginisiasi rancangan undang undang RUU omnibus law sektor keuangan,0.8,0.2,0.447213595499958,positive,"['pemerintah', 'bersama', 'dewan', 'perwakilan', 'rakyat', 'DPR', 'RI', 'menginisiasi', 'rancangan', 'undang', 'undang', 'RUU', 'omnibus', 'law', 'sektor', 'keuangan']","['pemerintah', 'bersama', 'dewan', 'perwakilan', 'rakyat', 'DPR', 'RI', 'menginisiasi', 'rancangan', 'undang', 'undang', 'RUU', 'omnibus', 'sektor', 'keuangan']",['law'],"['bersama', 'dewan', 'perwakilan', 'rakyat', 'menginisiasi', 'rancangan', 'omnibus', 'law', 'sektor']","[{'word': 'bersama', 'score': 2.4000000000000004, 'matched': True}, {'word': 'dewan', 'score': 0.0, 'matched': True}, {'word': 'perwakilan', 'score': 0.0, 'matched': True}, {'word': 'rakyat', 'score': 0.0, 'matched': True}, {'word': 'menginisiasi', 'score': 0.0, 'matched': True}, {'word': 'rancangan', 'score': 0.0, 'matched': True}, {'word': 'omnibus', 'score': 0.0, 'matched': True}, {'word': 'law', 'score': 0.0, 'matched': False}, {'word': 'sektor', 'score': 0.0, 'matched': True}]"
