no,timestamp,teks,teks_processed,sentiment,compound_score
10010,2018-09-10T10:36:30.000Z,Pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI Jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan Lagipula kebijakan SH udah ada sejak KitaOgahDiNgabalin,pelaksana UU saat ini adalah eksekutif dalam hal ini adalah BI jadi bukan yang MENEKAN untuk swap hedging kecuali kita sudah kembali pada khitah semangat UUD bukan lagipula kebijakan SH sudah ada sejak kitaogahdingabalin,positive,0.48982459688336016
10018,2018-09-09T06:50:07.000Z,Anda itu keliru! Bhw rakyat di adu di pasar bebas pd saat belum berdaya dan pemerintah terus menekan dg pola kebijakan pasar yg menguntungkan Cukong Calo Where s protection? Sbaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,anda itu keliru ! bahwa rakyat di adu di pasar bebas pada saat belum berdaya dan pemerintah terus menekan dengan pola kebijakan pasar yang menguntungkan cukong calo where si protection ? sebaiknya anda belajar ekonomi pembangunan UUD AGAR TIDAK DITIPU REZIM BERKUASA,negative,-0.9504862397577334
10142,2018-08-29T10:20:35.000Z,Semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat Stand Up Comedian Iwel Sastra Dirgahayu DPR RI Ke ! HUTDPR TahunDPR,semoga semakin bisa mewakili rakyat serta dapat menampung mengeksekusi dan memperjuangkan aspirasi rakyat stand up comedian iwel sastra dirgahayu DPR RI ke ! HUTDPR tahundpr,positive,0.8515989052423674
10146,2018-08-29T09:44:32.000Z,Dewan Perwakilan Rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas Rancangan Undang undang tentang APBN Tahun Anggaran beserta Nota Keuangan Dewan Perwakilan Rakyat DPR,dewan perwakilan rakyat DPR menggelar rapat paripurna tentang pemandangan umum fraksi fraksi atas rancangan undang undang tentang APBN tahun anggaran beserta nota keuangan dewan perwakilan rakyat DPR,positive,0.7184212081070996
10199,2018-08-27T07:48:49.000Z,Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Pesisir Barat Pesibar menggelar Rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia Selengkapnya baca link dibawah ini,dewan perwakilan rakyat daerah DPRD kabupaten pesisir barat pesibar menggelar rapat paripurna dengan agenda penandatanganan nota kesepakatan lampung pesisirbarat indonesia selengkapnya baca link dibawah ini,positive,0.8224628936244653
10226,2018-08-24T12:42:07.000Z,harus melakukan tindakan yg komprehensif terhadap karena kebijakan IMPORnya telah gila gilaan sangat merugikan Petani Indonesia Kita tahu bersama diduga kuat ada fee yg amazing dari MAFIA IMPOR sbg pelicin utk hal tsb,harus melakukan tindakan yang komprehensif terhadap karena kebijakan impornya telah gila gilaan sangat merugikan petani indonesia kita tahu bersama diduga kuat ada fee yang amazing dari MAFIA IMPOR sebagai pelicin untuk hal tersebut,negative,-0.8730153367301855
10228,2018-08-24T07:53:54.000Z,Haluuu Pak apa kbr ruu penyiaran???,haluu pak apa kbr ruu penyiaran ? ?,neutral,0.0
10229,2018-08-24T07:53:16.000Z,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HRUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN Atau AHLI HUKUM BELAJARLAH DAHULU JDI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,INI FITNAH SESAT DEMI KEPENTINGAN NEGARA APAPUN HARUS DILAKUKAN TANYA PANGLIMA ATAU KOMANDAN atau AHLI HUKUM BELAJARLAH DAHULU JADI PENYUSUP AGAR TAHU KEBIJAKAN PEMIMPIN,negative,-0.6808225270250104
10249,2018-08-21T05:21:00.000Z,Wakil DPR RI Uji Konsep RUU EBT bersama Pakar UMM UMMCampus,wakil DPR RI uji konsep RUU EBT bersama pakar UMM ummcampus,positive,0.6289226359922113
10263,2018-08-20T00:24:51.000Z,jangan jd dungu kalo hanya mau benarkan jokowi justeru dgn tdk jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja kalo syaratnya ditil semua syarat harus terpenuhi,jangan jadi dungu jika hanya mau benarkan jokowi justru dengan tidak jelasnya aturan lebih leluasa mengambil kebijakan bayangkan saja jika syaratnya ditil semua syarat harus terpenuhi,negative,-0.9647970085313535
10297,2018-08-16T09:19:28.000Z,I added a video to a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,i added a video tetapi a playlist NANANG SAMBUT RESES ANGGOTA DPR RI,positive,0.7455756637711038
10391,2018-08-07T11:54:00.000Z,Bedah Lapau dilakukan Refrizal setiap kali reses dia fokus pada Lapau karena dalam tradisi Minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya Lapau adalah simpul informasi pedesaan cc,bedah lapau dilakukan refrizal setiap kali reses dia fokus pada lapau karena dalam tradisi minang surau lapau dan rantau adalah tiga institusi kuat dalam membentuk watak generasinya lapau adalah simpul informasi pedesaan cc,positive,0.9802554996233165
10468,2018-07-29T04:12:17.000Z,RT GesuriId Jember PDIPerjuanganMnang PDIPerjuangan Yoseph Umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di Dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,RT gesuriid jember pdiperjuanganmnang pdiperjuangan yoseph umarhadi memanfaatkan waktu reses DPR dengan mengunjungi beberapa tempat di dapilnya sesuai dengan laporan dan keluhan masyarakat umarhadi_yoseph DPR_RI dprreses aspirasimasyarakat,negative,-0.5267415375673765
10543,2018-07-23T13:09:25.000Z,Kalau saya menjadi Anggota DPR saya berniat meluruskan kebijakan ini Membereskan RUU Kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global Kita harus lindungi rakyat dari predator asing! Tidak boleh naif lagi,jika saya menjadi anggota DPR saya berniat meluruskan kebijakan ini membereskan RUU kewirausahaan misalnya UU kita harus siap mengatur dan mendorong rakyat berkompetisi di MEA lalu secara global kita harus lindungi rakyat dari predator asing ! tidak boleh naif lagi,negative,-0.9349215313190424
10545,2018-07-23T10:15:05.000Z,Kebijakan BUMN sbg kendaraan kepentingan penguasa ZHOLIM Sarang timses CSR diarahkan utk timses Keuangan BUMN digorok BUMN jd bancakan BUMN kolaps dijual Knp KALIAN cuma melongo knp KALIAN tertular PLANGA PLONGO Cc,kebijakan BUMN sebagai kendaraan kepentingan penguasa ZHOLIM sarang timses CSR diarahkan untuk timses keuangan BUMN digorok BUMN jadi bancakan BUMN kolaps dijual kenapa KALIAN cuma melongo kenapa KALIAN tertular PLANGA PLONGO cc,negative,-0.9666824143662717
10568,2018-07-21T18:44:59.000Z,Inginkan Perubahan Abdul basyid Has Maju DPR RI untuk Perjuangkan Aspirasi Rakyat Kepri,inginkan perubahan abdul basyid has maju DPR RI untuk perjuangkan aspirasi rakyat kepri,positive,0.515992754694415
10571,2018-07-21T15:44:09.000Z,Dear Bukankah Anda bagian dari penjaga kedamaian? Bukankah Anda memiliki aturan dlm menjaga kedamaian medsos? Bukankah Anda pelaksana undang undang yg sudah disepakati dgn Nitizen? Jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SPT ITU? TangkapFadliDzon,dear bukankah anda bagian dari penjaga kedamaian ? bukankah anda memiliki aturan dalam menjaga kedamaian medsos ? bukankah anda pelaksana undang undang yang sudah disepakati dengan nitizen ? jika DEMIKIAN KENAPA AKUN PENEBAR HOAX DIBIARKAN SEPERTI ITU ? tangkapfadlidzon,negative,-0.8070262190475421
10642,2018-07-16T07:20:40.000Z,masih menunggu kebijakan mereka jika ada,masih menunggu kebijakan mereka jika ada,negative,-0.5858817654461621
10649,2018-07-15T09:51:06.000Z,Jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan DPRnya Thailand sebelum kita ingin petani kita lebih mumpuni dari petani Thailand,jika kita anggota DPR harusnya kita berhasil menciptakan aturan kebijakan yang lebih berfaedah dibandingkan dprnya thailand sebelum kita ingin petani kita lebih mumpuni dari petani thailand,positive,0.8496474935052304
10660,2018-07-14T03:06:09.000Z,Bangku bangku DPR kosong saat Rapat paripurna RAPBN ! Pertanyaannya apakah masih mau memilih wakil Rakyat yg seperti itu? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,bangku bangku DPR kosong saat rapat paripurna RAPBN ! pertanyaannya apakah masih mau memilih wakil rakyat yang seperti itu ? PSI akan mengubah wajah DPR dengan orang orang yang bertanggung jawab,negative,-0.5092922898011466
10662,2018-07-13T16:27:50.000Z,Terimakasih kepada Kepala BPPT Tim Pansus RUU Sinas Iptek Komisi DPR RI Komisaris PT Garam Dirut dan Direksi PT Garam Pusyantek BPPT IABIE IKASMANSATAMA Smansa Magelang atas,terimakasih kepada kepala BPPT tim pansus RUU sinas iptek komisi DPR RI komisaris PT garam dirut dan direksi PT garam pusyantek BPPT IABIE IKASMANSATAMA smansa magelang atas,positive,0.515992754694415
10663,2018-07-13T15:14:32.000Z,Waduh msk org kampung sndiri gak tau sih masa reses ngapain aje? Ngetuit? Lg gak reses jg ngetuit? Mending jgn jd anggota DPR mas jd bajer aje,waduh masuk orang kampung sendiri tidak tau sih masa reses mengapai aje ? ngetuit ? lagi tidak reses juga ngetuit ? mending jangan jadi anggota DPR mas jadi bajer saja,negative,-0.9482317524232816
10682,2018-07-12T06:56:31.000Z,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,yth adnggota dpr beginikah mencerminkan wakil rakyat ?,neutral,0.0
10706,2018-07-10T07:16:17.000Z,Berikut berikut rekomendasi Fraksi Partai Gerindra di terkait Rancangan Undang Undang Tentang Pertanggungjawaban Atas Pelaksanaan Anggaran Pendapatan dan Belanja Negara Tahun Anggaran,berikut berikut rekomendasi fraksi partai gerindra di terkait rancangan undang undang tentang pertanggungjawaban atas pelaksanaan anggaran pendapatan dan belanja negara tahun anggaran,positive,0.3818191679226782
10726,2018-07-09T03:40:00.000Z,KLU TOH FRAKSI ANDA TDK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KRN RUU TDK AKAN BISA MENJADI UU APABILA TDK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang Paripurna bukan ? JADI TLG HARGAI JUGA HAK KOLEGA ANDA YG SETUJU,JIKA TOH FRAKSI ANDA TIDAK MENYETUJUI UU ITU KAN BUKAN BERARTI MEMBOHONGI RAKYAT KARENA RUU TIDAK AKAN BISA MENJADI UU APABILA TIDAK DISETUJUI OLEH MAYORITAS FRAKSI anggota DPR di sidang paripurna bukan ? JADI TOLONG HARGAI JUGA HAK KOLEGA ANDA YANG SETUJU,negative,-0.9755296529754341
10786,2018-07-03T07:43:37.000Z,Pernyataan Presiden Joko Widodo Jokowi yang mengatakan jika Komisi Pemilihan Umum KPU diberikan kewenangan oleh Undang Undang untuk membuat peraturan mendapat tanggapan keras dari Ketua DPR RI Bambang Soesatyo Jokowi DPR,pernyataan presiden joko widodo jokowi yang mengatakan jika komisi pemilihan umum KPU diberikan kewenangan oleh undang undang untuk membuat peraturan mendapat tanggapan keras dari ketua DPR RI bambang soesatyo jokowi DPR,positive,0.9152773258948753
10794,2019-12-30T15:11:17.000Z,Warga Sangatta Selatan Antusias Hadiri Reses Anggota DPR RI,warga sangatta selatan antusias hadiri reses anggota DPR RI,positive,0.515992754694415
10795,2019-12-30T15:04:18.000Z,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,JOURNAL RESES DPR RI WARGA DESAK TETI NYALON BUPATI CILACAP via,negative,-0.06184909705487242
10827,2019-12-29T06:36:14.000Z,Tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur Firli Bahuri yang kini menjabat sebagai Ketua Ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai Deputi Penindakan KPK CNNIndonesia,tak hanya soal RUU KPK sejumlah pihak turut memberi sorotan terhadap figur firli bahuri yang kini menjabat sebagai ketua ia diduga pernah melakukan pelanggaran etik saat masih menjabat sebagai deputi penindakan KPK cnnindonesia,negative,-0.18493455858743435
10853,2019-12-27T05:57:26.000Z,Kakanwil BPN Provinsi Sumatera Selatan Bpk H Muchtar SH MM menerima kunjungan kerja reses Bpk H Wahyu Sanjaya SE selaku Anggota DPR RI Komisi II Bidang Pemerintahan Dalam Negeri Otonomi Daerah Aparatur Negara Reformasi Birokrasi Kepemiluan Pertanahan dan Reforma Agraria,kakanwil BPN provinsi sumatera selatan bpk h muchtar SH MM menerima kunjungan kerja reses bpk h wahyu sanjaya SE selaku anggota DPR RI komisi II bidang pemerintahan dalam negeri otonomi daerah aparatur negara reformasi birokrasi kepemiluan pertanahan dan reforma agraria,positive,0.9363855238614585
10869,2019-12-26T03:48:27.000Z,Assalamu alaikum wr wb Jambi barat kami datang lagi Kerja nyata membangun Negeri Jambi Reses Anggota F PAN DPR RI DPRD Provinsi Jambi dan DPRD Kab Merangin Bapak H BAKRI Anggota F PAN DPR RI Komisi V yang,assalamu alaikum wr wb jambi barat kami datang lagi kerja nyata membangun negeri jambi reses anggota f KAPAN DPR RI DPRD provinsi jambi dan DPRD kab merangin bapak h BAKRI anggota f KAPAN DPR RI komisi v yang,positive,0.3680368469877014
10874,2019-12-25T16:58:55.000Z,Reses Anggota F PKB DPR RI mendengar menyerap Aspirasi PUMR,reses anggota f PKB DPR RI mendengar menyerap aspirasi PUMR,neutral,0.0
10887,2019-12-25T07:30:50.000Z,Anggota Fraksi PKS DPR RI Rofiq Hananto didampingi oleh Anggota DPRD FPKS Kab Kebumen dan BPH DPD PKS Kebumen bersilaturahmi dengan Bupati Kebumen Bapak Ir H Mohammad Yahya Fuad SE di Komplek Pendopo Bupati Kebumen fraksipksdprri reses,anggota fraksi PKS DPR RI rofiq hananto didampingi oleh anggota DPRD FPKS kab kebumen dan BPH DPD PKS kebumen bersilaturahmi dengan bupati kebumen bapak ir h mohammad yahya fuad SE di komplek pendopo bupati kebumen fraksipksdprri reses,neutral,0.0
10903,2019-12-24T03:09:41.000Z,Anggota Fraksi NasDem DPR RI Satori melaksanakan kegiatan reses dengan mengunjungi Pesantren Jamiyyatut Tholibin di desa Babakan Ciwaringin Cirebon Jawa Barat Senin Selengkapnya NasDemAntiMahar,anggota fraksi nasdem DPR RI satori melaksanakan kegiatan reses dengan mengunjungi pesantren jamiyyatut tholibin di desa babakan ciwaringin cirebon jawa barat senin selengkapnya nasdemantimahar,neutral,0.0
10919,2019-12-23T12:06:26.000Z,titiknya jangan jangan Fiktif? Jd ga bisa di datangi Kalo adapun membuktikan Anggota DPR nya males dengerin aspirasi Rakyat sisa waktunya buat piknik,titiknya jangan jangan fiktif ? jadi tidak bisa di datangi jika adapun membuktikan anggota DPR nya malas mendengarkan aspirasi rakyat sisa waktunya buat piknik,negative,-0.9573447996766555
10940,2019-12-22T10:54:06.000Z,Ini tugas anggota saat reses ya?,ini tugas anggota saat reses ya ?,negative,-0.20228869496966945
10943,2019-12-22T06:57:41.000Z,Anggota DPR Aceh Salihin F PKB melaksanakan Reses II Tahun ke Daerah Pemilihan IV Kabupaten Aceh Tengah dan Bener Meriah resesdpra acehtengah benermeriah,anggota DPR aceh salihin f PKB melaksanakan reses II tahun ke daerah pemilihan IV kabupaten aceh tengah dan benar meriah resesdpra acehtengah benermeriah,positive,0.8633352925517318
10964,2019-12-21T07:25:13.000Z,Tim Komisi III DPR RI Puji Layanan Keimigrasian di TPI Bandara Internasional Juanda SURABAYA Kunjungan kerja dalam rangka reses Komisi III DPR RI masa persidangan I Tahun berlanjut Usai melakukan rapat,tim komisi II DPR RI puji layanan keimigrasian di TETAPI bandara internasional juanda SURABAYA kunjungan kerja dalam rangka reses komisi II DPR RI masa persidangan i tahun berlanjut usai melakukan rapat,positive,0.9526421690001224
11000,2019-12-19T17:53:08.000Z,Dalam rangka Reses II Tahun ke Daerah Pemilihan VII Kabupaten Aceh Tamiang dan Kota Langsa Anggota DPR Aceh H Jauhari Amin SH MH melakukan penyerapan Aspirasi dari warga di Kota Langsa Secara resmi,dalam rangka reses II tahun ke daerah pemilihan VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH melakukan penyerapan aspirasi dari warga di kota langsa secara resmi,positive,0.8192400349252011
11049,2019-12-18T09:15:00.000Z,Pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter Polhuk AdadiKompas,pembatasan terhadap wartawan dan interupsi anggota DPR di rapat paripurna menunjukkan kecenderungan DPR yang saat ini tertutup antidialog bahkan mengarah pada otoriter polhuk adadikompas,negative,-0.9216604846559903
11066,2019-12-17T23:17:20.000Z,Tertarik pada point huruf d dan i Pemantauan dana aspirasi DPR dan Open Parliament Indonesia OPI Rapat Paripurna DPR RI Ke Masa Persidangan I Tahun Sidang dengan agenda Laporan Badan,tertarik pada point huruf di dan i pemantauan dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa persidangan i tahun sidang dengan agenda laporan badan,positive,0.5267415375673766
11067,2019-12-17T20:10:00.000Z,Sejumlah Anggota DPR Pesimistis soal Target RUU Prolegnas,sejumlah anggota DPR pesimistis soal target RUU prolegnas,negative,-0.515992754694415
11068,2019-12-17T20:03:48.000Z,Foto Rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas Begini momennya RUU,foto rapat paripurna DPR RI mengesahkan program legislasi nasional prolegnas untuk DPR juga sepakat mengesahkan RUU masuk prolegnas prioritas begini momennya RUU,positive,0.6089103567919466
11069,2019-12-17T17:55:22.000Z,DPR RI Minta TV Dukung RUU Penyiaran,DPR RI meminta TV dukung RUU penyiaran,positive,0.4893110583195424
11082,2019-12-17T08:52:16.000Z,DPR Sepakati RUU Prolegnas dan Prolegnas Prioritas,DPR sepakati RUU prolegnas dan prolegnas prioritas,neutral,0.0
11114,2019-12-16T14:20:44.000Z,Pak doktor anda berkesempatan untuk menjawab bantahan bu susi Sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,pak doktor anda berkesempatan untuk menjawab bantahan bu susi sebagai anggota dpr seharusnya anda kritis pada kebijakan mentri bukan malah dukung kebijakan ygvkontroversi,negative,-0.9227592557606794
11145,2019-12-13T18:31:54.000Z,Menteri tidak mau menjadi pihak yang sotoy terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things Tidak Mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,menteri tidak mau menjadi pihak yang sok tau terus merumuskan kebijakan sendiri sebagai seolah sebagai father know every things tidak mas punya rekam jejak panjang sebagai tahun penuh memimpin komisi IV DPR RI sebagai pendengar yang baik,negative,-0.9850472056225422
11195,2020-12-28T11:02:37.000Z,Oktober menjadi masa puncak kontroversi pengusunan RUU Cipta Kerja Di tengah gelombang demonstrasi Dewan Perwakilan Rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini MajalahTempo,oktober menjadi masa puncak kontroversi pengusunan RUU cipta kerja di tengah gelombang demonstrasi dewan perwakilan rakyat mengesahkan undang undang sapu jagat yang dinilai mengancam buruh dan lingkungan hidup ini majalahtempo,negative,-0.34849771974735083
11201,2020-12-28T07:24:23.000Z,Sebab Tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah Arinya manusia harus mencari jalan solusi Sesuatu yang salah harus diperjuangkan utk benarkan Bukan membentuk gurita gurita baru,sebab tidak ada hukum bagi seorang wakil rakyat dalam menentukan kebijakan rumusan uu yang sudah disah arinya manusia harus mencari jalan solusi sesuatu yang salah harus diperjuangkan untuk benarkan bukan membentuk gurita gurita baru,negative,-0.9411445992115396
11265,2020-12-21T05:21:56.000Z,Baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan Program Legislasi Nasional Prolegnas Prioritas Komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruuPKS FRAKSINASDEM,baleg DPR tidak menemukan halangan saat mengusulkan RUU PKS masuk dalam pembahasan program legislasi nasional prolegnas prioritas komitmen itu diharapkan tidak berubah hingga pengesahan di rapat paripurna DPR ruupks FRAKSINASDEM,negative,-0.8473903134721636
11326,2020-12-16T06:24:29.000Z,Anggota Komisi X DPR RI Yoyok Sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga Menurut Yoyok Sukawi yang termasuk anggota Panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dgn memberi porsi anggaran yang lebih ideal,anggota komisi kali DPR RI yoyok sukawi mendesak adanya angka pasti di dalam APBN untuk dunia olahraga menurut yoyok sukawi yang termasuk anggota panja RUU SKN sudah saatnya dunia olahraga lebih diperhatikan dengan memberi porsi anggaran yang lebih ideal,positive,0.958839705910642
11336,2020-12-15T11:35:37.000Z,Upaya Pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU Cipta Kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan Sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,upaya pemerintah dan DPR RI memulihkan perekonomian nasional melalui pengesahan UU cipta kerja mendapat sorotan dari kalangan buruh mahasiswa dan kelompok kepentingan sejumlah pasal dapat meningkatkan kesejahteraan buruh dan masyarakat secara umum,positive,0.8738203929529803
11408,2020-12-10T01:06:50.000Z,Gini yah kerjaan wakil rakyat pas pemilihan minta suara rakyat pas kepilih lgsg tuli gk mendengar aspirasi rakyat nah skrg dah pda pinter rakyat gk penting jg milih krn bakal gitu aja pesta politik jalan terus d tengah wabah,begini ya pekerjaan wakil rakyat pas pemilihan meminta suara rakyat pas kepilih langsung tuli tidak mendengar aspirasi rakyat nah sekarang deh pada pintar rakyat tidak penting juga memilih karena bakal begitu saja pesta politik jalan terus di tengah wabah,negative,-0.6570857648551416
11440,2020-12-07T16:14:23.000Z,RUU Jalan Disetujui jadi Usul Inisiatif DPR RI,RUU jalan disetujui jadi usul inisiatif DPR RI,positive,0.3680368469877013
11459,2020-12-07T01:20:54.000Z,Terima kasih sdh mau menjelaskan pd pak BTP dan pd publik Jangan kecewakan dan khianati masyarakat ya mba jadilah wakil rakyat yg benar menyuarakan aspirasi rakyat dan selalu menggunakan hati nurani hikmat marifat Tuhan dan akal waras dlm bekerja,terima kasih sudah mau menjelaskan pada pak BTP dan pada publik jangan kecewakan dan khianati masyarakat ya mbak jadilah wakil rakyat yang benar menyuarakan aspirasi rakyat dan selalu menggunakan hati nurani hikmat marifat tuhan dan akal waras dalam bekerja,positive,0.9585165856495553
11510,2020-12-02T10:09:35.000Z,Anggota Batalyon C Pelopor Satuan Brimob Polda Metro Jaya Melaksanakan Kegiatan Pengamanan Unjuk Rasa Dari PPMI Persaudaraan Pekerja Muslim Indonesia Jumlah orang Tuntutan Batalkan RUU Omnibuslaw Di Gedung MPR DPR RI Jakarta Pusat,anggota batalyon sih pelopor satuan brimob polda metro jaya melaksanakan kegiatan pengamanan unjuk rasa dari PPMI persaudaraan pekerja muslim indonesia jumlah orang tuntutan batalkan RUU omnibuslaw di gedung MPR DPR RI jakarta pusat,positive,0.7574343482775525
11526,2020-12-01T05:22:35.000Z,surat presiden naskah RUU Cipta Kerja serta naskah akademik yg menyertainya kepada Ketua dan Wakil Ketua tanggal Februari KumhamPasti OmnibusLawTaatProsedural Kumham,surat presiden naskah RUU cipta kerja serta naskah akademik yang menyertainya kepada ketua dan wakil ketua tanggal februari kumhampasti omnibuslawtaatprosedural kumham,positive,0.6369499429264264
11533,2020-11-30T13:36:23.000Z,Webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi Palestina khususnya dampak dari kebijakan ceroboh Donald Trump yang sangat merugikan masa depan Palestina diplomasiparlemen,webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi palestina khususnya dampak dari kebijakan ceroboh donald trump yang sangat merugikan masa depan palestina diplomasiparlemen,negative,-0.957967177374154
11554,2020-11-28T04:20:20.000Z,Pemerintah bersama Dewan Perwakilan Rakyat DPR RI menginisiasi Rancangan Undang undang RUU Omnibus Law Sektor Keuangan,pemerintah bersama dewan perwakilan rakyat DPR RI menginisiasi rancangan undang undang RUU omnibus law sektor keuangan,positive,0.6289226359922112
11555,2020-11-28T02:26:36.000Z,Bagaimana Penjelasan lengkap terkait aturan Medsos untuk pengguna media sosial usia di bawah tahun di Rancangan Undang Undang Perlindungan Data Pribadi RUU PDP ? Simak saat ini pembahasannya bersama Anggota Komisi DPR RI Muhammad Farhan,bagaimana penjelasan lengkap terkait aturan medsos untuk pengguna media sosial usia di bawah tahun di rancangan undang undang perlindungan data pribadi RUU PDP ? simak saat ini pembahasannya bersama anggota komisi DPR RI muhammad farhan,positive,0.9436186957361571
11625,2020-11-25T17:01:09.000Z,DPR RI Gila RUU HIP Masih Diagendakan,DPR RI gila RUU HIP masih diagendakan,negative,-0.5765606074399332
11646,2020-11-25T05:31:26.000Z,Apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,negative,-0.5159927546944149
11654,2021-12-30T16:10:11.000Z,Gak penting banget bahas itu?? Itu RUU perampasan asset koruptor kenapa gak disetujui !!! Ngapain lah kau Bang?? Sesekali Berguna lah kau sebagai orang penting di NKRI ini??,tidak penting banget bahas itu ? ? itu RUU perampasan asset koruptor kenapa tidak disetujui ! ! mengapai lah kau bang ? ? sesekali berguna lah kau sebagai orang penting di NKRI ini ? ?,negative,-0.9531535974520365
11663,2021-12-30T11:32:12.000Z,Takut hidupnya melarat pantesan nolak RUU,takut hidupnya melarat pantesan nolak RUU,negative,-0.8893420997456692
11677,2021-12-30T03:37:28.000Z,Kegiatan Reses Perorangan Anggota Komisi VIII DPR RI Dapil Sumut H M Husni S E M M melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan Kepala Dinas Sosial Dinsos Rudi Tambunan dan Bapak Rismar Silaban Dinsos Deli Serdang Sumatra Utara,kegiatan reses perorangan anggota komisi VII DPR RI dapil sumut h sama husni si e sama sama melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan kepala dinas sosial dinsos rudi tambunan dan bapak rismar silaban dinsos deli serdang sumatra utara,positive,0.937127104577154
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudahan RUU ini segera jadi UU sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,positive,0.5728104258162517
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama disela kunjungan kerja reses masa sidang II tahun beliau menyerahkan bantuan alat bantu dengar ABD kaki palsu alat bantu jalan,positive,0.9614035315621073
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari fraksi gerindra dari ir h a r sutan adil hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses masa persidangan II tahun di daerah pemilihan tanggal hingga desember,positive,0.6477585189201407
