no,teks_processed,base_score_inset,compound_score,sentiment
10985,RUU PKS telah bahas oleh anggota DPR pada periode tetapi hingga saat ini belum sah karena masih ada prokontra jumlah pihak dorong DPR untuk segera pengesahan RUU PKS di dalam RUU PKS akan pengaturan sembilan jenis keras seksual yang dampak negatif,-11.0,-0.8996417708934876,negative
10986,sri mulyani sampai RUU prioritas kemenkeu ke DPR RI,2.0,0.38181916792267817,positive
10987,yang perlu lindung itu seluruh warga negara bukan batas ini yang buat ruu ini mikiir yang perlu di revisi itu md tentang dpr bagaimana cara copot anggota dpr di yang salah malas dengan prosedur yang cepat cukup minggu dahulu oleh wakil rakyat untuk kasih contoh yang lain,-46.0,-0.9926980606342782,negative
10988,hadir anggota DPR sangat penting apalagi jika ada rapat paripurna untuk ambil keputusan suara banyak dasar anggota cari berita lain ? sila klik sini,2.0,0.42011433622105326,positive
10989,anggota DPR aceh yang gabung dalam daerah pilih i kota banda aceh sabang kabupaten aceh besar laksa reses sama bagai perwujudan sama dalam juang aspirasi masyarakat di daerah,0.0,0.0,neutral
10990,luar biasa ini patut jadi inspirasi bagi partai lain di,0.0,0.0,neutral
10991,masuk RUU lindung tokoh dan simbol agama ke prolegnas tanya urgensi formappi juga tanya dasar yang pemakaian DPR RI untuk usul RUU sebut,-1.0,-0.20228869496966945,negative
10992,karakter yang baik dan bersih contoh oleh PSI lalu kader nyata yang kembali dapat begitu banyak tanya lama ini uang reses dan jalan dinas partai mana yang pernah kembali ? uang memang nikmat tidak gampang untuk tidak goda PSI bukti !,-2.0,-0.9527002021806824,negative
10993,bro lapor penggunaan dana reses dan kembali dana reses yang tidak pemakaian ke kas daerah moga hal ini dapat jadi biasa baru untuk seluruh wakil rakyat di indonesia psikawaluangrakyat,7.0,0.8224628936244653,positive
10994,anggota komisi VI DPR RI daeng muhammad nyata kasus gagal bayar jiwasraya dalam klaim polis rupa akibat kebijakan salah yang struktur kasusjiwasraya,5.0,0.6914570903297951,positive
10995,kasusjiwasraya anggota komisi VI DPR RI daeng muhammad nyata kasus gagal bayar jiwasraya dalam klaim polis rupa akibat kebijakan salah yang struktur,5.0,0.6914570903297951,positive
10996,komitmen dan pertanggungjawaban jawab anggota DPR thd masyarakat jooss pkbday,0.0,0.0,neutral
10997,pemerintah daerah provinsi jawa timur terima kunjung kerja komisi II DPR RI ke jawa timur dalam rangka reses masa sidang i tahun sidang rabu tempat di ruang rapat hayam wuruk kantor gubernur jatim surabaya lihat lengkap di,15.0,0.951661902861773,positive
10998,lima kepemimpinan komisi berantas korupsi periode layang surat kepada presiden joko widodo dan dewan wakil rakyat mereka minta agar dua pihak segera revisi undang undang nomor tahun,3.0,0.5267415375673765,positive
10999,anggota DPR RI asal papua willem wandik pelaksanaan protesan keras atas tindakan negara mobilisasi aparat di kabupaten intan jaya kabupaten paniai dan kabupaten puncak papua jelang natal,-3.0,-0.5267415375673765,negative
11000,dalam rangka reses II tahun ke daerah pilih VII kabupaten aceh tamiang dan kota langsa anggota DPR aceh h jauhari amin SH MAH pelaksanaan serap aspirasi dari warga di kota langsa cara resmi,-6.0,-0.7782533221506259,negative
11001,tim kunjung kerja komisi II DPR RI pelaksanaan kunjung ke kalimantan selatan dan gelar temu dengan seluruh mitra kerja kait serta jajar dalam rangka serap aspirasi di reses masa sidang i tahun sidang rabu desember kunkerdpr,19.0,0.9690378234957119,positive
11002,anggota DPR aceh ridwan abubakar si pada MM pelaksanaan reses II tahun ke aceh timur yang rupa daerah pilih VI banyak catat yang jadi perhati khusus infrastruktur di pelosok aceh,-18.0,-0.9656820512306714,negative
11003,ketua partai partai bangkit bangsa PKB DPR RI cucun a syamsurijal minta seluruh anggota partai PKB untuk buat lapor giat panjang reses,6.0,0.7782533221506259,positive
11004,itu antara wakil rakyat tidak tau apa itu naskah akademis atau bahkan tidak tau hubung naskah akademis dan RUU nya sabar kak,-19.0,-0.3138009031656533,negative
11005,sampai sekarang anggota DPR masih suka bolos dari beberapa rapat paripurna hanya sekali hadir oleh anggota yaitu pada lantik awal,-5.0,-0.6612580123154944,negative
11006,anggota DPR ini nilai harus indonesia tidak ekspor benih lobster untuk dibudidayakan di luar negeri tetapi harus investor dari luar yang tanam modal untuk budi daya lobster di sini,-19.0,-0.9858773906030208,negative
11007,formappi nilai sangat tak elok jika anggota dewan bolos saat rapat paripurna padahal baru hari jabatan,1.0,0.8562557732587921,positive
11008,pantau kerja lanjut pembangunan dayah raudhatul ullum kampung kinine kec timang gajah kab banget riah masa reses anggota DPR aceh bardan sahidi asal daerah pilih IV kab aceh tengah dan banget,7.0,0.8356768101707184,positive
11009,anggota DPR aceh ridwan abubakar si pada MM nek itu pelaksanaan tinjau ke pelosok aceh timur dalam rangka reses II tahun resesdpraceh acehtimur aceh timur,-12.0,-0.9273739248094985,negative
11010,anggota DPR RI komisi IX pelaksanaan kunjung kerja ke kota binjai kamis desember,0.0,0.0,neutral
11011,ketua DPR RI sambut baik program dan kebijakan koster pdiperjuangan,9.0,0.8806721767742777,positive
11012,bukti otentik harus itu PKB akan minta lapor detail anggota DPR ketika reses lapor detail itu diri dari bukti foto hingga sesuai absensi hadir dalam buah forum yang telah jadwal belum,1.0,0.20228869496966945,positive
11013,mayjen TNI purn TB hasanuddin partai PDI juang DPR RI pelaksanaan reses masa sidang i tahun di DPC PDI juang kabupaten sumedang kamis giat hadir seluruh urus DPC urus PAC dan partai DPRD kab sumedang pdiperjuangan,5.0,0.7184212081070996,positive
11014,halo rekanaker pelaksanaan kunjung kerja reses ke provinsi NTT dalam kunker ini tim kepemimpinan oleh wakil ketua komisi IX emanuel melkiades laka lena,4.0,0.6369499429264264,positive
11015,anggota DPR aceh dari daerah pilih II kabupaten pidie dan pidie jaya di sela sela reses pelaksanaan silaturrahmi dengan bupati wakil bupati DPRK dan SKPK pidie di pendopo bupati pidie sigli,-8.0,-0.8555415792658776,negative
11016,RT TRANS ada bimbel itu sesuai kebijakan pemerintah sekarang apa ganti UN itu cemas seperti apa konsep kita belum tau waktu hanya tahun itu tidak realistis kata anggota komisi kali DPR RI sudewo matanajwa matanajwame,-12.0,-0.9232505744640708,negative
11017,bupati wajo hadir kunjung kerja reses komisi VI DPR RI,10.0,0.9000703207408192,positive
11018,anggota DPR RI kecam pengesahan RUU diskriminatif india,-6.0,-0.7782533221506259,negative
11019,kini sudah resmi jadi anggota DPR mulan jameela tampil begitu cetar lewat kain batik hitam di rapat paripurna DPR,7.0,0.8224628936244653,positive
11020,terima kunker ketua DPR RI gubernur koster mohon dukungan RUU provinsi bal,8.0,0.8555415792658776,positive
11021,kunker ketua DPR RI gubernur koster mohon dukungan RUU provinsi bal,6.0,0.7782533221506259,positive
11022,maros hari ke rangkai giat kunjung kerja reses komisi IV DPR RI di sulawesi selatan plt kak balai BRPBAPP damping ke bank sampah DLH maros risetdansdmkp,-2.0,-0.38181916792267817,negative
11023,lihat kondisi hutang masalah ekonomi dll sulit terima kebijakan ini tetapi saat wakil rakyat mayoritas tuju kami pasrah sadar harus waspada pilih wakil rakyat kepemimpinan ibu kota pindah urgensi atau ambisi jokowi buat legacy ?,8.0,0.9253040210973783,positive
11024,banjarmasin humas_info dalam rangka kunjung kerja yang dua kali ke kalimantan selatan pada reses masa sidang i tahun bidang hukum undang undang HAM dan aman komisi II DPR RI,12.0,0.9273739248094985,positive
11025,pada desember bapak dari azis syamsuddin wakil ketua DPR RI bidang politik dan aman sama orang anggota DPR RI dari bagai komisi dan partai pelaksanaan sosialisasi kena RUU KUHP RUU masyarakat dan public hearing isu dwi kewarganegaraan indonesianway,-15.0,-0.951661902861773,negative
11026,ketua DPR RI puan maharani dukungan usul dari rancangan undang undang provinsi bal masuk ke prolegnas DPR hal ini kata puan saat pelaksanaan kunjung kerja,4.0,0.6369499429264264,positive
11027,atas miras tidak sulit jika pemerintah mau lama ini yang sikat jual kenapa tidak buat kebijakan ketat ke indutrinya kualitas baik masuk masuk industri farmasi kualitas jelek jadi oplos,-15.0,-0.962493611069365,negative
11028,dalam reses II tahun anggota DPR aceh armiyadi SAPA pelaksanaan temu dengan masyarakat dan pemuda gampong meunasah keupok camat nibong aceh utara resesdpraceh acehutara lhokseumawe alue,0.0,0.0,neutral
11029,anggota DPR aceh drs h asib amin laksana reses II tahun sama warga gampong keutapang kec krueng sabee kab aceh jaya resesdpraceh acehjaya acehbarat naganraya simeulue keudee krueng,7.0,0.8224628936244653,positive
11030,anggota DPR aceh h herman SE laksana reses II tahun di daerah pilih kali kabupaten aceh jaya aceh barat nagan raya simeulue resesdpraceh acehjaya acehbarat naganraya simeulue aceh,-1.0,-0.20228869496966945,negative
11031,ada bimbel itu sesuai kebijakan pemerintah sekarang apa ganti UN itu cemas seperti apa konsep kita belum tau waktu hanya tahun itu tidak realistis kata anggota komisi kali DPR RI sudewo matanajwa matanajwamengujiujiannasional,-12.0,-0.9232505744640708,negative
11032,jaring aspirasi warga wakil rakyat malu utara ini reses di lokasi,5.0,0.7184212081070996,positive
11033,ada bimbel itu sesuai kebijakan pemerintah sekarang apa ganti UN itu cemas seperti apa konsep kita belum tau waktu hanya tahun itu tidak realistis kata anggota komisi kali DPR RI sudewo matanajwamengujiujiannasional,-12.0,-0.9232505744640708,negative
11034,kebijakan pak nadiem soal uji nasional ink seperti kulit ari tak jelas cara rinci kata anggota komisi kali DPR RI sudewo matanajwamengujiujiannasional,2.0,-0.1111078920406581,negative
11035,anggota DPR aceh muhammad yunus banta laksana reses II tahun di gampong labuh ude kec sungai raya kab aceh timur dalam reses di daerah pilih VI kabupaten aceh timur telah catat,1.0,0.20228869496966945,positive
11036,batas hadap wartawan dan interupsi anggota DPR di rapat paripurna tunjuk cenderung DPR yang saat ini tutup antidialog bahkan arah pada otoriter polhuk adadikompas DPR paripurna,-11.0,-0.9152773258948753,negative
11037,anggota DPR aceh h tantawi si IP sama a p laksana reses II tahun di gampong paya punteuet kec muara dua kota lhokseumawe aspirasi yang tampung dari daerah pilih v kabupaten aceh utara dan kota,-3.0,-0.5267415375673765,negative
11038,hari ini pelaksanaan kunjung kerja reses ke provinsi sumatera utara kunker ini kepemimpinan oleh wakil ketua komisi IX ansory siregar,4.0,0.6369499429264264,positive
11039,terima kunker ketua DPR RI gubernur koster mohon dukungan RUU provinsi bal via netizen,8.0,0.8555415792658776,positive
11040,terima kunker ketua DPR RI gubernur koster mohon dukungan RUU provinsi bal via,8.0,0.8555415792658776,positive
11041,benar posisi negara mayoritas dalam ambil kebijakan tetapi ketidakmampuan negara lindung warga akan ada yang selubung balik divestasi itu karena keputusan gubernur jelas wajib ptfi jalan keputusan dasar hasil dewas disnaker papua,3.0,0.6322421408501248,positive
11042,NEWS terima kunker ketua DPR RI gubernur koster mohon dukungan RUU provinsi bal gubernur bal wayan koster terus usaha agar rancangan undang kamu via,8.0,0.8555415792658776,positive
11043,anggota DPR aceh h murhaban makam laksana giat reses II tahun ke daerah pilih VI kabupaten aceh timur giat yang pusat di komplek balai aju bustanul huda gampong meunasah leubok,-16.0,-0.9571447885644057,negative
11044,partai nasdem DPR RI terap pengaturan bagi seluruh anggota agar lapor seluruh giat lama masa reses di daerah pilih masing masing sejak selasa DPR pasuk masa reses hingga januari lengkap nasdemantimahar,-4.0,-0.6369499429264264,negative
11045,anggota DPR aceh dari daerah pilih VII kabupaten aceh tenggara dan gayo lues rijaluddin SH MAH pelaksanaan reses II tahun di camat teurangun kab gayo lues datang sambut hangat oleh,-9.0,-0.8806721767742777,negative
11046,tuju awal aju RUU omnibus law adalah untuk sesuai pengaturan dengan ada kini dan mudah proses bisnis karena itu pasti akan ada beberapa poin dalam UU omnibus law paja yang beda salah satu tentang kurang tarif,17.0,0.9632704559404183,positive
11047,RUU omnibus law akan revisi beberapa UU jadi satu sekaligus yaitu undang undang tentang pajak hasil pph pajak tambah nilai PPN tentu umum paja KUP pajak daerah dan retribusi daerah PDRD dan undang undang kena pabean,10.0,0.9000703207408192,positive
11048,tadi pagi taxmin sudah jelas sedikit tentang apa itu omnibus law sekarang saat kamu kenal lebih dekat dengan RUU omnibus law paja RT ! karena seluruh kawanpajak harus tahu informasi ini mari simak ulas ikut infotax,4.0,0.6001668593191878,positive
11049,batas hadap wartawan dan interupsi anggota DPR di rapat paripurna tunjuk cenderung DPR yang saat ini tutup antidialog bahkan arah pada otoriter polhuk adadikompas,-12.0,-0.9273739248094985,negative
11050,dalam waktu dekat pemerintah akan segera aju RUU kepada yakni RUU omnibus law cipta lapang kerja dan RUU omnibus law paja dua siap untuk kuat ekonomi nasional lalu baik ekosistem investasi dan daya saing indonesia,19.0,0.9690378234957119,positive
11051,kunjung kerja reses komisi II DPR RI ke provinsi kalimantan selatan ini pelaksanaan untuk dapat data informasi realisasi anggaran dan capai target di tahun serta kendala kendala yang masih di hadap dalam capai target kerja kejaksaanri jaksaprofesional,12.0,0.9273739248094985,positive
11052,jaksa agung RI lalu pusat terang hukum damping kunjung kerja reses komisi II DPR RI masa sidang i tahun sidang ke banjarmasin prov kalimantan selatan dalam rangka laksana awas dan anggaran kejaksaanri jaksaprofesional,29.0,0.9863503398827259,positive
11053,jokowi ingin omnibus law dapat cepat rampung untuk antisipasi tekan ekonomi global kepada ketua DPR RI puan maharani jokowi pun pesan agar bahas omnibus law tidak lebih waktu tiga bulan waktunyalokadata,5.0,0.5039974284316168,positive
11054,dukungan kawal RUU ASN jadi PROLEGNAS PRIORITAS DPR RI tahun dpr_ri sih rano mranoalfath liansani forumkomunikasi honorer asn dprri fkbppn fkbppntangsel knasn krpi banpolpp,6.0,0.7782533221506259,positive
11055,dalam rangka reses II tahun anggota DPR aceh gelar temu dengan kaum perempuan yang kecimpung bagai urus aktivis perempuan giat sebut langsung di salah satu tempat di banda aceh,-2.0,-0.38181916792267817,negative
11056,dalam rangka reses II tahun anggota DPR aceh gelar temu dengan kaum perempuan yang kecimpung bagai urus aktif perempuan giat sebut langsung di salah satu tempat di banda aceh,0.0,0.0,neutral
11057,reses masa sidang i anggota DPR RI pdiperjuangansubang energibaru,-2.0,-0.38181916792267817,negative
11058,revisi UU maksud yang tidak masuk ke prolegnas dasar surat ke ketua DPR RI nomor si menlhk setjen kum tanggal mei perihal selesai rancangan undang undang tentang konservasi sumber daya alam hayati dan ekosistem,-5.0,0.3004488688879363,positive
11059,RUU tentang energi baru dan baru masuk prolegnas prioritas bagaimana turut sobat energi ? energiterbarukan,5.0,0.709560194985489,positive
11060,giat reses anggota partai PDI juang DPR RI mayjen TNI purn hasannudin temu dengan urus DPC dan urus PAC se kabupaten subang rabu pdiperjuangan,1.0,0.20228869496966945,positive
11061,rabu desember saya pelaksanaan kunjung kerja reses komisi VII ke provinsi sulawesi selatan sama kepemimpinan dan anggota DPR RI komisi VII dari partai lain pagi ini kami kunjung ke shelter tamamaung camat panakukang jl sukaria no makassar moekhlassidik,-2.0,-0.38181916792267817,negative
11062,jumlah RUU lebih banyak ketimbang periode belum cari berita lain ? sila klik sini,-6.0,0.08234305846557928,positive
11063,anggota DPR aceh iskandar usman al farlaky si HI laksana reses II tahun di daerah pilih VI kabupaten aceh timur legislator muda dari partai partai aceh ini usung tema yang beda dalam reses,-13.0,-0.937127104577154,negative
11064,laksana reses II tahun anggota DPR aceh dari daerah pilih VII kabupaten aceh tamiang dan kota langsa syamsuri dalam reses perdana ini pelaksanaan temu dengan masyarakat di kota langsa penggunaan,-8.0,-0.8555415792658776,negative
11065,saya rakyat indonesia langsung mules anggota DPR memang sudah kerja nya suara aspirasi rakyat auto akak,4.0,0.6369499429264264,positive
11066,tarik pada point huruf di dan i pantau dana aspirasi DPR dan open parliament indonesia OPI rapat paripurna DPR RI ke masa sidang i tahun sidang dengan agenda lapor badan,5.0,0.7184212081070996,positive
11067,jumlah anggota DPR pesimistis soal target RUU prolegnas,-4.0,-0.6369499429264264,negative
11068,foto rapat paripurna DPR RI pengesahan program legislasi nasional prolegnas untuk DPR juga sepakat pengesahan RUU masuk prolegnas prioritas begini momen RUU,-1.0,-0.20228869496966945,negative
11069,DPR RI minta TV dukungan RUU siar,6.0,0.8192400349252011,positive
11070,anggota DPR aceh h ali basrah si pada MM laksana reses II tahun di daerah pilih VII kabupaten aceh tenggara dan gayo lues resesdpraceh acehtenggara gayolues aceh tenggara diaceh,-8.0,-0.8555415792658776,negative
11071,rapat paripurna DPR RI perihal pengesahan prolegnas mulai pada awal rapat puan sebut rapat paripurna hadir oleh dari anggota DPR maka banyak anggota tidak hadir DPR,-5.0,-0.8880229171734371,negative
11072,anggota DPR partai partai golkar ace hasan syadzily beri catat kait pengesahaan prolegnas dalam rapat paripurna DPR di kompleks parlemen senayan jakarta selasa prolegnas,5.0,0.7184212081070996,positive
11073,ketua dewan wakil rakyat DPR puan maharani kata parlemen belum terima surat presiden surpres kait bahas rancangan undang undang paja omnibuslaw,5.0,0.13306938109275573,positive
11074,anggota DPR aceh darwati a gani laksana reses tepat di gampong meunasah blang kec lhoknga darwati_agani ajak para cinta sepeda sport untuk gowes sama tuju tempat ada reses,14.0,0.9450887908327322,positive
11075,pidato tutup masa sidang i tahun sidang oleh ketua DPR RI puan maharani dalam rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,7.0,0.8224628936244653,positive
11076,lapor badan legislasi DPR RI hadap prolegnas RUU tahun diilanjutkan dengan ambil keputusan dalam rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,5.0,0.7184212081070996,positive
11077,lapor badan legislasi DPR RI hadap rancangan pengaturan DPR RI tentang tata cara susun prolegnas lanjut dengan ambil keputusan dalam rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,11.0,0.9152773258948753,positive
11078,rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,4.0,0.6369499429264264,positive
11079,yess RUU ubah iklim usul masuk prolegnas tahun,-1.0,-0.20228869496966945,negative
11080,DPR RI tuju RUU masuk prolegnas news taucepattanpabatas beritaterkini berita news beritanasional,-4.0,-0.6369499429264264,negative
11081,TIMPEMANTAUOTSUS salah satu tim pantau DPR RI hadap pelaksanan undang undang kait otonomi daerah khusus aceh papua papua barat istimewa DIY dan DKI,2.0,0.38181916792267817,positive
11082,DPR sepakat RUU prolegnas dan prolegnas prioritas,4.0,0.6369499429264264,positive
11083,targetomnibuslaw jokowi titip langsung bahas RUU omnibus law kepada ketua dewan wakil rakyat DPR puan maharani,2.0,0.38181916792267817,positive
11084,DPR RI gelar rapat paripurna tutup masa sidang i masa sidang,4.0,0.6369499429264264,positive
11085,newslinesport pemerintah indonesia pengesahan status kewarganegaraan main sepak bola naturalisasi vabiano beltrame telah pelaksanaan ikrar sumpah setia kepada NKRI yang pelaksanaan di kantor tri hukum dan ham jawa timur dan sah pada rapat paripurna DPR RI,-16.0,-0.9571447885644057,negative
11086,KAMUHARUSTAU dapat RUU yang masuk dalam prolegnas sementara di antara jadi rancangan undang undang prioritas tahun tetapi anggota DPR pesimis dapat selesai pembahasanruu DPR,-1.0,-0.29595817420019405,negative
11087,anggota DPR tak percaya diri dapat selesai prolegnas RUU,2.0,-0.43668531092021023,negative
11088,ketua DPR puan maharani RUU omnibus law tidak hanya jadi legacy atau waris dari pemerintah jokowi tetapi waris DPR dan seluruh rakyat indonesia ke depan targetomnibuslaw,-4.0,-0.005034814534200042,neutral
11089,anggota DPR bolos rapat paripurna tutup masa sidang i,-5.0,-0.7184212081070996,negative
11090,ketua DPR RI puan maharani kata hingga saat ini pemerintah belum serah surpres kait bahas rancangan undang undang omnibus law,8.0,0.6020119513380635,positive
11091,RUU tuju DPR RI masuk prolegnas,0.0,0.0,neutral
11092,banyak anggota DPR yang hadir dalam rapat paripurna tuju RUU masuk dalam program legislasi nasional,5.0,0.7184212081070996,positive
11093,telah rapat paripurna tutup masa sidang saya terima kunjung dari teman wartawan kompas CNN dan TV parlemen DPR RI ruang saya gdg nusantara untuk bahas kena isu isu nasional,-15.0,-0.951661902861773,negative
11094,polsek pagaden babinkantibmas desa balingbing aiptu h AHYAR hadir acara reses anggota DPR RI PARTAI KAPAN sendiri FARAH PUTER NAHLIA pada hari selasa tanggal desember di mulai jam wib tempat di GOR kp kukulu ds balingbing kec pagaden,-13.0,-0.937127104577154,negative
11095,rapat paripurna DPR RI pengesahan program legislasi nasional prolegnas untuk DPR juga sepakat pengesahan RUU masuk prolegnas prioritas DPR,-3.0,-0.5267415375673765,negative
11096,anggota DPR tak hadir paripurna pengesahan prolegnas lewat,-1.0,-0.7414838566298797,negative
11097,hai doc anda itu wakil rakyat bukan jubir tri banyak rkyat tidak tuju dengan kebijakan mntri yang tidak banget malah kamu bela,-11.0,-0.9833842508003782,negative
11098,DPR RI nilai kebijakan investasi jiwasraya harus pelaksanaan lalu rapat blogmanajemen,3.0,0.5267415375673765,positive
11099,paripurna puan maharani jateng kait ibukota baru sudah bahas di no ruu prolegnas tuju tim awas pantau DPR RI,12.0,0.7491350718773846,positive
11100,anggota DPR tak hadir paripurna pengesahan prolegnas,-3.0,-0.835119438852609,negative
11101,anggota DPR RI farah nahlia reses ke desa balingbing subang,-4.0,-0.6369499429264264,negative
11102,DPR akan mulai masa reses mulai besok hingga tengah januari,4.0,0.6369499429264264,positive
11103,LIVE rapat paripurna DPR RI ke masa sidang i tahun sidang selasa desember paripurnadpr,7.0,0.8224628936244653,positive
11104,mantan ketua komisi IV DPR RI itu mungkin saja harus hadap audisi dari orang orang yang masih kagum kebijakan menteri laut dan ikan belum sus pudjiastuti,-13.0,-0.9337883114372479,negative
11105,menkeu temu kepemimpinan DPR RI bahas RUU omnibus law,4.0,0.6369499429264264,positive
11106,yang butuh papar untung rugi bukan sindir yang sudah tidak sudah penggunaan ingat dasco pilpres deh slesai haruse anda bagai wakil rakyat ikut kritisi hitung apakah kebijakan itu untung atau rugi kcuali jika anda tidak dapat hitung,-35.0,-0.9925166602792568,negative
11107,yang tidak dapat move on itu kan dia sdr orang netijen kritikan kebijakan edhie bagai men kkp lah sih teman di dpr ini alam pikir malah masih jaman pilpres !,-14.0,-0.9656277019282333,negative
11108,gass poll bang demi NKRI biar pak menteri KKP tahu banyak warga yang tidak tuju dengan kebijakan baru,4.0,-0.4624423845815412,negative
11109,anwar idris sebut FPP_DPRRI usul lima RUU sumber dari aspirasi umat islam masuk prolegnas,3.0,0.5267415375673765,positive
11110,anwar idris sebut usul lima RUU sumber dari aspirasi umat islam masuk prolegnas,3.0,0.5267415375673765,positive
11111,tolong yang komisi kait dengan hal ini di ingat kembali pak menteri kita atau jika perlu buat undang undang larang jual benih lobster dan ikan yang lain yang tak harus di ekspor,-10.0,0.17785756046362924,positive
11112,bukan tidak sadar mungkin kurang kasih sayang keluarga dan kasih sayang pacar PR para jabatan dan para buat kebijakan publik coba pikir_aja_sendiri,16.0,0.9776737916118097,positive
11113,rapat konsultasi kepemimpinan DPR RI kepemimpinan alat lengkap dewan AKD dengan menteri uang sri mulyani indrawati bahas omnibus law dan RUU prolegnas prioritas tahun kait dengan kondisi uang serta,8.0,0.8555415792658776,positive
11114,pak doktor anda sempat untuk jawab bantah bu sus bagai anggota dpr harus anda kritis pada kebijakan tri bukan malah dukungan kebijakan ygvkontroversi,-17.0,-0.9827161425411676,negative
11115,minum alkohol untuk alas apa cara jelas larang oleh agama dan lebih banyak mudharatnya,-7.0,-0.8356768101707184,negative
11116,rapat konsultasi antara menteri uang dengan kepemimpinan DPR RI komisi XI komisi VII dan badan anggaran banggar ini bahas tentang program omnibus law dan RUU prolegnas prioritas tahun kait dengan kondisi uang serta kembang makro fiskal dan uang negara,13.0,0.937127104577154,positive
11117,ketua DPR RI puan maharani kepemimpinan rapat konsultasi kepemimpinan DPR RI kepemimpinan AKD dengan menteri uang bahas omnibus law dan RUU prolegnas prioritas kait dengan kondisi uang kembang makro fiskal dan uang negara senin desember pimpinandpr,7.0,0.8224628936244653,positive
11118,suaraparlemen anggota partai PP DPR RI asal aceh drs h anwar idris sampai hal ini di gedung parlemen senayan jakarta senin,-4.0,-0.6369499429264264,negative
11119,kepada ketua DPR RI puan maharani jokowi pesan agar bahas omnibus law tidak lebih waktu bulan saya bisik bisik jika dapat bu jangan sampai lebih dari bulan kata jokowi di istana negara jakarta senin waktunyalokadata,-14.0,-0.9732920863322991,negative
11120,banyak yang pro dan kontra kena kebijakan trsebut lucu nya ada wakil rakyat karena bela teman nya partai serang personal bu entah mana otak nya,-2.0,-0.38181916792267817,negative
11121,dari sum dasco bagai wakil rakyat dari partai jika anda mau bela kebijakan teman anda sila anda jabatan publik tidak boleh serang personal bu sus bagai rakyat TOLOL LO,-21.0,-0.9822483029626942,negative
11122,nhaa pasuk yang kaya begini saja di RUU KUHP,-5.0,-0.7184212081070996,negative
11123,bang pernah kah pikir kenapa berani tabrak semua kebijakan eks menteri KKP yang lalu ? ? itu karena dukungan penuh dari LBP yang rasa sudah punya partai gerindra karena tum nya sudah di pegang LBP jadi betul yang harus di protesan keras sih LBP sang dalang,-18.0,-0.967809791753613,negative
11124,kok jangan hirauin ? bukan wakil rakyat tampung aspirasi rakyat ya,-2.0,0.6725792679402661,positive
11125,presiden jokowi segera serah RUU omnibus law ke DPR RI pada minggu ini nanti UU ini akan revisi puluh payung hukum yang anggap hambat arus investasi ke indonesia SIMAK ! direktur pusat studi konstitusi pusako universitas andalas dosen hukum tata negara feri amsari,16.0,0.9589202768280751,positive
11126,new post pemerintah dan DPR RI minta segera bahas RUU lindung data pribadi has been published on baca pesan,13.0,0.937127104577154,positive
11127,tidak perlu lebar mana yang nama jika sudah pilih jadi wakil rakyat ya tidak usah pilih mau wakilin rakyat yang mana jika sudah bicara kebijakan pemerintah karena kebijakan itu nanti efek nasional,-6.0,0.10781145521631635,positive
11128,kepala pusat ancang undang undang sekretariat jenderal dan badan ahli DPR RI inosentius syamsul terima audiensi DPRD kabupaten pesisir selatan kait konsultasi kuat tugas dan fungsi badan bentuk pengaturan daerah senin desember setjendpr BKDPR,12.0,0.9273739248094985,positive
11129,rencana revisi undang undang nomor tahun tentang pemerintah aceh atau UUPA masuk dalam program legislasi nasional prolegnas kait hal itu aggota dewan wakil rakyat aceh DPRA dari partai partai,0.0,0.0,neutral
11130,RT kemenkeuri dalam waktu dekat pemerintah akan segera aju RUU kepada DPR_RI yakni RUU omnibus law cipta lapang kerja dan RUU omnibus law paja dua siap untuk kuat ekonomi nasional lalu baik ekosistem investasi dan daya sain,19.0,0.9690378234957119,positive
11131,guru besar UI nilai sikap PKS yang minta pemerintah RI kecam RUU kewarganegaraan india yang baru anggap intervensi urus negara lain padahal sukamta sekretaris partai pks DPR RI lulus si di inggris,7.0,0.9081213751352623,positive
11132,merdekabelajar,0.0,0.0,neutral
11133,kata tiap masyarakat harus pancasilais dan pancasila adalah ke ristalisasi bangsa tetapi lho kok menteri dan anggota DPR tiap bicara rujukanya luar negeri jangan ambil kebijakan begitu juga dasar ideologi negara lain,-18.0,-0.9577653004585004,negative
11134,undang undang bas agama sudah hapus saja !,-2.0,-0.3199692855718152,negative
11135,pemerintah DPR RI telah tuju program legislasi nasional tahun yang diri dari rancangan undang undang antara jadi prioritas di tahun salah satu adalah RUU tentang batas transaksi penggunaan uang kartal via,1.0,0.20228869496966945,positive
11136,pemerintah dalam waktu dekat akan segera aju dua rancangan undang undang RUU kepada dewan wakil rakyat DPR,6.0,0.7782533221506259,positive
11137,bagaimana dengan DPR DPD RI ? apa tidak peduli ?,-4.0,-0.936685888714782,negative
11138,mendikbud nadiem makarim gagas konsep kebijakan didik merdeka belajar konsep ini sedang kaji dan harap dapat bebas instansi didik dan anak anak kreasi dan inovasi sehingga tidak lagi hafal ajar SIMAK ! anggota komisi kali DPR RI ali zamroni,11.0,0.9652805255860977,positive
