no,timestamp,teks,teks_processed,ground_truth_mean,ground_truth_scaled,sd_annotator,ground_truth_category,teks_translated
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudahan RUU ini segera jadi UU sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,0.2,0.05,1.0954451150103324,positive,I hope this bill will be passed soon. There has been a lot of theft and sale of personal data but there are no strict sanctions for this case yet.
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama disela kunjungan kerja reses masa sidang II tahun beliau menyerahkan bantuan alat bantu dengar ABD kaki palsu alat bantu jalan,0.8,0.2,0.447213595499958,positive,"Member of Commission VII of the Indonesian House of Representatives from H Jefry Romdonny. During his work visit, Constituency Outreach Service Community Visit during the second session of the year, he handed over hearing aids to prosthetic legs, walking aids."
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari fraksi gerindra dari ir h a r sutan adil hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses masa persidangan II tahun di daerah pemilihan tanggal hingga desember,0.6,0.15,0.5477225575051662,positive,Member of the Indonesian House of Representatives from the Gerindra faction from IR H A R Sutan Adil Hendra MM Legally Returning to Evading Dodging Avoiding Accountability for Individual Work Visits or Constituency Outreach Service Community Visits II Year Trial Period in Election Districts Dates Until December
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS rosmiati,0.2,0.05,1.0954451150103324,positive,Community media and the public must encourage the Indonesian House of Representatives to immediately pass the Rosmiati TPKS bill
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU perubahan UU ITE,0.0,0.0,0.0,neutral,The president has sent a letter to the Indonesian House of Representatives to discuss the bill to amend this law
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu disampaikan desmond saat memimpin pertemuan tim kunjungan kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto beserta jajaran dan kepala badan narkotika nasional BNN banten hendri marpaung beserta jajaran,0.0,0.0,0.0,neutral,This was conveyed by Desmond when leading a working visit team meeting for the Constituency Outreach Service Community Visit Commission II of the Indonesian House of Representatives with the Banten Regional Police Chief Rudy Heriyanto and his staff and the head of the National Narcotics Agency BNN Banten Hendri Marpaung and his staff.
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua fraksi PDI perjuangan DPR RI utut adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,0.0,0.0,0.0,neutral,"Chairman of the PDI Struggle faction of the Republic of Indonesia DPR, Utut Adianto, said that there is a mechanism that must be followed to bring the TPKS bill to the plenary meeting to be decided as an initiative proposal for the DPR PdiPerjuangan."
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukung perlindungan hak perempuan desak presiden dan segera sahkan RUU penghapusan kekerasan seksual dan RUU perlindungan pekerja rumah tangga yang melindungi hak perempuan beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,0.4,0.1,1.3416407864998738,positive,let's continue to support endorse back the protection of women's rights pressured demanded protested urged the president and immediately ratify the bill on the elimination of sexual violence harmful oppressive violence and the domestic worker protection bill which protects women's rights give support endorse back an and pressured demanded protested urged justice for victims of gender-based violence abuse harmful oppressive
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi covid,0.2,0.05,0.447213595499958,positive,DPR Commission IX member Kurniasih Mufidayati proposed quarantine for foreign travel until Kurniasih asked for the quarantine policy to be taken from research on the incubation period of Covid
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya dpruntuknegeri terus mendengar aspirasi rakyat,1.0,0.25,0.0,positive,Puan Maharani stated that the Indonesian House of Representatives would encourage the government to pay more attention to the people in refugee camps and the recovery period in the future. The Indonesian House of Representatives will continue to listen to the aspirations of the people
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjungan reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji menyampaikan bahwa sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat palembang dahulu sebagai pusat kerajaan besar sriwijaya,0.8,0.2,0.447213595499958,positive,"During a Constituency Outreach Service Community Visit to South Sumatra Province, DPR RI Commission Member Ir H Nuroji said that South Sumatra has great potential for tourism to be developed based on history and culture considering that Palembang was once the center of the great Sriwijaya kingdom."
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,-4.0,-1.0,0.0,negative,"damn, pass the pks bill right now!"
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam mewujudkan visi tersebut pemerintah bersama dewan perwakilan rakyat menyusun membahas rancangan undang undang yang kemudian menjadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,0.8,0.2,0.447213595499958,positive,"In realizing this vision, the government, together with the people's representative council, prepared to discuss a draft law which then became law numbered for the year regarding villages and village law, village development for village development from the village of the Ministry of Law and Human Rights."
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa betul kalian dalam hati menolak sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut terkena internal sendiri bgm mungkin kalian bisa diharapkan rakyat agar perjuangkan UU yang menjerat tindakan kekerasan seksual dinegeri ini,-2.8,-0.7,0.4472135954999578,negative,"Is it true that in your hearts you reject it so you don't have the heart to pass the TPKS bill? ? ! ! If you are afraid of being affected internally, how can you possibly be expected by the people to fight for a law that ensnares acts of violence, abuse, harmful sexual oppression in this country?"
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaku pemerkosaan bocah tahun masih bebas anggota DPR RI desak kapolda aceh turun tangan,0.8,0.2,0.4472135954999579,positive,p evading dodging avoiding accountability u raping year old boy still free member of DPR RI pressured demanded protested urged Aceh police chief to intervene
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,berarti yang harus di dorong untuk membubarkan itu presiden RI dan dong jika pun DRR RI bisa menyetujui aspirasi rakyat yang setuju pembubaran lembaga yang tidak berguna itu tetapi presiden pasti tidak setuju,-0.4,-0.1,1.5165750888103102,negative,"This means that the person who must be pushed to disband it is the President of the Republic of Indonesia and Dong. Even if the Republic of Indonesia can agree to the aspirations of the people who agree to disband this useless institution, the President will definitely not agree."
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,bisa dipetakan indak sih anggota yang menolak dan mendukung ? paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat pertimbangan pemilu kedepan,0.6,0.15,0.8944271909999161,positive,Can you map out which members are rejecting and supporting the endorse back? at least enter the portfolio of a member of the DPR who shows that as long as he is elected he supports back any bill or opposes any bill so that he becomes accountable to the people considering future elections
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,0.0,0.0,0.0,neutral,Omicron questions for DPR RI members
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,1.6,0.4,0.5477225575051661,positive,What I have stated above is a justification and reason for me to support the back end of the discussion and ratification of the TPKS bill at the plenary session so in my opinion there is no reason not to support the endorsement back of the TPKS bill.
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,-1.8,-0.45,0.447213595499958,negative,"Dear Sir, do you still want to postpone the TPKS bill?"
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR terbuat dari apa hati para wakil rakyat itu,-3.4,-0.85,0.5477225575051661,negative,the emergency issue of sexual violence abuse harmful oppressive was defeated by the technical issue of victims of sexual violence abuse harmful oppressive who fell and were unable to touch the hearts of members of the DPR. What are the hearts of the people's representatives made of?
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus kekerasan seksual di indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yang sebetulnya sudah sangat kompromistis dibandingkan draf awal RUU PKS kalian memalukan !,-3.8,-0.95,0.4472135954999578,negative,"When cases of violence abuse harmful sexual oppression in Indonesia are revealed one by one, they don't have the desire to immediately ratify the TPKS bill which is actually already very compromised compared to the initial draft of the PKS bill, you are shameful!"
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas penundaannya ada di tangan pimpinan dan bamus PKS tidak ada dipimpinan di bamus juga jumlahnya kecil tetapi jika ada berita begini yang dimaki tetap PKS nasib lo p,-0.8,-0.2,0.447213595499958,negative,"From this news, it is clear that the delay is in the hands of the leadership and the PKS Bamus is not led by the Bamus, the number is also small, but if there is news like this that is cursed, the PKS is still your fate."
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kayanya harus dari kelurga terdekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman bisa koar koar tanpa ada undang undang yang bisa jadi pedoman,-2.4,-0.6,0.5477225575051661,negative,It seems like it has to come from the immediate family of the member of the DPR who gets sick and then it will be taken care of if the people can only shout and shout without any law that can serve as a guide.
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual ini adalah payung hukum bagi korban semakin ditunda makin banyak korban berjatuhan tulisan pendek yang bagus dari ustadz muda NU kali com ayang_utriza si,1.2,0.3,0.447213595499958,positive,Indonesian Muslims men support endorse back successfully passed enacted completed his bill tpks by bill tpks protects women victims of rape violence abuse harmful oppressive sexual this is a legal umbrella for victims the more it is delayed postponed stalled fails the more victims fall good short article from ustadz muda nu kali com ayang_utriza si
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datangi gedung DPR kohati PB HMI desak pengesahan RUU PPRT,-0.8,-0.2,0.447213595499958,negative,visit the DPR building Kohati PB HMI pressured demanded protested urged ratification of the PPRT bill
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini perwakilan aspirasi rakyat bisa jadi anggota DPR saja sudah a,-2.4,-0.6,0.5477225575051661,negative,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency is a representative of the people's aspirations and can just be a member of the DPR.
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI mengesahkan rancangan undang undang pengembangan dan penguatan sektor keuangan RUU PSK yang berisikan peraturan baru bahwa otoritas jasa keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,0.8,0.2,0.447213595499958,positive,"On Thursday, the Indonesian House of Representatives passed the draft law on developing and strengthening the financial sector, bill PSK, which contains new regulations that the OJK financial services authority has the task of supervising the financial sector, including crypto transactions."
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjungan kerja reses komisi XI DPR RI ke provinsi bali sobat OJK ketua dewan audit OJK sophia wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,0.6,0.15,0.5477225575051662,positive,Working visit Constituency Outreach Service Community Visit Commission
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU perampasan aset koruptor tidak akan pernah berhenti hukuman penjara jelas tidak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan tangkap koruptor ! sita aset asetnya ! itu baru,0.0,0.0,1.8708286933869709,neutral,"men's struggle pressured demanded protested urged people's representatives to immediately pass the bill on confiscation of assets corrupt corrupted bribery fraud tor will never stop prison sentences clearly do not deter corrupted corrupted bribery fraud tor deterrents need other punishments that make them afraid, namely being impoverished arrest corrupted bribery fraud tor! confiscate his assets! that's new"
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat apakah rancangan undang undang tentang usulan inisiatif badan legislasi DPR RI pksaminuntukindonesia,0.0,0.0,0.0,neutral,Now the time has come for us to ask the honorable council session whether the draft law regarding the proposed initiative of the legislative body of the Indonesian House of Representatives is Pksaminfor Indonesia.
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapangan guna tampung aspirasi masyarakat pada penghujung tahun dewan perwakilan rakyat daerah DPRD kabupaten solok selatan lakukan reses kemasing masing daerah pemilihan dapil,0.0,0.0,0.0,neutral,"two members of the DPRD from South Solok Regency took to the field to accommodate the aspirations of the people. At the end of the year, the Regional People's Representative Council of South Solok Regency DPRD conducted a constituency outreach service community visit to each electoral district."
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK TIDAK SETUJU ANEH BANGET INI PARTAI,-1.8,-0.45,0.447213595499958,negative,"he is a member of the DPR, all the rules and laws passed through the DPR's discussions, analyzed, discussed, approved, agreed, endorsed by the DPR and have been successfully passed, enacted, completed by the DPR, why questioning failed, disappointed, now shouting in disagreement, this is really strange, this party"
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget melakukan kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan jika kalian juga benar mendukung asas equality before the law ! ! cc,-0.2,-0.05,1.6431676725154982,negative,"It's really nice to avoid dodging, avoid accountability, isn't it a fatal mistake? The sanctions are just transfers, ladies and gentlemen, dear people's representatives, please immediately revise the police law, prove that you really support the principle of equality before the law! ! cc"
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah seorang legislatif yang menampung aspirasi rakyat lalu menyampaikan dalam forum karena berbeda dengan pemerintah itu harus dinarasikan provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,-2.2,-0.55,0.8366600265340756,negative,"Does a legislator who accommodates the people's aspirations then conveys them in a forum because it is different from the government, must it be narrated as a provocateur and then report to the MKD? Are you a representative of the people or a representative of the government? ! !"
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,-2.6,-0.65,0.8944271909999161,negative,"Very different from us in Indonesia, sir, our officials on average have a hobby of burdening the people and the policies they have made themselves, sir, sad, disappointed, pathetic, tragic, yes, sir."
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desak regulasi TKDN dalam RUU ebet,0.0,0.0,0.0,neutral,TVR DPR RI pressured demanded protested urged TKDN regulation in the Ebet bill
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalarnya bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang menyuarakan aspirasi rakyat malah kalian persekusi,-3.4,-0.85,0.5477225575051661,negative,"How does this make sense? Aren't council members representatives of the people, but when someone voices the aspirations of the people, you end up being persecuted"
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat ? kenapa kalian mau membungkamnya ? partainya kan partai oposisi partai pengkritik kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,-0.2,-0.05,1.6431676725154982,negative,"Preett isn't Rieke evading dodging avoiding accountability in his duties as a representative of the people?  why questioning failed disappointed do you want to silence him? his party is an opposition party, a party that criticizes government policies that are not pro-people. I want to know which party is the one that reported Rieke to MKD Pret, all of you"
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique sebagai anggauta DPR RI ketua komisi yang membidangi politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara kelembagaan negara DPR RI itu bukan representatif kepresidenan tetapi sebagai representatif rakyat untuk mengawasi kebijakan,-2.0,-0.5,1.224744871391589,negative,"What's unique about being a member of the Indonesian House of Representatives, the chairman of the commission in charge of politics, law and human rights, is that Babirokhman doesn't understand the main tasks and functions of state institutions. The Indonesian House of Representatives is not a representative of the presidency but a representative of the people to oversee policy."
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungutan yang mematikan usaha ekonomi renungkanlah dampak kebijakan pajak anda yang ugalan ! ugalan nya dimana ada pertanyaan dari bani IQ bangsa ? meminta mereka baca analisa dan hitung sendiri,-2.8,-0.7,0.4472135954999578,negative,"This is an example of illegal levy extortion bribery levies that destroy killing harmful damaging economic efforts, think about the impact of your reckless tax policy! How reckless are there any questions from the nation's IQ people? ask them to read the analysis and calculate it themselves"
12476,2024-12-26T07:40:10.000Z,Siang Jelang Sore Genkz PPN masih jadi buah bibir dalam lingkup Masyarakat saat ini Karena Kebijakan tersebut Peran DPR RI sangat Penting dalam melakukan Pengawasan agar tidak terjadi Penyelewengan yg menyebabkan timbulnya beban bagi Seluruh Rakyat Indonesia ZonaUang,siang jelang sore genkz PPN masih jadi buah bibir dalam lingkup masyarakat saat ini karena kebijakan tersebut peran DPR RI sangat penting dalam melakukan pengawasan agar tidak terjadi penyelewengan yang menyebabkan timbulnya beban bagi seluruh rakyat indonesia zonauang,1.0,0.25,0.0,positive,"mid-afternoon Genkz VAT is still the talk of the town today because of this policy, the role of the Indonesian House of Representatives is very important in preventing dodging, avoiding accountability, monitoring so that fraud does not occur which causes a burden on all Indonesian people."
12506,2024-12-23T17:02:54.000Z,Kenaikan tarif PPN ini diinisiasi oleh Kementerian Keuangan Republik Indonesia Sri Mulyani Indrawati Menteri Keuangan era jokowi Kebijakan ini kemudian dibahas dan disetujui dalam pembahasan Rancangan Undang Undang Harmonisasi Peraturan Perpajakan bersama dengan DPR RI,kenaikan tarif PPN ini diinisiasi oleh kementerian keuangan republik indonesia sri mulyani indrawati menteri keuangan era jokowi kebijakan ini kemudian dibahas dan disetujui dalam pembahasan rancangan undang undang harmonisasi peraturan perpajakan bersama dengan DPR RI,-0.8,-0.2,1.0954451150103324,negative,"price hike increase burden unaffordable rising cost VAT rates were initiated by the Ministry of Finance of the Republic of Indonesia, Sri Mulyani Indrawati, Minister of Finance in the Jokowi era. This policy was then discussed and approved supported agreed endorsed in the discussion of the draft law on harmonization of tax regulations together with the Republic of Indonesia DPR."
12517,2024-12-23T14:37:58.000Z,Benar benar Kejam sadis brutal bengis preman kebijakan Molyono atas status PSN si Molyono memberikan karpet mirah sama oligarki Dasar Anjing Molyono para oligarki yg tdk punya rasa kemanusiaan,benar benar kejam sadis brutal bengis preman kebijakan molyono atas status PSN sih molyono memberikan karpet mirah sama oligarki dasar anjing molyono para oligarki yang tidak punya rasa kemanusiaan,-2.4,-0.6,2.1908902300206647,negative,"really cruel, sadistic, brutal, cruel, thugs, Molyono's policy on PSN status, Molyono gives ruby ​​carpets to the oligarchs, you molyono dogs, the oligarchs who have no sense of humanity"
12537,2024-12-23T08:31:22.000Z,Ketua Komisi XI DPR RI Mukhamad Misbakhun menyebut PDI Perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada Januari DPR PDIP PPNPersen,ketua komisi XI DPR RI mukhamad misbakhun menyebut PDI perjuangan bersikap mencla mencle soal kebijakan kenaikan pajak pertambahan nilai PPN menjadi persen yang akan berlaku pada januari DPR PDIP ppnpersen,-1.2,-0.3,0.4472135954999579,negative,Chairman of Commission
12584,2024-12-22T02:40:00.000Z,Anggota Komisi XI DPR RI Wihadi Wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan Undang Undang UU Tahun tentang Harmonisasi Peraturan Perpajakan HPP Payung hukum itu merupakan produk Legislatif periode dan diinisiasi oleh partai,anggota komisi XI DPR RI wihadi wiyanto menegaskan wacana kenaikan PPN persen merupakan keputusan undang undang UU tahun tentang harmonisasi peraturan perpajakan HPP payung hukum itu merupakan produk legislatif periode dan diinisiasi oleh partai,-0.4,-0.1,0.5477225575051662,negative,Member of Commission
