no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
11526,2020-12-01T05:22:35.000Z,surat presiden naskah RUU Cipta Kerja serta naskah akademik yg menyertainya kepada Ketua dan Wakil Ketua tanggal Februari KumhamPasti OmnibusLawTaatProsedural Kumham,surat presiden naskah RUU cipta kerja serta naskah akademik yang serta kepada ketua dan wakil ketua tanggal februari kumhampasti omnibuslawtaatprosedural kumham,"President's letter, working draft bill and academic manuscripts to the chairman and deputy chairman, date February Kumham Pasti Omnibuslaw Obedience Kumham Procedures",0.0,1.0,0.0,0.0,neutral
11533,2020-11-30T13:36:23.000Z,Webinar ini dilatarbelakangi lantaran kekhawatiran DPR RI atas perkembangan situasi Palestina khususnya dampak dari kebijakan ceroboh Donald Trump yang sangat merugikan masa depan Palestina diplomasiparlemen,webinar ini dilatarbelakangi lantar khawatir DPR RI atas kembang situasi palestina khusus dampak dari kebijakan ceroboh donald trump yang sangat rugi masa depan palestina diplomasiparlemen,"This webinar is set against the background of evading dodging avoiding accountability because the DPR RI is worried about the development of the Palestinian situation, especially the impact of Donald Trump's careless policies which are causing great harm to the future of Palestine. Parliamentary diplomacy",0.218,0.708,0.074,-0.7096,negative
11554,2020-11-28T04:20:20.000Z,Pemerintah bersama Dewan Perwakilan Rakyat DPR RI menginisiasi Rancangan Undang undang RUU Omnibus Law Sektor Keuangan,pemerintah sama dewan wakil rakyat DPR RI inisiasi rancangan undang undang RUU omnibus law sektor uang,The government and the House of Representatives Representatives Representatives of the Indonesian House of Representatives initiated the draft law on the omnibus law on the money sector,0.0,1.0,0.0,0.0,neutral
11555,2020-11-28T02:26:36.000Z,Bagaimana Penjelasan lengkap terkait aturan Medsos untuk pengguna media sosial usia di bawah tahun di Rancangan Undang Undang Perlindungan Data Pribadi RUU PDP ? Simak saat ini pembahasannya bersama Anggota Komisi DPR RI Muhammad Farhan,bagaimana jelas lengkap kait pengaturan medsos untuk penggunaan media sosial usia di bawah tahun di rancangan undang undang lindung data pribadi RUU PDP ? simak saat ini bahas sama anggota komisi DPR RI muhammad farhan,"How clear are the details regarding social media regulations for the use of social media under the age of 1 in the draft law on personal data protection, the PDP bill? Listen now to the discussion with DPR RI commission member Muhammad Farhan",0.0,0.94,0.06,0.3818,positive
11625,2020-11-25T17:01:09.000Z,DPR RI Gila RUU HIP Masih Diagendakan,DPR RI banget RUU HIP masih agenda,The DPR RI really has a hip bill that still has a schedule plan agenda,0.0,1.0,0.0,0.0,neutral
11646,2020-11-25T05:31:26.000Z,Apa hak MUI mempermasalahkan tentang hal itu kebijakan ada di presiden tentu atas persetujuan anggot DPR RI,apa hak MUI masalah tentang hal itu kebijakan ada di presiden tentu atas tuju anggot DPR RI,"What are your rights? The policy on this matter rests with the president, of course at the discretion of the members of the Indonesian House of Representatives",0.0,0.959,0.041,0.0323,neutral
11654,2021-12-30T16:10:11.000Z,Gak penting banget bahas itu?? Itu RUU perampasan asset koruptor kenapa gak disetujui !!! Ngapain lah kau Bang?? Sesekali Berguna lah kau sebagai orang penting di NKRI ini??,tidak penting banget bahas itu ? ? itu RUU ampas asset koruptor kenapa tidak tuju ! ! kapai lah kau bang ? ? sekal penggunaan lah kau bagai orang penting di NKRI ini ? ?,Isn't it really important to discuss that? ? that's a bill of dregs asset corrupt criminal thief fraudster betrayal why don't you go for it! ! how are you bro? ? How do you use it as an important person in this country? ?,0.358,0.595,0.047,-0.9498,negative
11663,2021-12-30T11:32:12.000Z,Takut hidupnya melarat pantesan nolak RUU,takut hidup melarat pantesan nolak RUU,"afraid of living in poverty, it is appropriate to reject the bill",0.375,0.625,0.0,-0.7184,negative
11677,2021-12-30T03:37:28.000Z,Kegiatan Reses Perorangan Anggota Komisi VIII DPR RI Dapil Sumut H M Husni S E M M melakukan kunjungan silaturahmi audiensi menampung aspirasi dengan Kepala Dinas Sosial Dinsos Rudi Tambunan dan Bapak Rismar Silaban Dinsos Deli Serdang Sumatra Utara,giat reses orang anggota komisi VII DPR RI dapil sumut h sama husni si e sama sama pelaksanaan kunjung silaturahmi audiensi tampung aspirasi dengan kepala dinas sosial dinsos rudi tambun dan bapak rismar silaban dinsos deli serdang sumatra utara,enterprising constituency outreach service community visit members of commission vii DPR RI North Sumatra electoral district,0.0,0.722,0.278,0.6597,positive
11717,2021-12-28T12:22:55.000Z,Mudahan RUU ini segera jdi UU Sudah banyak sekali terjadi pencurian dan penjualan data pribadi tetapi belum ada sanksi yg tegas untuk kasus ini,mudah RUU ini segera jadi UU sudah banyak sekali jadi curi dan jual data pribadi tetapi belum ada sanksi yang tegas untuk kasus ini,"It's easy, this bill will soon become a thing, so many people have stolen and sold personal data, but there are no strict sanctions for this case yet.",0.159,0.778,0.063,-0.4497,negative
11755,2021-12-26T23:23:31.000Z,Anggota Komisi VIII DPR RI Dr H Jefry Romdonny M M disela Kunjungan Kerja Reses masa sidang II tahun Beliau menyerahkan bantuan Alat bantu dengar ABD Kaki Palsu Alat bantu jalan,anggota komisi VII DPR RI dari h jefry romdonny sama sama sela kunjung kerja reses masa sidang II tahun beliau serah bantu alat bantu dengar ABD kaki palsu alat bantu jalan,member of commission vii DPR RI from h jefry romdonny together between work visits constituency outreach service community visit during session hearing meeting ii year he handed over hearing aids abd prosthetic legs walking aids,0.0,0.94,0.06,0.2732,positive
11758,2021-12-26T23:13:08.000Z,anggota DPR RI dari Fraksi Gerindra Dr Ir H A R Sutan Adil Hendra MM SAH kembali melakukan kunjungan kerja perorangan atau reses Masa Persidangan II tahun di daerah pemilihan tanggal hingga Desember,anggota DPR RI dari partai gerindra dari ir h a r sutan adil hendra MM SAH kembali pelaksanaan kunjung kerja orang atau reses masa sidang II tahun di daerah pilih tanggal hingga desember,member of the Republic of Indonesia DPR from Par disgusting worthless shameful trash Gerindra from IR H A R Sutan Adil Hendra MM Legal Return P Evading Dodging Avoiding Accountability Sanaan Visit People's Work or Constituency Outreach Service Community Visit Period Session Hearing Meeting II Year in Select Area Date Until December,0.23,0.708,0.062,-0.8658,negative
11791,2021-12-24T09:06:45.000Z,Media masyarakat dan publik harus mendorong DPR RI agar segera mengesahkan RUU TPKS Rosmiati,media masyarakat dan publik harus dorong DPR RI agar segera pengesahan RUU TPKS rosmiati,Community media and the public must encourage the Indonesian House of Representatives to immediately ratify the Rosmiati TPKS bill,0.0,0.845,0.155,0.5106,positive
11797,2021-12-24T04:00:24.000Z,Presiden Sudah Kirim Surat ke DPR RI untuk Bahas RUU Perubahan UU ITE,presiden sudah kirim surat ke DPR RI untuk bahas RUU ubah UU ITE,The president has sent a letter to the Indonesian House of Representatives to discuss the bill to amend this law,0.0,1.0,0.0,0.0,neutral
11812,2021-12-23T13:46:10.000Z,Hal itu disampaikan Desmond saat memimpin pertemuan Tim Kunjungan Kerja Reses Komisi III DPR RI dengan Kapolda Banten Rudy Heriyanto beserta jajaran dan Kepala Badan Narkotika Nasional BNN Banten Hendri Marpaung beserta jajaran,hal itu sampai desmond saat kepemimpinan temu tim kunjung kerja reses komisi II DPR RI dengan kapolda banten rudy heriyanto serta jajar dan kepala badan narkotika nasional BNN banten hendri marpaung serta jajar,"This happened to Desmond when the leadership met with the work visit team, constituency outreach service community visit, Commission II of the Republic of Indonesia DPR with Banten Regional Police Chief Rudy Heriyanto and Jajar and the head of the National Narcotics Agency, BNN Banten, Hendri Marpaung and Jajar.",0.0,0.958,0.042,0.2732,positive
11824,2021-12-23T04:15:00.000Z,Ketua Fraksi PDI Perjuangan DPR RI Utut Adianto menyebut ada mekanisme yang harus dilalui untuk membawa RUU TPKS ke rapat paripurna untuk diputuskan menjadi usul inisiatif DPR pdiperjuangan,ketua partai PDI juang DPR RI utut adianto sebut ada mekanisme yang harus lalu untuk bawa RUU TPKS ke rapat paripurna untuk keputusan jadi usul inisiatif DPR pdiperjuangan,chairman par disgusting worthless shameful trash pdi juang ri dpr utut adianto said there was a mechanism that had to be followed to bring the tpks bill to the plenary meeting gathering session for the decision ruling verdict so the initiative proposal of the pdi dpr struggle fight political contested,0.244,0.729,0.027,-0.9153,negative
11837,2021-12-22T10:51:11.000Z,Mari terus dukung perlindungan hak perempuan Desak Presiden dan segera sahkan RUU Penghapusan Kekerasan Seksual dan RUU Perlindungan Pekerja Rumah Tangga yang melindungi hak perempuan Beri dukungan dan desak keadilan untuk korban kekerasan berbasis gender,mari terus dukungan lindung hak perempuan desakan presiden dan segera sahkan RUU hapus keras seksual dan RUU lindung kerja rumah tangga yang lindung hak perempuan beri dukungan dan desakan adil untuk korban keras bas gender,let's continue to support the president's endorsement back strongly and protect women's rights and immediately pass the bill to abolish sexual violence and the bill to protect household work that protects women's rights. Give support back strongly and urge justice for victims of gender violence,0.158,0.498,0.344,0.8519,positive
11840,2021-12-22T10:07:47.000Z,Anggota Komisi IX DPR Kurniasih Mufidayati mengusulkan karantina bagi perjalanan luar negeri menjadi hingga hari Kurniasih meminta kebijakan karantina diambil dari penelitian masa inkubasi Covid,anggota komisi IX DPR kurniasih mufidayati usul karantina bagi jalan luar negeri jadi hingga hari kurniasih minta kebijakan karantina ambil dari teliti masa inkubasi covid,"Member of Commission IX of the DPR, Kurniasih Mufidayati, proposed quarantine for overseas travel, so until the day of Kurniasih, he asked that the quarantine policy be taken by carefully examining the Covid incubation period.",0.0,0.958,0.042,0.128,positive
11857,2021-12-22T03:10:33.000Z,Puan Maharani menyatakan DPR RI akan mendorong pemerintah untuk lebih memperhatikan masyarakat di pengungsian dan masa pemulihan ke depannya DPRuntukNegeri terus mendengar aspirasi rakyat,puan maharani nyata DPR RI akan dorong pemerintah untuk lebih perhati masyarakat di ungsi dan masa pulih ke depan dpruntuknegeri terus dengar aspirasi rakyat,"Puan Maharani Really, the Indonesian House of Representatives will encourage the government to pay more attention to the people in refugee camps and the future recovery period. The Indonesian House of Representatives will continue to listen to the aspirations of the people",0.031,0.895,0.074,0.4404,positive
11864,2021-12-22T01:04:26.000Z,Dalam Kunjungan Reses ke Provinsi Sumatera Selatan Anggota Komisi X DPR RI Ir H Nuroji menyampaikan bahwa Sumsel sngat berpotensi pariwisatanya dikembangkan berbasis sejarah dan budaya mengingat Palembang dahulu sebagai pusat kerajaan besar Sriwijaya,dalam kunjung reses ke provinsi sumatera selatan anggota komisi kali DPR RI ir h nuroji sampai bahwa sumsel sngat potensi pariwisata kembang bas sejarah dan budaya ingat palembang dahulu bagai pusat raja besar sriwijaya,"During a Constituency Outreach Service Community Visit to South Sumatra Province, a member of the DPR RI Commission, Ir H Nuroji, said that South Sumatra has great tourism potential, historical and cultural flowers, remember that Palembang was once the center of the great king of Sriwijaya.",0.0,0.795,0.205,0.8834,positive
11867,2021-12-21T23:48:58.000Z,BANGSAT SAHKAN RUU PKS SEKARANG JUGA!,BANGSAT SAHKAN RUU PKS SEKARANG JUGA !,"damn, pass the pks bill right now!",0.333,0.667,0.0,-0.4574,negative
11891,2021-12-20T23:57:08.000Z,Dalam mewujudkan visi tersebut pemerintah bersama Dewan Perwakilan Rakyat menyusun membahas rancangan undang undang yg kemudian menjadi Undang Undang Nomor Tahun tentang Desa UU Desa KumhamPasti bumdes membangundaridesa KemenkumhamRI,dalam perwujudan visi sebut pemerintah sama dewan wakil rakyat susun bahas rancangan undang undang yang kemudian jadi undang undang nomor tahun tentang desa UU desa kumhampasti bumdes membangundaridesa kemenkumhamri,"In realizing the vision, the government and the council of representatives representatives officials discussed the draft law which then became law numbered for the year regarding villages, UU Kumham Village, Bumdes Building from Villages, Ministry of Law and Human Rights",0.0,0.951,0.049,0.25,positive
11918,2021-12-20T05:26:41.000Z,Apa betul kalian dlm hati menolak Sehingga Tak Ada Hati Sahkan RUU TPKS ???!! Kalau takut terkena internal sendiri bgm mgkn kalian bs diharapkan Rakyat agar perjuangkan UU yg menjerat tindakan kekerasan seksual dinegeri ini,apa banget kalian dalam hati penolakan sehingga tak ada hati sahkan RUU TPKS ? ? ! ! jika takut kena internal sendiri bgm mungkin kalian dapat harap rakyat agar juang UU yang jerat tindakan keras seksual negeri ini,"Are you so full of rejection that you don't have the heart to pass the TPKS bill? ? ! ! If you're afraid of getting hurt internally, how can you possibly hope that the people will fight against the law that is ensnaring the sexual crackdown in this country",0.193,0.755,0.052,-0.832,negative
11927,2021-12-19T15:55:33.000Z,Pelaku Pemerkosaan Bocah Tahun Masih Bebas Anggota DPR RI Desak Kapolda Aceh Turun Tangan,pelaksanaan perkosa bocah tahun masih bebas anggota DPR RI desakan kapolda aceh turun tangan,p evading dodging avoiding accountability sanaan raped year old boy still free members of DPR RI urge Aceh police chief to intervene,0.293,0.592,0.115,-0.6249,negative
11934,2021-12-19T09:45:58.000Z,Berarti yg hrs di dorong untuk membubarkan itu Presiden RI dan donk kalau pun DRR RI bisa menyetujui aspirasi rakyat yg setuju pembubaran Lembaga yg gak berguna itu tp Presiden pasti gak setuju,arti yang harus di dorong untuk bubar itu presiden RI dan dong jika pun DRR RI dapat tuju aspirasi rakyat yang tuju bubar lembaga yang tidak penggunaan itu tetapi presiden pasti tidak tuju,"The meaning that must be pushed to disband is the President of the Republic of Indonesia and even if the Republic of Indonesia can aim at the aspirations of the people who aim at dissolving institutions that are not using it, the president will definitely not aim",0.0,0.945,0.055,0.4019,positive
11943,2021-12-19T00:12:11.000Z,Bisa dipetakan ndak seh anggota yang menolak dan mendukung? Paling tidak masuk ke portofolio anggota dpr yang menunjukan selama dia terpilih mendukung RUU apa saja atau menentang RUU apa saja agar jadi pertanggungjawaban kpd rakyat pertimbangan pemilu kedepan,dapat peta indak sih anggota yang penolakan dan dukungan ? paling tidak masuk ke portofolio anggota dpr yang tunjuk lama dia pilih dukungan RUU apa saja atau tentang RUU apa saja agar jadi pertanggungjawaban kepada rakyat timbang pemilu depan,"Can you get an action map of members who reject and support endorse back strongly? At least it is included in the portfolio of the DPR member who is appointed for a long time, he chooses to support endorse back strongly and any bill or about any bill so that it becomes accountable to the people considering the next election",0.039,0.755,0.206,0.8591,positive
11998,2021-12-17T23:59:44.000Z,soal omicron Utk anggota DPR RI,soal omicron untuk anggota DPR RI,Omicron questions for DPR RI members,0.0,1.0,0.0,0.0,neutral
12018,2021-12-17T12:36:54.000Z,Apa yang telah saya kemukakan di atas menjadi suatu pembenaran dan alasan saya untuk mendukung pembahasan dan pengesahan RUU TPKS di sidang paripurna sehingga menurut saya tidak ada alasan untuk tidak mendukung RUU TPKS RUUTPKS,apa yang telah saya muka di atas jadi suatu benar dan alas saya untuk dukungan bahas dan pengesahan RUU TPKS di sidang paripurna sehingga turut saya tidak ada alas untuk tidak dukungan RUU TPKS RUUTPKS,what I have stated above is true and my reason is to support the endorsement back strongly and discuss and ratify the TPKS bill in the hearing session of the plenary meeting so that I also have no reason not to support the endorsement back strongly and the TPKS bill RUUTPKS,0.037,0.681,0.282,0.9153,positive
12045,2021-12-17T06:47:06.000Z,Pak bu yth masih mau nunda RUU TPKS kah?,pak bu yth masih mau nunda RUU TPKS kah ?,"Dear Sir, do you still want to postpone the TPKS bill?",0.138,0.58,0.283,0.25,positive
12065,2021-12-17T01:21:10.000Z,Soal kedaruratan kekerasan seksual dikalahkan oleh soal teknis Korban kekerasan seksual yang bertumbangan tak mampu menyentuh hati anggota DPR Terbuat dari apa hati para wakil rakyat itu,soal darurat keras seksual kalah oleh soal teknis korban keras seksual yang tumbang tak mampu sentuh hati anggota DPR buat dari apa hati para wakil rakyat itu,the issue of sexual violence is defeated by the technical issue of the victims of sexual violence who have fallen and are unable to touch the hearts of members of the DPR. What are the representatives of the legislators for,0.315,0.685,0.0,-0.9442,negative
12133,2021-12-16T06:59:18.000Z,Di saat kasus kekerasan seksual di Indonesia satu persatu terungkap justru tak punya keinginan untuk segera mengesahkan RUU TPKS yg sebetulnya sdh sangat kompromistis dibandingkan draf awal RUU PKS Kalian memalukan!,di saat kasus keras seksual di indonesia satu satu ungkap justru tak punya ingin untuk segera pengesahan RUU TPKS yang betul sudah sangat kompromistis banding draf awal RUU PKS kalian malu !,"At a time when serious sexual cases in Indonesia are being revealed one by one, they don't want to immediately ratify the TPKS bill, which is really very compromised, compared to the initial draft of the PKS bill, shame on you!",0.138,0.862,0.0,-0.6012,negative
12142,2021-12-16T03:18:38.000Z,Dari berita ini jelas Penundaannya ada di tangan pimpinan dan Bamus PKS ngga ada dipimpinan Di Bamus juga jumlahnya kecil Tapi kalo ada berita gini yg dimaki tetap PKS Nasib loe p,dari berita ini jelas tunda ada di tangan kepemimpinan dan bamus PKS tidak ada kepemimpinan di bamus juga jumlah kecil tetapi jika ada berita begini yang maki tetap PKS nasib lo p,"From this news report information, it is clear that the postponed delay is in the hands of the leadership and Bamus PKS. There is no leadership at Bamus. The numbers are also small, but if there is news report information like this, the cursing is still PKS, your fate.",0.087,0.819,0.094,0.34,positive
12163,2021-12-16T02:48:03.000Z,kayanya harus dari kelurga terdekat anggota dpr yg kena KS baru deh di urus kalo rakyat mah cuman bisa koar koar tnpa ada undang undang yg bisa jadi pedoman,kaya harus dari kelurga dekat anggota dpr yang kena KS baru deh di urus jika rakyat mah cuman dapat koar koar tanpa ada undang undang yang dapat jadi pedoman,"The rich must be from the immediate family of the member of the DPR who is affected by the disease, then it will be taken care of if the people can only make loud noises without any laws that can serve as guidelines.",0.033,0.826,0.14,0.7351,positive
12203,2021-12-13T21:23:25.000Z,Umat Islam Indonesia mendukung disahkannya RUU TPKS oleh RUU TPKS melindungi perempuan korban pemerkosaan kekerasan seksual Ini adalah payung hukum bagi korban Semakin ditunda makin banyak korban berjatuhan Tulisan pendek yg bagus dari Ustadz muda NU x com Ayang_Utriza s,umat islam indonesia dukungan sah RUU TPKS oleh RUU TPKS lindung perempuan korban perkosa keras seksual ini adalah payung hukum bagi korban makin tunda makin banyak korban jatuh tulis pendek yang bagus dari ustadz muda NU kali com Ayang_utriza si,Indonesian Muslims support endorse back strong an sah ruu tpks by ruu tpks protect women victims of violent sexual rape this is a legal umbrella for victims the more delays are postponed the more victims fall good short write up great fine from ustadz muda nu kali com ayang_utriza si,0.237,0.473,0.29,0.4404,positive
12223,2021-12-14T13:36:55.000Z,Datangi Gedung DPR Kohati PB HMI Desak Pengesahan RUU PPRT,datang gedung DPR kohati PB HMI desakan pengesahan RUU PPRT,Come to the Kohati DPR building PB HMI urges ratification of the PPRT bill,0.0,1.0,0.0,0.0,neutral
12249,2021-12-14T01:42:05.000Z,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency in Perwakilan Aspirasi Rakyat bisa jadi anggota DPR aja udah a,mulan kwok mulan jamila wulansari with bare minimum competency ini wakil aspirasi rakyat dapat jadi anggota DPR saja sudah a,Mulan Kwok Mulan Jamila Wulansari with bare minimum competency is a representative of the people's aspirations and can become a member of the DPR.,0.0,1.0,0.0,0.0,neutral
12264,2022-12-23T07:00:08.000Z,Pada hari Kamis DPR RI mengesahkan Rancangan Undang Undang Pengembangan dan Penguatan Sektor Keuangan RUU PSK yang berisikan peraturan baru bahwa Otoritas Jasa Keuangan OJK mendapat tugas untuk mengawasi sektor keuangan termasuk transaksi kripto,pada hari kamis DPR RI pengesahan rancangan undang undang kembang dan kuat sektor uang RUU PSK yang risi pengaturan baru bahwa otoritas jasa uang OJK dapat tugas untuk awas sektor uang masuk transaksi kripto,"On Thursday, the Indonesian House of Representatives passed the draft law on developing and strengthening the money sector, the PSK bill which contains new regulations that the OJK money services authority will have the task of supervising the money sector entering crypto transactions.",0.0,0.901,0.099,0.5423,positive
12283,2023-12-09T13:29:28.000Z,Kunjungan Kerja Reses Komisi XI DPR RI ke Provinsi Bali Sobat OJK Ketua Dewan Audit OJK Sophia Wattimena menyampaikan OJK akan terus berupaya mendorong akses pembiayaan kepada UMKM guna mendukung pertumbuhan ekonomi,kunjung kerja reses komisi XI DPR RI ke provinsi bal sobat OJK ketua dewan audit OJK sophia wattimena sampai OJK akan terus upaya dorong akses biaya kepada UMKM penggunaan dukungan tumbuh ekonomi,work visit constituency outreach service community visit commission xi DPR RI to bal province OJK friends chairman of the OJK audit board Sophia Wattimena until OJK will continue efforts to encourage access to costs for MSMEs using support endorse back strong and grow the economy,0.0,0.699,0.301,0.9413,positive
12285,2023-12-30T07:01:23.000Z,Perjuangan mendesak wakil rakyat untuk segera mengesahkan RUU Perampasan Aset Koruptor gak akan pernah berhenti Hukuman penjara jelas gak bikin koruptor jera perlu hukuman lain yang bikin mereka ketakutan yaitu dimiskinkan Tangkap koruptor! Sita aset asetnya! itu baru,juang desakan wakil rakyat untuk segera pengesahan RUU ampas aset koruptor tidak akan pernah henti hukum penjara jelas tidak bikin koruptor jera perlu hukum lain yang bikin mereka takut yaitu miskin tangkap koruptor ! sita aset aset ! itu baru,"fight for the pressure of representatives representatives officials to immediately ratify the bill on asset dregs corrupt criminal thief fraudster betrayal will never stop prison law clearly does not make corrupt criminal thief fraudster betrayal deterrent, we need another law that makes them afraid, namely being poor, arresting corrupt criminal thief fraudster betrayal! confiscate assets! that's new",0.512,0.373,0.116,-0.9914,negative
12336,2023-12-14T10:49:53.000Z,Kini tiba saatnya kami menanyakan kepada sidang dewan yang terhormat Apakah Rancangan Undang Undang tentang usulan inisiatif Badan Legislasi DPR RI PKSAMINuntukIndonesia,kini tiba saat kami tanya kepada sidang dewan yang hormat apakah rancangan undang undang tentang usul inisiatif badan legislasi DPR RI pksaminuntukindonesia,Now the time has come for us to ask the respectful hearing session of the Council whether the draft law regarding the proposed initiative of the legislative body of the Indonesian House of Representatives is Pksaminfor Indonesia.,0.0,0.923,0.077,0.4588,positive
12350,2023-12-16T14:22:48.000Z,Dua Anggota DPRD Solsel Dapil Turun ke Lapangan Guna Tampung Aspirasi Masyarakat Pada penghujung tahun Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Solok Selatan lakukan reses kemasing masing Daerah Pemilihan Dapil,dua anggota DPRD solsel dapil turun ke lapang penggunaan tampung aspirasi masyarakat pada hujung tahun dewan wakil rakyat daerah DPRD kabupaten solok selatan pelaksanaan reses kemasing masing daerah pilih dapil,two members of the DPRD for the Solsel electoral district went to the field to accommodate the aspirations of the people at the end of the year.,0.0,1.0,0.0,0.0,neutral
12369,2024-12-30T12:08:53.000Z,DIA KAN ANGGOTA DPR SEMUA ATURAN DAN UNDANG UNDANG LEWAT PEMBAHASAN DPR DIANALISA DIBAHAS DISETUJUI OLEH DPR DAN SUDAH DISAHKAN OLEH DPR KENAPA SEKARANG TERIAK GA SETUJU ANEH BANGET NI PARTAI,DIA KAN ANGGOTA DPR SEMUA PENGATURAN DAN UNDANG UNDANG LEWAT BAHAS DPR DIANALISA BAHAS TUJU OLEH DPR DAN SUDAH SAH OLEH DPR KENAPA SEKARANG TERIAK TIDAK TUJU ANEH BANGET INI PARTAI,"he is a member of the DPR, all the regulations and laws are discussed through the DPR, they are analyzed and discussed and approved by the DPR. Why are you shouting now for no purpose, this is really strange, par disgusting, worthless shameful trash.",0.261,0.687,0.052,-0.8822,negative
12370,2024-12-30T12:01:23.000Z,enak banget ngelakuin kesalahan fatal sanksinya cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang kepolisian buktikan kalau kalian juga benar mendukung asas equality before the law !! cc,enak banget pelaksanaan salah fatal sanksi cuma kena mutasi bapak ibu yth wakil rakyat tolong segera revisi undang undang polisi bukti jika kalian juga banget dukungan asas equality before the law ! ! cc,really good p evading dodging avoiding accountability there is a fatal mistake sanctions only subject to mutation ladies and gentlemen dear representatives representatives officials please immediately revise the police law proof if you also really support endorse back strong the principle of equality before the law! ! cc,0.159,0.56,0.281,0.8217,positive
12385,2024-12-30T05:45:26.000Z,apakah seorang legislatif yg menampung aspirasi rakyat lalu menyampaikan dlm forum karena berbeda dgn pemerintah itu harus dinarasikan provokator terus lapor MKD? Kalian ini wakil rakyat atau wakil pemerintah?!!,apakah orang legislatif yang tampung aspirasi rakyat lalu sampai dalam forum karena beda dengan pemerintah itu harus narasi provokator terus lapor MKD ? kalian ini wakil rakyat atau wakil pemerintah ? ! !,"Do legislative people who accommodate people's aspirations and then enter the forum because they are different from the government have to carry out provocateur narratives and then report to MKD? Are you representatives, legislators or government representatives? ! !",0.0,1.0,0.0,0.0,neutral
12388,2024-12-30T05:08:52.000Z,Jauh beda dg kami indonesia pak pejabat kami rata rata kebanyakan justru hobi membebani rakyat an Kebijakan yg udah mereka buat sndiri pak Miris ya pak,jauh beda dengan kami indonesia pak jabatan kami rata rata banyak justru hobi beban rakyat an kebijakan yang sudah mereka buat sendiri pak miris ya pak,"very different from us in Indonesia, sir, our positions are mostly hobbies, burdens on the people and policies that they have made themselves, sir, sad, disappointed, pathetic, tragic, yes, sir.",0.366,0.57,0.064,-0.9136,negative
12390,2024-12-30T03:40:17.000Z,TVR DPR RI Desak Regulasi TKDN Dalam RUU Ebet,TVR DPR RI desakan regulasi TKDN dalam RUU ebet,TVR DPR RI urges TKDN regulations in the Ebet bill,0.0,1.0,0.0,0.0,neutral
12399,2024-12-30T00:27:36.000Z,Ini nalarnya gimana hai ? bukankah anggota dewan itu wakil rakyat tapi ketika ada yg menyuarakan aspirasi rakyat malah kalian persekusi,ini nalar bagaimana hai ? bukankah anggota dewan itu wakil rakyat tetapi ketika ada yang suara aspirasi rakyat malah kalian persekusi,"How does this make sense, hi? Aren't the members of the council representatives legislators, but when someone voices the aspirations of the people, you end up being persecuted",0.098,0.902,0.0,-0.4497,negative
12401,2024-12-29T23:16:13.000Z,Preettt Bukankah Rieke itu sedang melaksanakan tugasnya sebagai wakil rakyat? Kenapa kalian mau membungkamnya? Partainya kan partai oposisi partai pengkritik kebijakan pemerintah yg gak pro rakyat Pengen tahu partai mana tuh yg laporin Rieke ke MKD Pret ya kalian semua,preett bukankah rieke itu sedang laksana tugas bagai wakil rakyat ? kenapa kalian mau bungkam ? partai kan partai penentang partai kritikan kebijakan pemerintah yang tidak pro rakyat pengin tahu partai mana tuh yang laporin rieke ke MKD pret ya kalian semua,"Preett, isn't Rieke carrying out his duties as a representative representative? why do you want to keep quiet? par disgusting worthless shameful trash right par disgusting worthless shameful trash opponents par disgusting worthless shameful trash criticism of government policies that betray people selfish corrupt anti-people want to know par disgusting worthless shameful trash who reported rieke to mkd pret yes all of you",0.496,0.45,0.054,-0.9924,negative
12421,2024-12-29T03:41:43.000Z,Yg unique Sebagai Anggauta DPR RI ketua komisi yg membidangi Politik hukum dan hak asasi manusia Si Babirokhman ini tdk Paham Tupoksi dn Susduk acara kelembagaan negara DPR RI itu bukan representatif Kepresidenan tapi sebagai Representatif Rakyat untuk mengawasi kebijakan,yang unique bagai anggauta DPR RI ketua komisi yang bidang politik hukum dan hak asasi manusia sih babirokhman ini tidak paham tupoksi dan susduk acara lembaga negara DPR RI itu bukan representatif presiden tetapi bagai representatif rakyat untuk awas kebijakan,"What's unique is that a member of the Indonesian House of Representatives, chairman of the commission in the field of politics, law and human rights, is disgusting, shameful, disgraceful, corrupt, this Rokhman doesn't understand the main tasks and functions of state institutions, the Indonesian House of Representatives is not a representative of the president, but is a representative of the people to monitor policy.",0.068,0.932,0.0,-0.5106,negative
12448,2024-12-28T06:07:46.000Z,Ini contoh pungli pungutan yg mematikan usaha ekonomi Renungkanlah dampak kebijakan pajak anda yg ugalan! Ugalan nya dimana ada pertanyaan dari Bani IQ bangsa ? Minta mereka baca analisa dan hitung sendiri,ini contoh pungli pungut yang mati usaha ekonomi renung dampak kebijakan pajak anda yang ugalan ! ugalan nya mana ada tanya dari bani IQ bangsa ? minta mereka baca analisa dan hitung sendiri,This is an example of illegal levy extortion corrupt bribery extortion that dies economic businesses reflect on the impact of your reckless tax policy! Where's the recklessness? There are questions from the people of IQ of the nation? ask them to read the analysis and calculate it themselves,0.131,0.869,0.0,-0.7877,negative
